Length,Gene,mean-19F-Gluc,var-19F-Gluc,sd-19F-Gluc,se-19F-Gluc,gene,Total-19F-Gluc,Blank-19F-Gluc,Not Blank-19F-Gluc,Blank Removed-19F-Gluc,M,locus-19F,mean.19F.Levo,var-19F-Levo,sd-19F-Levo,se-19F-Levo,Total-19F-Levo,Blank-19F-Levo,Not Blank-19F-Levo,Blank Removed-19F-Levo,Value,Df,TDIST,p-value,Significance,Common Name ,Sig
315,SPT_1151,,,,,rplU,,,,,,SPT_1151,,,,,,,,,,,,,,ribosomal protein L21,FALSE
345,SPT_1152,0.904,0.01,0.099,0.033,,9,0,9,0,,SPT_1152,0.868,0.002,0.047,0.027,3,0,3,0,0.035,10,0.827,0.42767,,hypothetical protein,FALSE
294,SPT_1153,,,,,rpmA,,,,,,SPT_1153,,,,,,,,,,,,,,ribosomal protein L27,FALSE
171,SPT_1154,1.004,0.007,0.082,0.023,,13,0,13,0,,SPT_1154,0.979,0.001,0.036,0.018,4,0,4,0,0.025,15,0.852,0.40748,,hypothetical protein,FALSE
129,SPT_1155,,,,,,,,,,,SPT_1155,,,,,,,,,,,,,,hypothetical protein,FALSE
918,SPT_1156,,,,,ribF,,,,,,SPT_1156,,,,,,,,,,,,,,riboflavin biosynthesis protein RibF,FALSE
849,SPT_1157,1.006,0.006,0.075,0.007,,119,0,119,0,,SPT_1157,0.994,0.007,0.084,0.011,61,0,61,0,0.012,178,0.906,0.3659,,hypothetical protein,FALSE
840,SPT_1158,1.015,0.008,0.09,0.009,,102,0,102,0,,SPT_1158,0.985,0.004,0.06,0.008,51,0,51,0,0.03,151,2.475,0.01442,,degV family protein,FALSE
276,SPT_1159,,,,,,,,,,,SPT_1159,,,,,,,,,,,,,,DNA-binding protein HU,FALSE
1902,SPT_1160,1.007,0.006,0.075,0.006,,136,0,136,0,,SPT_1160,0.98,0.007,0.081,0.009,73,0,73,0,0.027,207,2.385,0.01796,,ATPase component of ABC transporter with duplicated ATPase domains,FALSE
864,SPT_1161,1.011,0.006,0.077,0.008,,95,0,95,0,,SPT_1161,1.005,0.007,0.084,0.012,52,0,52,0,0.005,145,0.389,0.69781,,"transcriptional regulator MutR, putative",FALSE
1179,SPT_1162,1.021,0.007,0.083,0.007,,140,0,140,0,,SPT_1162,1.01,0.009,0.096,0.011,75,0,75,0,0.01,213,0.793,0.42842,,"transporter, putative",FALSE
1959,SPT_1163,,,,,ligA,,,,,,SPT_1163,,,,,,,,,,,,,,NAD-dependent DNA ligase LigA,FALSE
2280,SPT_1164,1.003,0.005,0.07,0.004,pulA,270,0,270,0,,SPT_1164,0.976,0.007,0.082,0.007,132,0,132,0,0.027,400,3.187,0.00155,,"pullulanase, type I",FALSE
1425,SPT_1165,1.024,0.006,0.079,0.008,,106,0,106,0,,SPT_1165,1.001,0.004,0.06,0.008,54,0,54,0,0.022,158,2.003,0.04687,,NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,FALSE
1929,SPT_1166,1.018,0.005,0.07,0.004,glgB,250,0,250,0,,SPT_1166,1.016,0.005,0.072,0.006,138,0,138,0,0.002,386,0.198,0.84288,,glycogen branching enzyme,FALSE
1143,SPT_1167,1.025,0.004,0.06,0.006,glgC,108,0,108,0,,SPT_1167,1.007,0.006,0.079,0.011,54,0,54,0,0.018,160,1.516,0.1316,,glucose-1-phosphate adenylyltransferase,FALSE
1140,SPT_1168,1.03,0.005,0.072,0.005,glgD,204,0,204,0,,SPT_1168,1.017,0.006,0.076,0.008,101,0,101,0,0.013,303,1.482,0.13936,,"glucose-1-phosphate adenylyltransferase, GlgD subunit",FALSE
1434,SPT_1169,1.038,0.006,0.081,0.007,glgA,125,0,125,0,,SPT_1169,1.033,0.01,0.098,0.012,62,0,62,0,0.006,185,0.387,0.69957,,glycogen synthase,FALSE
484,SPT_1170,1.029,0.005,0.069,0.011,,37,0,37,0,,SPT_1170,0.996,0.004,0.064,0.015,19,0,19,0,0.033,54,1.76,0.08403,,pseudo,FALSE
447,SPT_1171,1.024,0.006,0.076,0.01,,57,0,57,0,,SPT_1171,0.98,0.005,0.07,0.014,24,0,24,0,0.044,79,2.497,0.0146,,hypothetical protein,FALSE
1116,SPT_1172,1.032,0.005,0.073,0.008,,90,0,90,0,,SPT_1172,1.017,0.007,0.086,0.013,45,0,45,0,0.015,133,0.991,0.32354,,glycerate kinase,FALSE
1305,SPT_1173,,,,,eno,,,,,,SPT_1173,,,,,,,,,,,,,,phosphopyruvate hydratase,FALSE
1630,SPT_1175,0.939,0.005,0.07,0.028,,6,0,6,0,,SPT_1175,0.944,0.001,0.023,0.012,4,0,4,0,-0.005,8,0.153,0.88232,,pseudo,FALSE
252,SPT_1176,1.02,0.002,0.042,0.019,,5,0,5,0,,SPT_1176,1.023,0.001,0.029,0.014,4,0,4,0,-0.002,7,0.099,0.92381,,"IS630-Spn1, transposase Orf2",FALSE
330,SPT_1177,,,,,,,,,,,SPT_1177,,,,,,,,M,,,,,,transposase,FALSE
3300,SPT_1178,,,,,rexB,,,,,,SPT_1178,,,,,,,,,,,,,,exonuclease RexB,FALSE
3651,SPT_1179,0.927,0.002,0.045,0.026,addA,3,0,3,0,,SPT_1179,0,0,0,0,1,1,0,0,0.927,2,35.952,0.00077,,recombination helicase AddA,FALSE
1179,SPT_1180,1.011,0.006,0.075,0.012,,39,0,39,0,,SPT_1180,1.01,0.008,0.092,0.025,13,0,13,0,0.001,50,0.041,0.96777,,hypothetical protein,FALSE
6015,SPT_1181,1.019,0.006,0.08,0.003,,756,1,755,0,,SPT_1181,1.002,0.01,0.101,0.005,387,2,385,0,0.018,1141,2.974,0.003,,immunoglobulin A1 protease,FALSE
852,SPT_1182,,,,,rbgA,,,,,,SPT_1182,,,,,,,,,,,,,,ribosomal biogenesis GTPase,FALSE
780,SPT_1183,1.021,0.003,0.051,0.006,rnhB,70,0,70,0,,SPT_1183,0.991,0.004,0.06,0.01,35,0,35,0,0.03,103,2.583,0.01118,,ribonuclease HII (RNase HII),FALSE
1551,SPT_1184,1.012,0.006,0.078,0.006,,169,0,169,0,,SPT_1184,0.992,0.007,0.081,0.009,79,0,79,0,0.02,246,1.826,0.0691,,voltage-gated chloride channel family protein,FALSE
1071,SPT_1185,,,,,xerS,,,,,,SPT_1185,,,,,,,,,,,,,,site-specific tyrosine recombinase XerS,FALSE
990,SPT_1186,0.997,0.006,0.08,0.009,,83,0,83,0,,SPT_1186,1.018,0.006,0.075,0.011,49,0,49,0,-0.021,130,1.54,0.12603,,lipoate protein ligase A,FALSE
1686,SPT_1187,1.025,0.005,0.071,0.006,lpdA,134,0,134,0,,SPT_1187,1.006,0.007,0.084,0.01,72,0,72,0,0.019,204,1.671,0.09619,,"acetoin dehydrogenase complex, E3 component, dihydrolipoamide dehydrogenase, putative",FALSE
1044,SPT_1188,1.025,0.004,0.065,0.006,,106,0,106,0,,SPT_1188,0.998,0.006,0.078,0.011,51,0,51,0,0.027,155,2.131,0.03465,,dihydrolipoamide acetyltransferase,FALSE
993,SPT_1189,1.02,0.008,0.088,0.009,,92,0,92,0,,SPT_1189,1.014,0.006,0.079,0.011,49,0,49,0,0.006,139,0.397,0.6923,,"acetoin dehydrogenase, E1 component, beta subunit, putative",FALSE
969,SPT_1190,1.006,0.005,0.072,0.008,,76,0,76,0,,SPT_1190,0.979,0.004,0.067,0.011,39,0,39,0,0.027,113,1.973,0.05092,,"acetoin dehydrogenase, E1 component, alpha subunit, putative",FALSE
1362,SPT_1191,0.975,0.006,0.078,0.006,,167,0,167,0,,SPT_1191,0.96,0.004,0.066,0.007,91,0,91,0,0.015,256,1.679,0.09443,,mate efflux family protein,FALSE
1269,SPT_1192,0.864,0.015,0.12,0.014,pyrC,75,1,74,0,,SPT_1192,0.852,0.011,0.105,0.015,46,0,46,0,0.012,119,0.591,0.55544,,dihydroorotase (DHOase),FALSE
465,SPT_1193,0.976,0.007,0.086,0.014,,40,0,40,0,,SPT_1193,0.965,0.005,0.072,0.015,24,0,24,0,0.011,62,0.558,0.57859,,mutator MutT protein,FALSE
654,SPT_1194,1.004,0.005,0.071,0.01,ung,53,0,53,0,,SPT_1194,0.982,0.009,0.097,0.017,32,0,32,0,0.022,83,1.125,0.26374,,uracil-DNA glycosylase,FALSE
480,SPT_1195,0.997,0.009,0.095,0.01,,97,0,97,0,,SPT_1195,1.038,0.009,0.095,0.013,52,0,52,0,-0.04,147,2.47,0.01466,,hypothetical protein,FALSE
714,SPT_1196,1.012,0.003,0.059,0.007,,63,0,63,0,,SPT_1196,0.985,0.007,0.082,0.015,31,0,31,0,0.026,92,1.598,0.11356,,HAD superfamily (subfamily IA) hydrolase,FALSE
381,SPT_1197,1.021,0.006,0.081,0.01,,63,0,63,0,,SPT_1197,1.019,0.011,0.107,0.018,35,0,35,0,0.002,96,0.096,0.92343,,"dihydroxyacetone kinase, phosphotransfer subunit",FALSE
2481,SPT_1198,1.024,0.006,0.08,0.007,,124,0,124,0,,SPT_1198,1.016,0.004,0.063,0.008,71,0,71,0,0.008,193,0.744,0.45785,,pneumococcal histidine triad protein B,FALSE
918,SPT_1199,1.014,0.006,0.077,0.008,,94,0,94,0,,SPT_1199,1.01,0.007,0.086,0.012,54,0,54,0,0.004,146,0.263,0.79303,,adhesion lipoprotein,FALSE
1392,SPT_1200,1.01,0.004,0.065,0.005,,199,0,199,0,,SPT_1200,0.993,0.005,0.071,0.007,103,0,103,0,0.017,300,2.076,0.03872,,amino acid permease family protein,FALSE
558,SPT_1201,1.03,0.005,0.069,0.012,,36,0,36,0,,SPT_1201,1.008,0.01,0.102,0.021,23,0,23,0,0.022,57,0.898,0.37298,,thioredoxin family protein,FALSE
708,SPT_1202,1.014,0.003,0.059,0.008,,54,0,54,0,,SPT_1202,0.997,0.007,0.082,0.015,31,0,31,0,0.017,83,1.03,0.30579,,cytochrome c-type biogenesis protein CcdA,FALSE
417,SPT_1203,1.025,0.006,0.076,0.015,,27,0,27,0,,SPT_1203,0.976,0.002,0.045,0.012,13,0,13,0,0.049,38,2.57,0.01421,,hypothetical protein,FALSE
201,SPT_1204,1.034,0.003,0.057,0.016,,12,0,12,0,,SPT_1204,1.017,0.005,0.068,0.03,5,0,5,0,0.017,15,0.495,0.62782,,hypothetical protein,FALSE
126,SPT_1205,1.002,0,0,0,,1,0,1,0,,SPT_1205,0.984,0,0,0,1,0,1,0,,,,,,hypothetical protein,FALSE
330,SPT_1206,,,,,,,,,,,SPT_1206,,,,,,,,M,,,,,,transposase,FALSE
,SPT_1207,,,,,,,,,,,SPT_1207,,,,,,,,,,,,,,,FALSE
,SPT_1208,,,,,,,,,,,SPT_1208,,,,,,,,,,,,,,,FALSE
,SPT_1209,,,,,,,,,,,SPT_1209,,,,,,,,,,,,,,,FALSE
1764,SPT_1210,0.977,0,0.011,0.008,,2,0,2,0,,SPT_1210,1.015,0,0,0,1,0,1,0,-0.038,1,4.68,0.13401,,glycerophosphoryl diester phosphodiesterase family protein,FALSE
591,SPT_1211,1.033,0.005,0.072,0.012,,34,0,34,0,,SPT_1211,1.028,0.018,0.136,0.032,18,0,18,0,0.005,50,0.146,0.88477,,DNA polymerase III subunit epsilon,FALSE
480,SPT_1212,0.949,0,0.014,0.01,,2,0,2,0,,SPT_1212,,,,,,,,,0.949,0,#DIV/0!,#DIV/0!,,hypothetical protein,FALSE
693,SPT_1213,0.973,0.001,0.032,0.019,mtnN,3,0,3,0,,SPT_1213,1.034,0.008,0.087,0.062,2,0,2,0,-0.061,3,0.946,0.41382,,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,FALSE
315,SPT_1214,0.926,0.016,0.127,0.034,,14,0,14,0,,SPT_1214,0.94,0.006,0.08,0.028,8,0,8,0,-0.014,20,0.326,0.74755,,hypothetical protein,FALSE
546,SPT_1215,0.93,0.01,0.098,0.017,,33,0,33,0,,SPT_1215,0.936,0.026,0.16,0.037,19,1,18,0,-0.006,50,0.154,0.87796,,ADP-ribose pyrophosphatase,FALSE
1380,SPT_1216,0.971,0.007,0.081,0.036,glmU,5,0,5,0,,SPT_1216,0.972,0.013,0.115,0.066,3,0,3,0,-0.001,6,0.019,0.98522,,UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase,FALSE
789,SPT_1217,1.009,0.006,0.078,0.008,,107,0,107,0,,SPT_1217,1,0.007,0.081,0.01,63,0,63,0,0.008,168,0.664,0.50742,,lyzozyme M1,FALSE
843,SPT_1218,0.999,0.007,0.082,0.01,,70,0,70,0,,SPT_1218,0.964,0.011,0.104,0.017,38,0,38,0,0.035,106,1.784,0.07723,,integral membrane protein,FALSE
453,SPT_1219,1.02,0.004,0.064,0.014,,22,0,22,0,,SPT_1219,1.016,0.013,0.116,0.034,12,0,12,0,0.004,32,0.104,0.91751,,"regulatory protein, putative",FALSE
621,SPT_1220,0.997,0.003,0.054,0.008,,50,0,50,0,,SPT_1220,0.99,0.004,0.06,0.012,27,0,27,0,0.007,75,0.534,0.5952,,phosphoglycerate mutase,FALSE
444,SPT_1221,0.997,0.023,0.151,0.029,,28,1,27,0,,SPT_1221,1.04,0.016,0.125,0.03,17,0,17,0,-0.043,43,1.045,0.30178,,pseudo,FALSE
942,SPT_1222,0.96,0.007,0.082,0.008,prsA,100,0,100,0,,SPT_1222,0.944,0.009,0.095,0.014,44,0,44,0,0.015,142,0.929,0.35467,,foldase protein PrsA,FALSE
678,SPT_1223,1.022,0.008,0.087,0.011,,68,0,68,0,,SPT_1223,1.007,0.01,0.098,0.018,30,0,30,0,0.015,96,0.7,0.48552,,O-methyltransferase family protein,FALSE
1812,SPT_1224,1.005,0.004,0.06,0.004,pepF1,248,0,248,0,,SPT_1224,0.975,0.005,0.074,0.006,131,0,131,0,0.03,377,3.952,0.00009,,oligoendopeptidase F,FALSE
954,SPT_1225,1.003,0.006,0.08,0.008,,99,0,99,0,,SPT_1225,1.008,0.005,0.073,0.01,53,0,53,0,-0.005,150,0.382,0.70321,,competence protein CoiA,FALSE
861,SPT_1226,0.979,0.007,0.084,0.012,tehB,53,0,53,0,,SPT_1226,0.958,0.01,0.101,0.019,28,0,28,0,0.021,79,0.926,0.35716,,tellurite resistance protein TehB,FALSE
468,SPT_1227,0.861,0.009,0.097,0.016,smpB,38,0,38,0,,SPT_1227,0.889,0.007,0.082,0.019,19,0,19,0,-0.028,55,1.128,0.26403,,SsrA-binding protein,FALSE
2355,SPT_1228,0.867,0.023,0.15,0.013,rnr,128,2,126,0,,SPT_1228,0.835,0.029,0.169,0.02,70,2,68,0,0.032,196,1.303,0.19422,,ribonuclease R,FALSE
234,SPT_1229,0.921,0,0.011,0.007,secG,2,0,2,0,,SPT_1229,,,,,,,,,0.921,0,#DIV/0!,#DIV/0!,,"preprotein translocase, SecG subunit",FALSE
150,SPT_1230,1.035,0.008,0.09,0.019,rpmG,22,0,22,0,,SPT_1230,1.012,0.019,0.138,0.044,10,0,10,0,0.024,30,0.496,0.62378,,ribosomal protein L33,FALSE
1200,SPT_1231,1.004,0.005,0.07,0.006,,140,0,140,0,,SPT_1231,0.991,0.005,0.068,0.008,70,0,70,0,0.013,208,1.323,0.18721,,multi-drug resistance efflux pump,FALSE
606,SPT_1232,0.989,0.005,0.074,0.026,coaE,8,0,8,0,,SPT_1232,0.985,0.011,0.104,0.047,5,0,5,0,0.003,11,0.065,0.94947,,dephospho-CoA kinase,FALSE
825,SPT_1233,0.994,0.006,0.078,0.011,mutM,55,0,55,0,,SPT_1233,0.99,0.008,0.088,0.018,23,0,23,0,0.004,76,0.182,0.8563,,formamidopyrimidine-DNA glycosylase,FALSE
900,SPT_1234,0.909,0.012,0.11,0.014,era,62,0,62,0,,SPT_1234,0.89,0.008,0.092,0.017,31,0,31,0,0.02,91,0.908,0.3661,,GTP-binding protein Era,FALSE
396,SPT_1235,0.87,0.014,0.118,0.025,,22,0,22,0,,SPT_1235,0.876,0.013,0.115,0.031,14,0,14,0,-0.006,34,0.155,0.87735,,diacylglycerol kinase (dagk) (diglyceride kinase)(dgk),FALSE
498,SPT_1236,0.911,0.008,0.09,0.045,,4,0,4,0,,SPT_1236,0.855,0.006,0.079,0.056,2,0,2,0,0.055,4,0.772,0.48293,,putative metalloprotease,FALSE
1656,SPT_1237,0.978,0.006,0.079,0.007,,128,0,128,0,,SPT_1237,0.97,0.007,0.083,0.01,68,0,68,0,0.008,194,0.638,0.52417,,adherence and virulence protein A,FALSE
2109,SPT_1238,1.011,0.008,0.092,0.006,,277,0,277,0,,SPT_1238,1.001,0.008,0.091,0.008,144,0,144,0,0.01,419,1.041,0.29848,,endo-beta-N-acetylglucosaminidase,FALSE
939,SPT_1239,0.91,0.009,0.093,0.011,,77,0,77,0,,SPT_1239,0.896,0.005,0.072,0.011,41,0,41,0,0.014,116,0.938,0.35008,,"dihydroorotate dehydrogenase B, catalytic subunit (dihydroorotate oxidase b) (dhodehase b) (dhodase b) (dhod b)",FALSE
801,SPT_1240,0.928,0.005,0.067,0.008,,73,0,73,0,,SPT_1240,0.904,0.004,0.065,0.01,39,0,39,0,0.024,110,1.821,0.07138,,dihydroorotate dehydrogenase electron transfer subunit,FALSE
381,SPT_1241,1.027,0.006,0.079,0.011,,52,0,52,0,,SPT_1241,1.003,0.005,0.074,0.013,32,0,32,0,0.023,82,1.373,0.1736,,lactoylglutathione lyase,FALSE
360,SPT_1242,0.984,0.002,0.041,0.018,rplT,5,0,5,0,,SPT_1242,0.995,0.002,0.048,0.024,4,0,4,0,-0.01,7,0.344,0.74114,,ribosomal protein L20,FALSE
201,SPT_1243,1.014,0.009,0.097,0.032,rpmI,9,0,9,0,,SPT_1243,0.921,0.007,0.086,0.038,5,0,5,0,0.092,12,1.842,0.09031,,ribosomal protein L35,FALSE
558,SPT_1244,0.975,0,0.001,0.001,infC,2,0,2,0,,SPT_1244,0.911,0,0,0,1,0,1,0,0.064,1,88.597,0.00719,,translation initiation factor IF-3,FALSE
1185,SPT_1245,1.025,0.005,0.069,0.005,,157,0,157,0,,SPT_1245,1.014,0.009,0.093,0.01,80,0,80,0,0.012,235,1.005,0.31608,,hypothetical protein,FALSE
588,SPT_1246,1.038,0.006,0.076,0.008,,95,0,95,0,,SPT_1246,1.038,0.008,0.089,0.012,53,0,53,0,0,146,0.033,0.9741,,"ABC transporter, ATP-binding protein",FALSE
2241,SPT_1247,1.028,0.006,0.076,0.005,,258,0,258,0,,SPT_1247,1.026,0.006,0.078,0.007,131,0,131,0,0.002,387,0.224,0.82264,,DNA internalization-related competence protein ComEC/Rec2,FALSE
651,SPT_1248,1.02,0.006,0.075,0.01,,54,0,54,0,,SPT_1248,1.025,0.01,0.099,0.019,27,0,27,0,-0.006,79,0.268,0.78935,,competence protein CelA,FALSE
570,SPT_1249,1.006,0.009,0.094,0.012,,66,1,65,0,,SPT_1249,0.993,0.007,0.085,0.014,38,0,38,0,0.013,102,0.742,0.45972,,"acetyltransferase, gnat family",FALSE
1440,SPT_1252,1.016,0.006,0.075,0.007,,116,0,116,0,,SPT_1252,0.998,0.005,0.073,0.01,58,0,58,0,0.018,172,1.561,0.12039,,pseudo,FALSE
228,SPT_1253,1.037,0.004,0.064,0.01,,39,0,39,0,,SPT_1253,1.012,0.007,0.082,0.017,22,0,22,0,0.025,59,1.218,0.22825,,TfoX N- domain family protein,FALSE
501,SPT_1254,1.013,0.005,0.074,0.009,,66,0,66,0,,SPT_1254,1.022,0.005,0.073,0.013,34,0,34,0,-0.008,98,0.53,0.59718,,"acetyltransferase, gnat family",FALSE
969,SPT_1255,1.024,0.005,0.067,0.007,,86,0,86,0,,SPT_1255,1.007,0.005,0.072,0.011,47,0,47,0,0.017,131,1.327,0.1869,,PhoH family protein,FALSE
126,SPT_1256,1.018,0.006,0.077,0.021,,13,0,13,0,,SPT_1256,1.038,0.011,0.104,0.035,9,0,9,0,-0.02,20,0.504,0.61972,,hypothetical protein,FALSE
216,SPT_1257,0.994,0.004,0.067,0.018,,14,0,14,0,,SPT_1257,0.957,0.005,0.068,0.03,5,0,5,0,0.037,17,1.064,0.30239,,hypothetical protein,FALSE
894,SPT_1258,0.988,0.006,0.079,0.009,,73,0,73,0,,SPT_1258,0.991,0.004,0.062,0.01,37,0,37,0,-0.003,108,0.249,0.804,,s1 RNA binding domain protein,FALSE
558,SPT_1259,0.982,0,0.017,0.01,frr,3,0,3,0,,SPT_1259,0.936,0.001,0.038,0.027,2,0,2,0,0.047,3,1.621,0.20352,,ribosome recycling factor,FALSE
738,SPT_1260,0.846,0.006,0.077,0.034,pyrH,5,0,5,0,,SPT_1260,0.944,0.008,0.089,0.063,2,0,2,0,-0.097,5,1.356,0.233,,UMP kinase,FALSE
1335,SPT_1261,1,0.006,0.078,0.008,trmFO,102,0,102,0,,SPT_1261,0.991,0.005,0.07,0.01,50,0,50,0,0.009,150,0.677,0.49948,,tRNA:M(5)U-54 methyltransferase,FALSE
879,SPT_1262,1.004,0.009,0.093,0.015,,36,0,36,0,,SPT_1262,0.983,0.004,0.06,0.013,21,0,21,0,0.021,55,1.025,0.30978,,tetrapyrrole methylase family protein,FALSE
318,SPT_1263,0.622,0.093,0.305,0.153,,4,1,3,0,,SPT_1263,0.452,0.15,0.387,0.273,2,1,1,0,0.17,4,0.542,0.61681,,DNA replication intiation control protein YabA,FALSE
891,SPT_1264,0.983,0,0.019,0.009,,5,0,5,0,,SPT_1264,0.929,0,0.002,0.002,2,0,2,0,0.054,5,6.131,0.00168,,DNA polymerase III subunit delta',FALSE
639,SPT_1265,,,,,tmk,,,,,,SPT_1265,,,,,,,,,,,,,,thymidylate kinase,FALSE
798,SPT_1266,0.985,0.007,0.081,0.009,proC,84,0,84,0,,SPT_1266,0.932,0.008,0.089,0.014,43,0,43,0,0.053,125,3.238,0.00154,,pyrroline-5-carboxylate reductase,FALSE
1263,SPT_1267,1.011,0.005,0.07,0.006,proA,148,0,148,0,,SPT_1267,0.962,0.012,0.11,0.013,68,0,68,0,0.048,214,3.321,0.00106,,glutamate-5-semialdehyde dehydrogenase,FALSE
1110,SPT_1268,1.01,0.005,0.074,0.008,proB,87,0,87,0,,SPT_1268,0.957,0.008,0.092,0.015,39,0,39,0,0.053,124,3.169,0.00193,,gamma-glutamyl kinase,FALSE
1884,SPT_1269,1.009,0.006,0.077,0.005,,274,0,274,0,,SPT_1269,0.993,0.006,0.076,0.006,138,0,138,0,0.017,410,2.081,0.03801,,choline binding protein E,FALSE
888,SPT_1270,0.963,0.008,0.089,0.01,,81,0,81,0,,SPT_1270,0.921,0.009,0.093,0.014,41,0,41,0,0.042,120,2.372,0.01927,,ribosomal large subunit pseudouridine synthase D,FALSE
462,SPT_1271,0.971,0.005,0.069,0.009,lspA,60,0,60,0,,SPT_1271,0.922,0.005,0.069,0.013,30,0,30,0,0.049,88,3.192,0.00196,,signal peptidase II,FALSE
909,SPT_1272,0.974,0.008,0.089,0.009,,91,0,91,0,,SPT_1272,0.965,0.007,0.086,0.012,49,0,49,0,0.009,138,0.581,0.56217,,regulatory function on capsule expression in group B streptococci,FALSE
198,SPT_1273,0.99,0.003,0.051,0.013,,15,0,15,0,,SPT_1273,1.007,0.009,0.096,0.036,7,0,7,0,-0.018,20,0.456,0.653,,hypothetical protein,FALSE
672,SPT_1274,1.013,0.006,0.079,0.008,,110,0,110,0,,SPT_1274,1.019,0.004,0.066,0.009,49,0,49,0,-0.005,157,0.449,0.65423,,caax amino protease family,FALSE
222,SPT_1275,1.02,0.004,0.066,0.011,,38,0,38,0,,SPT_1275,1.014,0.005,0.072,0.016,21,0,21,0,0.006,57,0.32,0.75014,,hypothetical protein,FALSE
810,SPT_1276,1.009,0.003,0.058,0.007,,75,0,75,0,,SPT_1276,1.002,0.003,0.055,0.009,34,0,34,0,0.007,107,0.58,0.56304,,Cof family protein,FALSE
876,SPT_1277,1.018,0.006,0.075,0.007,aguB,111,0,111,0,,SPT_1277,0.966,0.006,0.077,0.011,53,0,53,0,0.051,162,4.03,0.00009,,N-carbamoylputrescine amidase,FALSE
1086,SPT_1278,1.001,0.007,0.083,0.007,aguA,135,0,135,0,,SPT_1278,0.979,0.007,0.083,0.009,77,0,77,0,0.022,210,1.84,0.06723,,agmatine deiminase,FALSE
1128,SPT_1279,1.008,0.007,0.081,0.007,nspC,148,0,148,0,,SPT_1279,0.973,0.008,0.087,0.01,70,0,70,0,0.036,216,2.888,0.00427,,carboxynorspermidine decarboxylase,FALSE
1260,SPT_1280,1.016,0.005,0.072,0.006,lys,165,0,165,0,,SPT_1280,0.972,0.008,0.087,0.009,86,0,86,0,0.044,249,3.991,0.00009,,saccharopine dehydrogenase,FALSE
861,SPT_1281,0.998,0.006,0.075,0.009,speE,66,0,66,0,,SPT_1281,0.955,0.008,0.088,0.015,35,0,35,0,0.044,99,2.484,0.01469,,spermidine synthase,FALSE
138,SPT_1282,,,,,,,,,,,SPT_1282,,,,,,,,,,,,,,hypothetical protein,FALSE
528,SPT_1283,1.045,0.005,0.067,0.013,,27,0,27,0,,SPT_1283,1.006,0.003,0.058,0.017,12,0,12,0,0.04,37,1.89,0.06659,,transposase,FALSE
1476,SPT_1284,1.018,0.004,0.067,0.005,,209,0,209,0,,SPT_1284,0.971,0.005,0.068,0.007,99,0,99,0,0.047,306,5.652,0,,arginine decarboxylase,FALSE
237,SPT_1285,,,,,,,,,,,SPT_1285,,,,,,,,M,,,,,,transposase,FALSE
876,SPT_1286,0.998,0.013,0.115,0.041,,8,0,8,0,,SPT_1286,1.052,0.035,0.187,0.084,5,0,5,0,-0.054,11,0.584,0.57094,,IS1239 transposase,FALSE
429,SPT_1287,1.035,0.009,0.094,0.012,,58,0,58,0,,SPT_1287,1.03,0.007,0.085,0.016,29,0,29,0,0.005,85,0.255,0.79938,,integral membrane protein,FALSE
1989,SPT_1288,1.017,0.007,0.083,0.005,,243,1,242,0,,SPT_1288,1.011,0.006,0.077,0.007,135,0,135,0,0.007,376,0.769,0.44222,,"ABC-type antimicrobial peptide transport system, permease component",FALSE
759,SPT_1289,1.023,0.006,0.077,0.008,,100,0,100,0,,SPT_1289,1,0.008,0.088,0.013,44,0,44,0,0.023,142,1.503,0.13499,,bacitracin export ATP-binding protein BceA,FALSE
192,SPT_1290,1.008,0.004,0.063,0.01,,36,0,36,0,,SPT_1290,0.989,0.004,0.066,0.015,19,0,19,0,0.019,53,1.019,0.3126,,hypothetical protein,FALSE
273,SPT_1291,1.007,0.004,0.062,0.011,,32,0,32,0,,SPT_1291,0.977,0.005,0.07,0.018,16,0,16,0,0.03,46,1.471,0.14802,,PspC domain family,FALSE
450,SPT_1292,1.006,0.004,0.066,0.01,,46,0,46,0,,SPT_1292,0.992,0.008,0.088,0.018,24,0,24,0,0.014,68,0.689,0.49313,,Putative metallopeptidase (SprT family),FALSE
2130,SPT_1293,1.031,0.007,0.081,0.006,,176,0,176,0,,SPT_1293,0.999,0.01,0.1,0.01,93,0,93,0,0.032,267,2.63,0.00902,,S1 RNA binding domain protein,FALSE
132,SPT_1294,1.043,0.001,0.034,0.02,,3,0,3,0,,SPT_1294,0.888,0,0,0,1,0,1,0,0.155,2,7.903,0.01564,,hypothetical protein,FALSE
906,SPT_1295,1.002,0.011,0.104,0.012,,77,1,76,0,,SPT_1295,0.998,0.005,0.068,0.011,40,0,40,0,0.003,115,0.216,0.82928,,"membrane protein, puative",FALSE
816,SPT_1296,1.031,0.005,0.069,0.007,,98,0,98,0,,SPT_1296,1.018,0.008,0.09,0.013,49,0,49,0,0.013,145,0.911,0.3637,,"ABC transporter, substrate-binding protein",FALSE
717,SPT_1297,1.004,0.005,0.074,0.007,,105,0,105,0,,SPT_1297,0.993,0.007,0.084,0.011,59,0,59,0,0.011,162,0.823,0.4118,,hypothetical protein,FALSE
