Pos size,Gene,mean-2394-Gluc,var-2394-Gluc,sd-2394-Gluc,se-2394-Gluc,gene,Total-2394-Gluc,Blank-2394-Gluc,Not Blank-2394-Gluc,Blank Removed-2394-Gluc,M,locus-2394,mean.2394.Kan,var-2394-Kan,sd-2394-Kan,se-2394-Kan,gene,Total-2394-Kan,Blank-2394-Kan,Not Blank-2394-Kan,Blank Removed-2394-Kan,M,Value,Df,TDIST,p-value,Significance,Common Name,TIMS-CATEGORY,What to do/What they are,Sig
1007,SP_1319,0.99,0.007,0.082,0.009,,89,0,89,0,,SP_1319,1.025,0.012,0.108,0.011,,90,0,90,0,,-0.035,177,2.407,0.01711,,"v-type sodium ATP synthase, subunit C",VARIOUS,PHENOTYPED,FALSE
581,SP_1320,0.989,0.006,0.08,0.011,,48,0,48,0,,SP_1320,1.03,0.01,0.102,0.015,,46,0,46,0,,-0.04,92,2.139,0.03507,,"v-type sodium ATP synthase, subunit E",VARIOUS,NO-PHENOTYPE,FALSE
476,SP_1321,0.991,0.003,0.051,0.008,,37,0,37,0,,SP_1321,1.03,0.008,0.088,0.014,,37,0,37,0,,-0.04,72,2.361,0.02096,,"v-type sodium ATP synthase, subunit K",VARIOUS,NO-PHENOTYPE,FALSE
1991,SP_1322,0.995,0.007,0.081,0.007,,148,0,148,0,,SP_1322,1.034,0.007,0.085,0.007,,147,0,147,0,,-0.038,293,3.961,0.00009,,"v-type sodium ATP synthase, subunit I",VARIOUS,PHENOTYPED,FALSE
323,SP_1323,1.014,0.009,0.095,0.015,,38,0,38,0,,SP_1323,1.051,0.012,0.108,0.018,,37,0,37,0,,-0.037,73,1.563,0.12238,,hypothetical protein,UNKNOWN,VIVO,FALSE
890,SP_1324,1.002,0.009,0.095,0.01,,87,0,87,0,,SP_1324,1.023,0.012,0.109,0.012,,88,0,88,0,,-0.021,173,1.352,0.17811,,putative regulatory protein,REGULATOR,PHENOTYPED,FALSE
1139,SP_1325,1,0.006,0.079,0.008,,88,0,88,0,,SP_1325,0.994,0.007,0.084,0.009,,88,0,88,0,,0.006,174,0.465,0.64274,,"oxidoreductase, Gfo/Idh/MocA family",UNKNOWN,PHENOTYPED,FALSE
2222,SP_1326,0.99,0.004,0.067,0.005,,211,0,211,0,,SP_1326,1.014,0.007,0.087,0.006,,208,0,208,0,,-0.024,417,3.2,0.00148,,neuraminidase,VARIOUS,PHENOTYPED,FALSE
458,SP_1327,1.002,0.003,0.057,0.012,,22,0,22,0,,SP_1327,1.004,0.006,0.079,0.017,,22,0,22,0,,-0.002,42,0.109,0.91411,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
1541,SP_1328,1.003,0.006,0.076,0.007,,113,0,113,0,,SP_1328,1.031,0.011,0.105,0.01,,114,0,114,0,,-0.028,225,2.324,0.02104,,sodium:solute symporter family protein,TRANSPORT,PHENOTYPED,FALSE
917,SP_1329,1.013,0.006,0.077,0.008,,92,0,92,0,,SP_1329,1.021,0.011,0.105,0.011,,92,0,92,0,,-0.008,182,0.587,0.55818,,N-acetylneuraminate lyase,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
701,SP_1330,0.989,0.008,0.088,0.009,,88,0,88,0,,SP_1330,1.02,0.009,0.093,0.01,,88,0,88,0,,-0.031,174,2.243,0.02618,,putative N-acetylmannosamine-6-P epimerase,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
809,SP_1331,0.997,0.009,0.094,0.011,,76,0,76,0,,SP_1331,1.013,0.013,0.115,0.013,,76,0,76,0,,-0.016,150,0.961,0.3382,,putative phosphosugar-binding transcriptional regulator,REGULATOR,PHENOTYPED,FALSE
587,SP_1332,1.006,0.012,0.108,0.027,,16,0,16,0,,SP_1332,1.08,0.005,0.074,0.018,,16,0,16,0,,-0.074,30,2.259,0.03134,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
233,SP_1333,0.1,0.1,X,X,,,,,,,SP_1333,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
380,SP_1334,0.1,0.1,X,X,,,,,,,SP_1334,0.1,0.1,X,X,,,,,,,,,,,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
188,SP_1335,1.01,0.015,0.124,0.044,,8,0,8,0,,SP_1335,1.068,0.006,0.08,0.028,,8,0,8,0,,-0.058,14,1.11,0.28573,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
1223,SP_1336,0.995,0.004,0.064,0.011,,33,0,33,0,,SP_1336,0.977,0.005,0.07,0.012,,33,0,33,0,,0.018,64,1.096,0.27707,,type II DNA modification methyltransferase Spn5252IP,AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
1346,SP_1337,0.1,0.1,X,X,,,,,,,SP_1337,0.1,0.1,X,X,,,,,,,,,,,,"IS1380-Spn1, transposase",,REMOVE,FALSE
179,SP_1338,0.997,0.004,0.061,0.018,,11,0,11,0,,SP_1338,1.045,0.01,0.101,0.031,,11,0,11,0,,-0.049,20,1.362,0.18819,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
137,SP_1339,0.1,0.1,X,X,,,,,,,SP_1339,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1319,SP_1340,1.003,0.005,0.071,0.007,,111,0,111,0,,SP_1340,1.07,0.008,0.089,0.008,,111,0,111,0,,-0.067,220,6.193,0,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
740,SP_1341,1.006,0.006,0.08,0.011,,56,0,56,0,,SP_1341,1.036,0.011,0.106,0.014,,56,0,56,0,,-0.03,110,1.706,0.0908,,"ABC transporter, ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
1607,SP_1342,0.988,0.005,0.074,0.007,,125,0,125,0,,SP_1342,1.018,0.008,0.09,0.008,,125,0,125,0,,-0.03,248,2.913,0.00391,,"drug efflux ABC transporter, permease/ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
1940,SP_1343,0.991,0.006,0.074,0.006,,155,0,155,0,,SP_1343,0.992,0.009,0.096,0.008,,153,0,153,0,,-0.001,306,0.11,0.91239,,prolyl oligopeptidase family protein,UNKNOWN,PHENOTYPED,FALSE
2609,SP_1344,0.994,0.006,0.079,0.005,,237,0,237,0,,SP_1344,1.009,0.01,0.1,0.007,,238,0,238,0,,-0.014,473,1.737,0.08297,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
110,SP_1345,0.1,0.1,X,X,,,,,,,SP_1345,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
587,SP_1346,1.002,0.004,0.059,0.013,,21,0,21,0,,SP_1346,1.03,0.007,0.084,0.018,,21,0,21,0,,-0.029,40,1.29,0.2046,,putative membrane protein,UNKNOWN,NO-PHENOTYPE,FALSE
143,SP_1347,0.1,0.1,X,X,,,,,,,SP_1347,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
380,SP_1348,0.1,0.1,X,X,,,,,,,SP_1348,0.1,0.1,X,X,,,,,,,,,,,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
278,SP_1349,0.1,0.1,X,X,,,,,,,SP_1349,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
254,SP_1350,0.957,0.001,0.026,0.013,,4,0,4,0,,SP_1350,0.921,0.002,0.047,0.023,,4,0,4,0,,0.035,6,1.317,0.23584,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
107,SP_1351,1.046,0.002,0.041,0.021,,4,0,4,0,,SP_1351,1.019,0.001,0.032,0.016,,4,0,4,0,,0.027,6,1.038,0.33939,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1346,SP_1352,0.1,0.1,X,X,,,,,,,SP_1352,0.1,0.1,X,X,,,,,,,,,,,,"IS1380-Spn1, transposase",,REMOVE,FALSE
107,SP_1353,0.1,0.1,X,X,,,,,,,SP_1353,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
368,SP_1354,0.1,0.1,X,X,rplL,,,,,,SP_1354,0.1,0.1,X,X,rplL,,,,,,,,,,,ribosomal protein L7/L12,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
500,SP_1355,0.1,0.1,X,X,rplJ,,,,,,SP_1355,0.1,0.1,X,X,rplJ,,,,,,,,,,,ribosomal protein L10,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
1259,SP_1356,1.01,0.003,0.051,0.011,,23,0,23,0,,SP_1356,1.022,0.007,0.086,0.018,,23,0,23,0,,-0.013,44,0.61,0.5449,,amidohydrolase family protein,VARIOUS METABOLISM AND BIOSYNTHESIS,PHENOTYPED,FALSE
1790,SP_1357,0.97,0.005,0.073,0.01,,49,0,49,0,,SP_1357,0.982,0.01,0.098,0.014,,48,0,48,0,,-0.012,95,0.683,0.49636,,"ABC transporter, permease/ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
1724,SP_1358,0.984,0.005,0.071,0.01,,47,0,47,0,,SP_1358,0.971,0.01,0.098,0.014,,48,0,48,0,,0.013,93,0.728,0.46828,,"ABC transporter, permease/ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
938,SP_1359,0.974,0.004,0.063,0.011,,34,0,34,0,,SP_1359,0.972,0.012,0.108,0.019,,33,0,33,0,,0.002,65,0.112,0.91103,,peptide methionine sulfoxide reductase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
869,SP_1360,0.822,0.045,0.212,0.059,,13,1,12,0,,SP_1360,0.87,0.015,0.124,0.034,,13,0,13,0,,-0.048,24,0.705,0.48755,,homoserine kinase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
1286,SP_1361,0.826,0.014,0.12,0.033,,13,0,13,0,,SP_1361,0.733,0.046,0.214,0.062,,12,1,11,0,,0.094,23,1.335,0.1948,,homoserine dehydrogenase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
737,SP_1362,0.872,0.006,0.079,0.022,,13,0,13,0,,SP_1362,0.851,0.009,0.095,0.029,,11,0,11,0,,0.021,22,0.579,0.56833,,putative transcriptional regulator MecA,REGULATOR,NO-PHENOTYPE,FALSE
1034,SP_1363,0.796,0.057,0.238,0.097,,6,1,5,0,,SP_1363,0.881,0.022,0.147,0.06,,6,0,6,0,,-0.085,10,0.745,0.47313,,conserved domain protein,UNKNOWN,LIKELYESSENTIAL,FALSE
1433,SP_1364,1.15,0.018,0.134,0.095,,2,0,2,0,,SP_1364,1.17,0.074,0.273,0.193,,2,0,2,0,,-0.021,2,0.095,0.93264,,hypothetical protein,UNKNOWN,LIKELYESSENTIAL,FALSE
986,SP_1365,1.027,0.004,0.063,0.044,,2,0,2,0,,SP_1365,1.005,0,0.008,0.006,,2,0,2,0,,0.022,2,0.497,0.66866,,"glycosyl transferase, family 2",UNKNOWN,ESSENTIAL,FALSE
1103,SP_1366,0.1,0.1,X,X,,,,,,,SP_1366,0.1,0.1,X,X,,,,,,,,,,,,"glycosyl transferase, group 1",UNKNOWN,LIKELYESSENTIAL,FALSE
845,SP_1367,0.991,0,0.004,0.003,,2,0,2,0,,SP_1367,0.936,0.001,0.035,0.024,,2,0,2,0,,0.055,2,2.223,0.15631,,licD3 protein,UNKNOWN,LIKELYESSENTIAL,FALSE
1274,SP_1368,1.007,0.005,0.069,0.012,,36,0,36,0,,SP_1368,1.028,0.007,0.083,0.014,,37,0,37,0,,-0.021,71,1.194,0.23647,,psr protein,UNKNOWN,PHENOTYPED,FALSE
848,SP_1369,0.985,0.01,0.102,0.018,,33,0,33,0,,SP_1369,1.038,0.019,0.137,0.024,,32,0,32,0,,-0.052,63,1.743,0.08618,,prephenate dehydratase,AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
476,SP_1370,0.974,0.007,0.083,0.017,,24,0,24,0,,SP_1370,0.913,0.015,0.121,0.024,,25,0,25,0,,0.061,47,2.063,0.04461,,shikimate kinase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
1283,SP_1371,0.968,0.007,0.081,0.016,,27,0,27,0,,SP_1371,0.924,0.007,0.086,0.017,,27,0,27,0,,0.044,52,1.923,0.06,,3-phosphoshikimate 1-carboxyvinyltransferase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
338,SP_1372,0.971,0,0.006,0.004,,3,0,3,0,,SP_1372,0.983,0.002,0.045,0.026,,3,0,3,0,,-0.011,4,0.432,0.68774,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1103,SP_1373,1.008,0.004,0.063,0.011,,33,0,33,0,,SP_1373,0.997,0.009,0.096,0.017,,33,0,33,0,,0.011,64,0.552,0.58279,,prephenate dehydrogenase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
1166,SP_1374,0.977,0.006,0.075,0.013,,35,0,35,0,,SP_1374,0.951,0.01,0.1,0.017,,35,0,35,0,,0.026,68,1.241,0.21891,,chorismate synthase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
1067,SP_1375,0.974,0.011,0.103,0.024,aroB,19,0,19,0,,SP_1375,0.947,0.011,0.105,0.025,aroB,18,0,18,0,,0.027,35,0.782,0.43947,,3-dehydroquinate synthase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
854,SP_1376,0.964,0.007,0.087,0.02,aroE,18,0,18,0,,SP_1376,0.929,0.009,0.093,0.022,aroE,18,0,18,0,,0.035,34,1.168,0.25082,,shikimate 5-dehydrogenase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
677,SP_1377,0.932,0.015,0.121,0.025,aroD,23,0,23,0,,SP_1377,0.892,0.012,0.108,0.023,aroD,23,0,23,0,,0.04,44,1.187,0.24175,,3-dehydroquinate dehydratase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
1172,SP_1378,0.942,0.005,0.07,0.012,,32,0,32,0,,SP_1378,0.943,0.012,0.112,0.02,,32,0,32,0,,-0.001,62,0.031,0.97535,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
146,SP_1379,1.009,0.001,0.037,0.026,,2,0,2,0,,SP_1379,1.059,0.006,0.076,0.054,,2,0,2,0,,-0.05,2,0.835,0.49159,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1661,SP_1380,0.999,0.006,0.076,0.009,,72,0,72,0,,SP_1380,1.01,0.009,0.097,0.011,,72,0,72,0,,-0.011,142,0.735,0.46377,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
749,SP_1381,0.978,0.005,0.067,0.028,,6,0,6,0,,SP_1381,1.002,0.002,0.047,0.019,,6,0,6,0,,-0.024,10,0.703,0.49805,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
1454,SP_1382,0.985,0.005,0.073,0.011,,41,0,41,0,,SP_1382,0.991,0.006,0.076,0.012,,41,0,41,0,,-0.006,80,0.362,0.71817,,alpha-amylase,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
2618,SP_1383,0.1,0.1,X,X,alaS,,,,,,SP_1383,0.1,0.1,X,X,alaS,,,,,,,,,,,alanyl-tRNA synthetase,AMINO ACID METABOLSIM,LIKELYESSENTIAL,FALSE
497,SP_1384,0.971,0.011,0.104,0.023,,21,0,21,0,,SP_1384,0.981,0.029,0.17,0.038,,20,0,20,0,,-0.009,39,0.211,0.83394,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
239,SP_1385,0.996,0.012,0.109,0.041,,7,0,7,0,,SP_1385,1.075,0.006,0.077,0.029,,7,0,7,0,,-0.079,12,1.568,0.1428,,hypothetical protein,UNKNOWN,VIVO,FALSE
1070,SP_1386,0.993,0.003,0.051,0.01,,28,0,28,0,,SP_1386,1.023,0.008,0.089,0.017,,28,0,28,0,,-0.03,54,1.541,0.1291,,"spermidine/putrescine ABC transporter, spermidine/putrescine-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
773,SP_1387,0.995,0.005,0.069,0.019,,13,0,13,0,,SP_1387,0.996,0.005,0.073,0.02,,13,0,13,0,,-0.001,24,0.041,0.96756,,"spermidine/putrescine ABC transporter, permease protein",TRANSPORT,NO-PHENOTYPE,FALSE
827,SP_1388,0.996,0.004,0.065,0.016,,16,0,16,0,,SP_1388,1.029,0.006,0.08,0.02,,16,0,16,0,,-0.033,30,1.267,0.21486,,"spermidine/putrescine ABC transporter, permease protein",TRANSPORT,NO-PHENOTYPE,FALSE
1157,SP_1389,1.062,0.062,0.249,0.176,,2,0,2,0,,SP_1389,1.132,0.008,0.09,0.064,,2,0,2,0,,-0.07,2,0.372,0.74559,,"spermidine/putrescine ABC transporter, ATP-binding protein",TRANSPORT,VIVO,FALSE
950,SP_1390,1.054,0,0.016,0.011,murB,2,0,2,0,,SP_1390,1.074,0.009,0.097,0.069,murB,2,0,2,0,,-0.019,2,0.277,0.8081,,UDP-N-acetylenolpyruvoylglucosamine reductase,CARBOHYDRATE METABOLISM,VIVO,FALSE
752,SP_1391,0.996,0.004,0.064,0.011,,37,0,37,0,,SP_1391,1.017,0.009,0.097,0.016,,36,0,36,0,,-0.021,71,1.084,0.28185,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
731,SP_1392,1.003,0.004,0.067,0.014,,22,0,22,0,,SP_1392,1.024,0.006,0.075,0.016,,22,0,22,0,,-0.021,42,0.967,0.33901,,alpha-acetolactate decarboxylase,VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
1271,SP_1393,1.005,0.004,0.062,0.008,,68,0,68,0,,SP_1393,1.043,0.008,0.09,0.011,,69,0,69,0,,-0.038,135,2.91,0.00422,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
815,SP_1394,0.988,0.005,0.067,0.016,,18,0,18,0,,SP_1394,0.991,0.008,0.089,0.02,,19,0,19,0,,-0.003,35,0.112,0.91123,,"amino acid ABC transporter, amino acid-binding protein",TRANSPORT,VIVO,FALSE
653,SP_1395,0.973,0.007,0.083,0.021,,16,0,16,0,,SP_1395,0.853,0.021,0.143,0.036,,16,0,16,0,,0.12,30,2.896,0.00699,,putative phosphate transport system regulatory protein PhoU,REGULATOR,VIVO,FALSE
758,SP_1396,0.96,0.008,0.089,0.016,,32,0,32,0,,SP_1396,0.931,0.007,0.085,0.015,,33,0,33,0,,0.029,63,1.335,0.18666,,"putative phosphate ABC transporter, ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
803,SP_1397,0.976,0.006,0.08,0.013,,36,0,36,0,,SP_1397,0.943,0.01,0.102,0.017,,36,0,36,0,,0.033,70,1.528,0.1309,,"putative phosphate ABC transporter, ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
884,SP_1398,0.954,0.004,0.062,0.013,,22,0,22,0,,SP_1398,0.876,0.006,0.076,0.016,,22,0,22,0,,0.078,42,3.726,0.00057,,"putative phosphate ABC transporter, permease protein",TRANSPORT,NO-PHENOTYPE,FALSE
917,SP_1399,0.949,0.008,0.087,0.022,,16,0,16,0,,SP_1399,0.891,0.014,0.118,0.03,,16,0,16,0,,0.058,30,1.577,0.12517,,"putative phosphate ABC transporter, permease protein",TRANSPORT,PHENOTYPED,FALSE
878,SP_1400,0.964,0.006,0.075,0.01,,59,0,59,0,,SP_1400,0.919,0.038,0.195,0.025,,60,1,59,0,,0.045,117,1.667,0.09822,,"putative phosphate ABC transporter, phosphate-binding protein",TRANSPORT,PHENOTYPED,FALSE
191,SP_1401,0.962,0.002,0.043,0.022,,4,0,4,0,,SP_1401,0.918,0.014,0.119,0.059,,4,0,4,0,,0.045,6,0.711,0.50363,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
1304,SP_1402,0.974,0.008,0.087,0.022,,16,0,16,0,,SP_1402,0.819,0.012,0.11,0.029,,14,0,14,0,,0.155,28,4.241,0.00022,,NOL1/NOP2/sun family protein,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
773,SP_1403,0.975,0.007,0.085,0.021,,17,0,17,0,,SP_1403,1.026,0.032,0.179,0.043,,17,0,17,0,,-0.051,32,1.059,0.29739,,inositol monophosphatase family protein,VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
278,SP_1404,0.961,0.001,0.029,0.02,,2,0,2,0,,SP_1404,0.884,0,0.001,0,,2,0,2,0,,0.077,2,3.808,0.06256,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
401,SP_1405,0.1,0.1,X,X,spxA,,,,,,SP_1405,0.1,0.1,X,X,spxA,,,,,,,,,,,transcriptional regulator,REGULATOR,ESSENTIAL,FALSE
773,SP_1407,0.995,0.009,0.094,0.021,,19,0,19,0,,SP_1407,0.861,0.035,0.188,0.043,,19,0,19,0,,0.134,36,2.777,0.00866,,"hydrolase, haloacid dehalogenase-like family",VARIOUS METABOLISM AND BIOSYNTHESIS,PHENOTYPED,FALSE
737,SP_1408,0.986,0.013,0.115,0.023,,25,0,25,0,,SP_1408,0.977,0.029,0.172,0.035,,24,0,24,0,,0.009,47,0.213,0.83239,,putative acyl-ACP thioesterase,CELL WALL METABOLISM,VIVO,FALSE
1130,SP_1409,0.979,0.008,0.087,0.017,,26,0,26,0,,SP_1409,0.971,0.007,0.081,0.016,,26,0,26,0,,0.008,50,0.361,0.71986,,putative oxygen-independent coproporphyrinogen III oxidase,VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
389,SP_1410,0.955,0.003,0.058,0.015,,16,0,16,0,,SP_1410,0.927,0.007,0.081,0.02,,16,0,16,0,,0.028,30,1.105,0.27806,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
383,SP_1411,0.59,0,0,0,,1,0,1,0,,SP_1411,0.791,0,0,0,,1,0,1,0,,,,,,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
938,SP_1413,0.1,0.1,X,X,,,,,,,SP_1413,0.1,0.1,X,X,,,,,,,,,,,,Hpr(Ser) kinase/phosphatase,VARIOUS,ESSENTIAL,FALSE
176,SP_1414,0.1,0.1,X,X,,,,,,,SP_1414,0.1,0.1,X,X,,,,,,,,,,,,ribosomal protein S21,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
701,SP_1415,0.994,0.005,0.074,0.016,,22,0,22,0,,SP_1415,1.02,0.007,0.086,0.018,,22,0,22,0,,-0.027,42,1.112,0.27247,,glucosamine-6-phosphate isomerase,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
1028,SP_1416,0.997,0.002,0.045,0.008,queA,31,0,31,0,,SP_1416,1.011,0.008,0.09,0.016,queA,31,0,31,0,,-0.014,60,0.782,0.43706,,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,TRANSCRIPTION AND TRANSLATION,NO-PHENOTYPE,FALSE
1233,SP_1417,1.004,0.009,0.096,0.012,,68,0,68,0,,SP_1417,1.005,0.021,0.145,0.018,,67,0,67,0,,-0.002,133,0.071,0.94333,,"pspC protein, degenerate",,NO-PHENOTYPE,FALSE
1346,SP_1418,0.1,0.1,X,X,,,,,,,SP_1418,0.1,0.1,X,X,,,,,,,,,,,,"IS1380-Spn1, transposase",,REMOVE,FALSE
551,SP_1419,0.993,0.002,0.044,0.013,,12,0,12,0,,SP_1419,1.046,0.007,0.086,0.025,,12,0,12,0,,-0.053,22,1.905,0.06998,,"acetyltransferase, GNAT family",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
824,SP_1420,0.1,0.1,X,X,nadE,,,,,,SP_1420,0.1,0.1,X,X,nadE,,,,,,,,,,,NH(3)-dependent NAD(+) synthetase,VARIOUS METABOLISM AND BIOSYNTHESIS,ESSENTIAL,FALSE
1460,SP_1421,0.1,0.1,X,X,,,,,,,SP_1421,0.1,0.1,X,X,,,,,,,,,,,,nicotinate phosphoribosyltransferase,VARIOUS METABOLISM AND BIOSYNTHESIS,PHENOTYPED,FALSE
488,SP_1422,0.98,0.004,0.061,0.01,,41,0,41,0,,SP_1422,1.008,0.006,0.076,0.012,,41,0,41,0,,-0.027,80,1.804,0.07499,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
239,SP_1423,1.003,0.004,0.067,0.024,,8,0,8,0,,SP_1423,1.001,0.008,0.089,0.031,,8,0,8,0,,0.002,14,0.049,0.96149,,putative transcriptional repressor,REGULATOR,NO-PHENOTYPE,FALSE
401,SP_1424,0.966,0.008,0.091,0.012,,59,0,59,0,,SP_1424,1.071,0.009,0.095,0.012,,58,0,58,0,,-0.105,115,6.114,0,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
134,SP_1425,0.966,0.001,0.024,0.012,,4,0,4,0,,SP_1425,1.019,0.001,0.024,0.012,,4,0,4,0,,-0.053,6,3.158,0.01962,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
734,SP_1426,1.013,0.007,0.081,0.014,,32,0,32,0,,SP_1426,1.043,0.01,0.102,0.018,,32,0,32,0,,-0.03,62,1.301,0.19811,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
725,SP_1427,1.017,0.009,0.095,0.034,,8,0,8,0,,SP_1427,1,0.006,0.075,0.031,,6,0,6,0,,0.017,12,0.375,0.714,,"peptidase, U32 family",UNKNOWN,NO-PHENOTYPE,FALSE
311,SP_1428,1.001,0.004,0.064,0.012,,27,0,27,0,,SP_1428,1.008,0.005,0.074,0.015,,26,0,26,0,,-0.007,51,0.381,0.70449,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1286,SP_1429,0.999,0.006,0.077,0.015,,25,0,25,0,,SP_1429,0.966,0.015,0.122,0.024,,25,0,25,0,,0.033,48,1.141,0.25949,,"peptidase, U32 family",UNKNOWN,PHENOTYPED,FALSE
557,SP_1430,1.001,0.005,0.07,0.009,,59,0,59,0,,SP_1430,1.03,0.005,0.07,0.009,,59,0,59,0,,-0.029,116,2.26,0.02566,,"putative type II restriction endonuclease, authentic point mutation",,Blanc Out,FALSE
1190,SP_1431,0.977,0.004,0.065,0.008,,72,0,72,0,,SP_1431,1.028,0.009,0.094,0.011,,72,0,72,0,,-0.051,142,3.774,0.00024,,putative type II DNA modification methyltransferase,VARIOUS,PHENOTYPED,FALSE
146,SP_1432,0.967,0.002,0.042,0.029,,2,0,2,0,,SP_1432,1.001,0.005,0.071,0.05,,2,0,2,0,,-0.035,2,0.594,0.6127,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
992,SP_1433,1.005,0.006,0.079,0.008,,105,0,105,0,,SP_1433,1.025,0.007,0.086,0.008,,106,0,106,0,,-0.021,209,1.834,0.06814,,"transcriptional regulator, AraC family",REGULATOR,VIVO,FALSE
1760,SP_1434,1,0.007,0.081,0.007,,149,0,149,0,,SP_1434,1.011,0.012,0.111,0.009,,148,0,148,0,,-0.011,295,0.962,0.33708,,"ABC transporter, permease/ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
1745,SP_1435,1.004,0.007,0.086,0.007,,137,0,137,0,,SP_1435,1.033,0.007,0.086,0.007,,135,0,135,0,,-0.028,270,2.714,0.00707,,"ABC transporter, ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
629,SP_1436,0.996,0.005,0.073,0.008,,85,0,85,0,,SP_1436,1.018,0.008,0.088,0.009,,86,0,86,0,,-0.022,169,1.762,0.07993,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
