Length,Gene,mean-19F-Gluc,var-19F-Gluc,sd-19F-Gluc,se-19F-Gluc,gene,Total-19F-Gluc,Blank-19F-Gluc,Not Blank-19F-Gluc,Blank Removed-19F-Gluc,M,locus-19F,mean.19F.Vanc,var-19F-Vanc,sd-19F-Vanc,se-19F-Vanc,Total-19F-Vanc,Blank-19F-Vanc,Not Blank-19F-Vanc,Blank Removed-19F-Vanc,Value,Df,TDIST,p-value,Significance,Common Name ,Sig
195,SPT_1109,1.025,0.007,0.082,0.016,,28,0,28,0,M,SPT_1109,1.00559035,0.013529007,0.116314259,0.028210352,17,0,17,0,0.02,43,0.608,0.54642,,transposase,FALSE
1230,SPT_1110,,,,,,,,,,,SPT_1110,,,,,,,,,,,,,,"cell division protein FtsW, putative",FALSE
2697,SPT_1111,0.803,0.015,0.121,0.008,ppc,257,2,255,0,,SPT_1111,0.699238827,0.022782885,0.150940005,0.011786434,164,1,163,0,0.104,419,7.407,0,,phosphoenolpyruvate carboxylase,FALSE
1005,SPT_1112,1.018,0.008,0.088,0.009,,90,0,90,0,,SPT_1112,0.990825987,0.00779138,0.088268793,0.011491618,59,0,59,0,0.027,147,1.854,0.06568,,ABC transporter substrate binding protein,FALSE
867,SPT_1113,1.02,0.004,0.063,0.007,,80,0,80,0,,SPT_1113,0.998639665,0.010633326,0.103118018,0.01458309,50,0,50,0,0.022,128,1.333,0.18501,,ABC-type transporter,FALSE
759,SPT_1114,1.001,0.007,0.086,0.009,,84,0,84,0,,SPT_1114,0.979227782,0.010904341,0.104423854,0.014210287,54,0,54,0,0.022,136,1.294,0.19782,,"ABC transporter, ATP-binding protein",FALSE
1761,SPT_1115,,,,,dnaG,,,,,,SPT_1115,,,,,,,,,,,,,,DNA primase,FALSE
1110,SPT_1116,,,,,,,,,,,SPT_1116,,,,,,,,,,,,,,RNA polymerase sigma factor RpoD (Sigma-A) (Sigma-43),FALSE
330,SPT_1117,1.044,0,0,0,,1,0,1,0,,SPT_1117,,,,,,,,,,,,,,N-6 Adenine-specific DNA methylase YitW,FALSE
1326,SPT_1119,,,,,,,,,,,SPT_1119,0.930364843,1.23E-32,1.11E-16,1.11E-16,1,0,1,0,,,,,,"glycosyl transferase, group 1",FALSE
177,SPT_1120,0.971,0.007,0.087,0.026,,11,0,11,0,,SPT_1120,1.100599026,0.019101015,0.138206421,0.052237117,7,0,7,0,-0.13,16,2.219,0.04133,,hypothetical protein,FALSE
135,SPT_1121,0.976,0.004,0.059,0.02,,9,0,9,0,,SPT_1121,1.108671632,0.029112319,0.170623325,0.069656681,6,0,6,0,-0.133,13,1.835,0.08954,,hypothetical protein,FALSE
1305,SPT_1122,0.868,0.005,0.07,0.049,obgE,2,0,2,0,,SPT_1122,0.79725777,1.23E-32,1.11E-16,1.11E-16,1,0,1,0,0.071,1,1.432,0.38814,,Spo0B-associated GTP-binding protein,FALSE
159,SPT_1123,1.004,0.006,0.074,0.023,,10,0,10,0,,SPT_1123,0.917297592,0.005891828,0.076758245,0.031336422,6,0,6,0,0.086,14,2.201,0.045,,hypothetical protein,FALSE
,SPT_1124,,,,,,,,,,,SPT_1124,,,,,,,,,,,,,,,FALSE
,SPT_1125,,,,,,,,,,,SPT_1125,,,,,,,,,,,,,,,FALSE
,SPT_1126,,,,,,,,,,,SPT_1126,,,,,,,,,,,,,,,FALSE
1260,SPT_1127,0.984,0,0.005,0.004,,2,0,2,0,,SPT_1127,0.932179469,0,0,0,1,0,1,0,0.052,1,14.757,0.04307,,UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2 (Enoylpyruvate transferase 2) (UDP-N-acetylglucosamine enolpyruvyltransferase 2) (EPT 2),FALSE
552,SPT_1128,0.937,0.031,0.176,0.031,,32,1,31,0,,SPT_1128,0.568953096,0.166702033,0.408291603,0.096235254,18,6,12,0,0.368,48,3.636,0.00067,,"acetyltransferase, gnat family protein",FALSE
1278,SPT_1129,0.988,0.014,0.12,0.012,,99,0,99,0,,SPT_1129,0.965983745,0.13735582,0.370615461,0.04784625,60,6,54,0,0.022,157,0.454,0.65075,,cytosolic protein containing multiple CBS domains,FALSE
861,SPT_1130,,,,,map,,,,,,SPT_1130,,,,,,,,,,,,,,"methionine aminopeptidase, type I",FALSE
681,SPT_1131,1.036,0.004,0.062,0.01,,40,0,40,0,,SPT_1131,0.995466262,0.009107456,0.095432995,0.018366088,27,0,27,0,0.041,65,1.96,0.05433,,IS1381 transposase protein A,FALSE
390,SPT_1132,,,,,,,,,M,,SPT_1132,,,,,,,,M,,,,,,transposase (IS4 family),FALSE
2292,SPT_1133,0.994,0.005,0.069,0.014,pcrA,24,0,24,0,,SPT_1133,0.990103598,0.009705956,0.09851881,0.023894321,17,0,17,0,0.004,39,0.142,0.88779,,ATP-dependent DNA helicase PcrA,FALSE
690,SPT_1134,0.993,0.007,0.084,0.014,,37,0,37,0,,SPT_1134,0.938997613,0.015981557,0.126418184,0.023890791,28,0,28,0,0.054,63,1.948,0.05583,,"glutamine amidotransferase, class I",FALSE
681,SPT_1135,1.017,0.008,0.088,0.011,radC,61,0,61,0,,SPT_1135,0.984696782,0.010002742,0.100013707,0.01543245,42,0,42,0,0.033,101,1.711,0.09012,,DNA repair protein RadC,FALSE
642,SPT_1136,0.99,0.007,0.086,0.016,,31,0,31,0,,SPT_1136,0.944874566,0.028322836,0.168293899,0.038609268,19,1,18,0,0.045,48,1.078,0.28623,,redox-sensing transcriptional repressor Rex,FALSE
144,SPT_1137,1.032,0.006,0.076,0.025,,9,0,9,0,,SPT_1137,1.001837019,0.017966445,0.134038969,0.05472118,6,0,6,0,0.03,13,0.492,0.63068,,hypothetical protein,FALSE
348,SPT_1138,1.018,0.007,0.086,0.019,,21,0,21,0,,SPT_1138,1.055474749,0.009490948,0.097421498,0.029373687,11,0,11,0,-0.038,30,1.085,0.2866,,hypothetical protein,FALSE
1116,SPT_1139,1.014,0.014,0.119,0.069,,3,0,3,0,,SPT_1139,1.033540952,0,0,0,1,0,1,0,-0.02,2,0.289,0.7996,,"aminotransferase, class-V",FALSE
960,SPT_1140,1.046,0.007,0.086,0.01,,71,0,71,0,,SPT_1140,1.098436418,0.014466793,0.120277981,0.01834222,43,0,43,0,-0.052,112,2.481,0.01459,,ribose-Phosphate pyrophosphokinase (rppk) (phosphoribosylpyrophosphate synthetase) (p-rib-pp synthetase) (prpp synthetase),FALSE
570,SPT_1141,1.02,0.005,0.067,0.012,,34,0,34,0,,SPT_1141,1.027564546,0.007284755,0.085350777,0.018625067,21,0,21,0,-0.008,53,0.357,0.72239,,adenylate cyclase,FALSE
672,SPT_1142,1.007,0.006,0.075,0.01,,54,0,54,0,,SPT_1142,0.920791177,0.014962559,0.122321538,0.020109537,37,0,37,0,0.087,89,3.834,0.00023,,GTP pyrophosphokinase,FALSE
819,SPT_1143,,,,,ppnK,,,,,,SPT_1143,,,,,,,,,,,,,,inorganic polyphosphate/ATP-NAD kinase,FALSE
897,SPT_1144,0.972,0.023,0.153,0.018,,71,1,70,0,,SPT_1144,0.892370265,0.073132103,0.270429479,0.037146346,53,6,47,0,0.079,122,1.916,0.05766,,"ribosomal large subunit pseudouridine synthase, RluD subfamily",FALSE
975,SPT_1145,0.927,0.016,0.128,0.021,eutD,37,0,37,0,,SPT_1145,0.787193069,0.072426521,0.269121759,0.057376952,22,0,22,0,0.14,57,2.289,0.02583,,phosphate acetyltransferase,FALSE
1770,SPT_1148,1.082,0.007,0.084,0.06,,2,0,2,0,,SPT_1148,0.768083293,0,0,0,1,0,1,0,0.314,1,5.271,0.11935,,pseudo,FALSE
300,SPT_1149,1.116,0.004,0.066,0.025,,7,0,7,0,,SPT_1149,1.030589491,0.02893171,0.170093238,0.085046619,4,0,4,0,0.085,9,0.964,0.36018,,hypothetical protein,FALSE
699,SPT_1150,1.003,0.007,0.085,0.01,,71,0,71,0,,SPT_1150,1.006645481,0.017929931,0.133902692,0.020912087,41,0,41,0,-0.004,110,0.162,0.87165,,hypothetical protein,FALSE
315,SPT_1151,,,,,rplU,,,,,,SPT_1151,,,,,,,,,,,,,,ribosomal protein L21,FALSE
345,SPT_1152,0.95,0.011,0.106,0.038,,8,0,8,0,,SPT_1152,1.013799487,0.002571874,0.050713644,0.019167956,7,0,7,0,-0.064,13,1.52,0.15243,,hypothetical protein,FALSE
294,SPT_1153,,,,,rpmA,,,,,,SPT_1153,,,,,,,,,,,,,,ribosomal protein L27,FALSE
171,SPT_1154,1.022,0.007,0.083,0.023,,13,0,13,0,,SPT_1154,1.040816627,0.008733285,0.093452049,0.031150683,9,0,9,0,-0.018,20,0.474,0.64039,,hypothetical protein,FALSE
129,SPT_1155,,,,,,,,,,,SPT_1155,,,,,,,,,,,,,,hypothetical protein,FALSE
918,SPT_1156,,,,,ribF,,,,,,SPT_1156,,,,,,,,,,,,,,riboflavin biosynthesis protein RibF,FALSE
849,SPT_1157,1.023,0.007,0.083,0.008,,120,0,120,0,,SPT_1157,0.989002893,0.010417028,0.102063843,0.012028339,72,0,72,0,0.034,190,2.416,0.01665,,hypothetical protein,FALSE
840,SPT_1158,1.035,0.013,0.113,0.011,,107,1,106,0,,SPT_1158,1.196709188,0.025626384,0.16008243,0.019557182,67,1,66,0,-0.162,172,7.227,0,,degV family protein,FALSE
276,SPT_1159,,,,,,,,,,,SPT_1159,,,,,,,,,,,,,,DNA-binding protein HU,FALSE
1902,SPT_1160,1.018,0.007,0.081,0.007,,141,0,141,0,,SPT_1160,0.947591979,0.019506386,0.139665264,0.016020705,76,0,76,0,0.07,215,4.038,0.00007,,ATPase component of ABC transporter with duplicated ATPase domains,FALSE
864,SPT_1161,1.028,0.012,0.111,0.011,,101,0,101,0,,SPT_1161,0.962576499,0.030999285,0.176066139,0.021672244,66,0,66,0,0.065,165,2.685,0.00799,,"transcriptional regulator MutR, putative",FALSE
1179,SPT_1162,1.037,0.008,0.089,0.007,,145,0,145,0,,SPT_1162,1.002049646,0.017392746,0.13188156,0.013901537,90,1,89,0,0.035,233,2.204,0.02847,,"transporter, putative",FALSE
1959,SPT_1163,,,,,ligA,,,,,,SPT_1163,,,,,,,,,,,,,,NAD-dependent DNA ligase LigA,FALSE
2280,SPT_1164,1.007,0.006,0.077,0.005,pulA,266,0,266,0,,SPT_1164,0.921811304,0.014642507,0.121006227,0.009391905,166,0,166,0,0.085,430,8.067,0,,"pullulanase, type I",FALSE
1425,SPT_1165,1.037,0.008,0.09,0.009,,109,0,109,0,,SPT_1165,0.994331381,0.016807464,0.129643604,0.015495374,70,1,69,0,0.043,177,2.43,0.01609,,NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,FALSE
1929,SPT_1166,1.034,0.008,0.092,0.006,glgB,258,0,258,0,,SPT_1166,1.022849448,0.01291764,0.113655796,0.009188527,153,0,153,0,0.011,409,1.008,0.31403,,glycogen branching enzyme,FALSE
1143,SPT_1167,1.034,0.006,0.079,0.008,glgC,108,0,108,0,,SPT_1167,1.033931195,0.008279253,0.090990403,0.0113738,64,0,64,0,0,170,0.02,0.98437,,glucose-1-phosphate adenylyltransferase,FALSE
1140,SPT_1168,1.051,0.009,0.096,0.007,glgD,206,0,206,0,,SPT_1168,1.031264629,0.014321246,0.11967141,0.010416059,132,0,132,0,0.02,336,1.586,0.11378,,"glucose-1-phosphate adenylyltransferase, GlgD subunit",FALSE
1434,SPT_1169,1.052,0.009,0.095,0.008,glgA,126,0,126,0,,SPT_1169,1.002995178,0.013372666,0.115640243,0.012542945,85,0,85,0,0.049,209,3.246,0.00136,,glycogen synthase,FALSE
484,SPT_1170,1.05,0.008,0.089,0.015,,36,0,36,0,,SPT_1170,1.034719207,0.010226068,0.101124021,0.022067071,21,0,21,0,0.015,55,0.56,0.57771,,pseudo,FALSE
447,SPT_1171,1.039,0.005,0.071,0.009,,57,0,57,0,,SPT_1171,1.054557944,0.008992347,0.094827986,0.01518463,39,0,39,0,-0.016,94,0.889,0.37652,,hypothetical protein,FALSE
1116,SPT_1172,1.026,0.008,0.09,0.01,,86,1,85,0,,SPT_1172,1.022655282,0.01804989,0.13434988,0.018282703,54,1,53,0,0.003,138,0.153,0.87846,,glycerate kinase,FALSE
1305,SPT_1173,0.886,0,0,0,eno,1,0,1,0,,SPT_1173,0.945920945,0.014913144,0.122119383,0.086351444,2,0,2,0,-0.06,1,0.695,0.6134,,phosphopyruvate hydratase,FALSE
1630,SPT_1175,0.957,0.004,0.062,0.025,,6,0,6,0,,SPT_1175,0.895162271,0.009538876,0.097667172,0.056388168,3,0,3,0,0.062,7,1,0.35069,,pseudo,FALSE
252,SPT_1176,1.065,0.001,0.026,0.012,,5,0,5,0,M,SPT_1176,1.043487752,0.001195269,0.034572657,0.017286329,4,0,4,0,0.022,7,1.041,0.33233,,"IS630-Spn1, transposase Orf2",FALSE
330,SPT_1177,,,,,,,,,M,,SPT_1177,,,,,,,,M,,,,,,transposase,FALSE
3300,SPT_1178,,,,,rexB,,,,,,SPT_1178,,,,,,,,,,,,,,exonuclease RexB,FALSE
3651,SPT_1179,0.849,0.104,0.323,0.162,addA,4,1,3,0,,SPT_1179,1.028154609,0.000124109,0.011140402,0.007877454,2,0,2,0,-0.179,4,1.109,0.32955,,recombination helicase AddA,FALSE
1179,SPT_1180,1.018,0.009,0.097,0.016,,37,0,37,0,,SPT_1180,1.024916027,0.014613205,0.120885089,0.022447798,29,0,29,0,-0.007,64,0.26,0.796,,hypothetical protein,FALSE
6015,SPT_1181,1.027,0.009,0.093,0.003,,774,2,772,0,,SPT_1181,1.0173562,0.013118822,0.114537425,0.005222457,481,0,481,0,0.009,1253,1.5,0.13375,,immunoglobulin A1 protease,FALSE
852,SPT_1182,,,,,rbgA,,,,,,SPT_1182,,,,,,,,,,,,,,ribosomal biogenesis GTPase,FALSE
780,SPT_1183,1.031,0.005,0.073,0.009,rnhB,71,0,71,0,,SPT_1183,0.985004717,0.012083895,0.109926769,0.016207818,46,0,46,0,0.046,115,2.516,0.01327,,ribonuclease HII (RNase HII),FALSE
1551,SPT_1184,1.015,0.008,0.091,0.007,,175,0,175,0,,SPT_1184,0.985090722,0.014786825,0.121601089,0.011647272,109,0,109,0,0.029,282,2.177,0.03028,,voltage-gated chloride channel family protein,FALSE
1071,SPT_1185,,,,,xerS,,,,,,SPT_1185,,,,,,,,,,,,,,site-specific tyrosine recombinase XerS,FALSE
990,SPT_1186,1.003,0.007,0.083,0.009,,82,0,82,0,,SPT_1186,1.014583906,0.013252622,0.115120032,0.016120029,51,0,51,0,-0.011,131,0.61,0.54324,,lipoate protein ligase A,FALSE
1686,SPT_1187,1.027,0.007,0.082,0.007,lpdA,135,0,135,0,,SPT_1187,1.023746808,0.016338434,0.127821884,0.013625859,88,0,88,0,0.003,221,0.214,0.83046,,"acetoin dehydrogenase complex, E3 component, dihydrolipoamide dehydrogenase, putative",FALSE
1044,SPT_1188,1.021,0.005,0.071,0.007,,107,0,107,0,,SPT_1188,1.020889166,0.007717692,0.087850393,0.010575945,69,0,69,0,0,174,0.038,0.96936,,dihydrolipoamide acetyltransferase,FALSE
993,SPT_1189,1.034,0.009,0.097,0.01,,93,0,93,0,,SPT_1189,1.025283769,0.017157007,0.130984758,0.017349355,57,0,57,0,0.008,148,0.422,0.67349,,"acetoin dehydrogenase, E1 component, beta subunit, putative",FALSE
969,SPT_1190,1.007,0.008,0.09,0.01,,77,0,77,0,,SPT_1190,0.986718575,0.015003923,0.122490502,0.016986376,52,0,52,0,0.02,127,1.005,0.31683,,"acetoin dehydrogenase, E1 component, alpha subunit, putative",FALSE
1362,SPT_1191,0.977,0.009,0.093,0.007,,169,0,169,0,,SPT_1191,0.964496393,0.016994411,0.130362613,0.012661936,106,0,106,0,0.013,273,0.867,0.38648,,mate efflux family protein,FALSE
1269,SPT_1192,0.74,0.013,0.113,0.013,pyrC,81,0,81,0,,SPT_1192,0.757147879,0.041335386,0.203311057,0.026247345,60,2,58,0,-0.017,139,0.584,0.5604,,dihydroorotase (DHOase),FALSE
465,SPT_1193,0.987,0.009,0.095,0.015,,40,0,40,0,,SPT_1193,0.98524713,0.037690796,0.194141176,0.039628902,24,0,24,0,0.002,62,0.037,0.97087,,mutator MutT protein,FALSE
654,SPT_1194,0.995,0.008,0.087,0.012,ung,54,0,54,0,,SPT_1194,0.960323848,0.013662,0.116884559,0.019757097,35,0,35,0,0.035,87,1.505,0.13593,,uracil-DNA glycosylase,FALSE
480,SPT_1195,1.031,0.008,0.087,0.008,,108,0,108,0,,SPT_1195,1.032396322,0.012390813,0.11131403,0.013400634,69,0,69,0,-0.002,175,0.107,0.91467,,hypothetical protein,FALSE
714,SPT_1196,1.019,0.007,0.084,0.011,,63,0,63,0,,SPT_1196,1.02787926,0.018757025,0.13695629,0.021388979,41,0,41,0,-0.008,102,0.355,0.72316,,HAD superfamily (subfamily IA) hydrolase,FALSE
381,SPT_1197,1.027,0.009,0.094,0.012,,62,0,62,0,,SPT_1197,1.002361704,0.013841795,0.117651158,0.018839263,39,0,39,0,0.025,99,1.117,0.26684,,"dihydroxyacetone kinase, phosphotransfer subunit",FALSE
2481,SPT_1198,1.032,0.008,0.09,0.008,,125,0,125,0,,SPT_1198,1.04323769,0.009991896,0.099959473,0.011780337,72,0,72,0,-0.011,195,0.79,0.43049,,pneumococcal histidine triad protein B,FALSE
918,SPT_1199,1.025,0.006,0.077,0.008,,94,0,94,0,,SPT_1199,1.021814591,0.008295366,0.091078901,0.012630371,52,0,52,0,0.003,144,0.232,0.81687,,adhesion lipoprotein,FALSE
1392,SPT_1200,1.029,0.005,0.074,0.005,,205,0,205,0,,SPT_1200,1.02991332,0.009983189,0.099915909,0.008972713,124,0,124,0,-0.001,327,0.059,0.95273,,amino acid permease family protein,FALSE
558,SPT_1201,1.047,0.005,0.073,0.012,,38,0,38,0,,SPT_1201,1.031418457,0.009166694,0.095742851,0.020412445,22,0,22,0,0.016,58,0.679,0.50002,,thioredoxin family protein,FALSE
708,SPT_1202,1.013,0.007,0.086,0.012,,55,0,55,0,,SPT_1202,1.073944914,0.01189859,0.10908066,0.018988506,33,0,33,0,-0.061,86,2.726,0.00776,,cytochrome c-type biogenesis protein CcdA,FALSE
417,SPT_1203,1.015,0.009,0.094,0.017,,29,0,29,0,,SPT_1203,1.059600965,0.01418404,0.119096768,0.028071377,18,0,18,0,-0.045,45,1.352,0.1831,,hypothetical protein,FALSE
201,SPT_1204,1.052,0.004,0.065,0.019,,12,0,12,0,,SPT_1204,1.022679634,0.004089735,0.063951034,0.024171219,7,0,7,0,0.029,17,0.959,0.35124,,hypothetical protein,FALSE
126,SPT_1205,1.232,0,0,0,,1,0,1,0,,SPT_1205,0.884811964,0,0,0,1,0,1,0,,,,,,hypothetical protein,FALSE
330,SPT_1206,,,,,,,,,M,,SPT_1206,,,,,,,,M,,,,,,transposase,FALSE
,SPT_1207,,,,,,,,,,,SPT_1207,,,,,,,,,,,,,,,FALSE
,SPT_1208,,,,,,,,,,,SPT_1208,,,,,,,,,,,,,,,FALSE
,SPT_1209,,,,,,,,,,,SPT_1209,,,,,,,,,,,,,,,FALSE
1764,SPT_1210,1.107,0.001,0.033,0.023,,2,0,2,0,,SPT_1210,1.20590995,0,0,0,1,0,1,0,-0.099,1,4.264,0.14666,,glycerophosphoryl diester phosphodiesterase family protein,FALSE
591,SPT_1211,1.012,0.007,0.084,0.014,,36,0,36,0,,SPT_1211,1.03781903,0.01028428,0.101411439,0.021620991,22,0,22,0,-0.026,56,0.994,0.32462,,DNA polymerase III subunit epsilon,FALSE
480,SPT_1212,0.898,0.03,0.174,0.087,,4,0,4,0,,SPT_1212,1.020749487,0.000958926,0.030966534,0.017878537,3,0,3,0,-0.122,5,1.38,0.22598,,hypothetical protein,FALSE
693,SPT_1213,0.879,0.048,0.22,0.078,mtnN,8,0,8,0,,SPT_1213,0.729192649,0.248287405,0.498284462,0.249142231,4,1,3,0,0.15,10,0.573,0.57927,,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,FALSE
315,SPT_1214,0.982,0.01,0.101,0.025,,16,0,16,0,,SPT_1214,0.662484526,0.028265634,0.168123865,0.059440762,8,0,8,0,0.319,22,4.945,0.00006,,hypothetical protein,FALSE
546,SPT_1215,0.928,0.008,0.091,0.016,,32,0,32,0,,SPT_1215,0.624317062,0.102166312,0.319634654,0.071472481,20,1,19,0,0.303,50,4.14,0.00013,,ADP-ribose pyrophosphatase,FALSE
1380,SPT_1216,0.961,0.014,0.119,0.053,glmU,5,0,5,0,,SPT_1216,0.751952896,0.118675937,0.344493741,0.198893554,3,1,2,0,0.209,6,1.017,0.34818,,UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase,FALSE
789,SPT_1217,1.029,0.007,0.086,0.008,,105,0,105,0,,SPT_1217,0.910334317,0.013273347,0.115210014,0.015259939,57,0,57,0,0.119,160,6.83,0,,lyzozyme M1,FALSE
453,SPT_1219,1.009,0.008,0.087,0.019,,22,0,22,0,,SPT_1219,0.847206365,0.067530227,0.259865786,0.069452053,14,0,14,0,0.162,34,2.25,0.03105,,"regulatory protein, putative",FALSE
621,SPT_1220,1.012,0.004,0.065,0.009,,52,0,52,0,,SPT_1220,0.883069584,0.045094298,0.21235418,0.038139937,31,1,30,0,0.129,81,3.288,0.00149,,phosphoglycerate mutase,FALSE
444,SPT_1221,1.046,0.01,0.102,0.019,,29,0,29,0,,SPT_1221,1.016537666,0.022726594,0.150753422,0.035532922,18,0,18,0,0.03,45,0.733,0.46765,,pseudo,FALSE
942,SPT_1222,0.971,0.009,0.097,0.01,prsA,98,0,98,0,,SPT_1222,0.910966958,0.015377553,0.124006261,0.015500783,64,0,64,0,0.06,160,3.291,0.00123,,foldase protein PrsA,FALSE
678,SPT_1223,1.024,0.006,0.076,0.009,,71,0,71,0,,SPT_1223,0.979806632,0.022891738,0.151300159,0.022554496,45,0,45,0,0.044,114,1.823,0.07089,,O-methyltransferase family protein,FALSE
1812,SPT_1224,1.012,0.006,0.077,0.005,pepF1,247,0,247,0,,SPT_1224,0.970618888,0.023829166,0.154366985,0.012399055,155,1,154,0,0.042,400,3.13,0.00188,,oligoendopeptidase F,FALSE
954,SPT_1225,0.994,0.013,0.112,0.011,,106,0,106,0,,SPT_1225,0.977511023,0.01904901,0.13801815,0.017119045,65,0,65,0,0.017,169,0.826,0.40986,,competence protein CoiA,FALSE
861,SPT_1226,0.985,0.011,0.107,0.014,tehB,55,0,55,0,,SPT_1226,0.935311929,0.025463748,0.159573646,0.027366654,34,0,34,0,0.05,87,1.605,0.11221,,tellurite resistance protein TehB,FALSE
468,SPT_1227,0.878,0.009,0.095,0.015,smpB,38,0,38,0,,SPT_1227,0.808483266,0.041867698,0.204615977,0.041767061,24,1,23,0,0.069,60,1.552,0.12596,,SsrA-binding protein,FALSE
2355,SPT_1228,0.87,0.027,0.163,0.014,rnr,134,3,131,0,,SPT_1228,0.634536785,0.051572167,0.227095062,0.024631918,85,2,83,0,0.235,217,8.293,0,,ribonuclease R,FALSE
234,SPT_1229,0.983,0.002,0.048,0.034,secG,2,0,2,0,,SPT_1229,0.810637256,0.003045741,0.05518823,0.039023972,2,0,2,0,0.173,2,3.325,0.07978,,"preprotein translocase, SecG subunit",FALSE
150,SPT_1230,1.055,0.008,0.088,0.02,rpmG,20,0,20,0,,SPT_1230,0.925380112,0.02283528,0.151113467,0.047786274,10,0,10,0,0.13,28,2.516,0.01787,,ribosomal protein L33,FALSE
1200,SPT_1231,1.008,0.006,0.08,0.007,,140,0,140,0,,SPT_1231,0.908271806,0.014209035,0.119201659,0.01270694,88,0,88,0,0.1,226,6.948,0,,multi-drug resistance efflux pump,FALSE
606,SPT_1232,0.979,0.012,0.111,0.039,coaE,8,0,8,0,,SPT_1232,0.845846978,0.009728691,0.098634124,0.044110521,5,0,5,0,0.133,11,2.26,0.04513,,dephospho-CoA kinase,FALSE
825,SPT_1233,1.028,0.007,0.082,0.011,mutM,54,0,54,0,,SPT_1233,0.986097465,0.018332093,0.13539606,0.022886111,35,1,34,0,0.042,87,1.644,0.10375,,formamidopyrimidine-DNA glycosylase,FALSE
900,SPT_1234,0.882,0.018,0.133,0.016,era,66,0,66,0,,SPT_1234,0.880128015,0.014784631,0.121592067,0.018542616,43,0,43,0,0.002,107,0.086,0.93156,,GTP-binding protein Era,FALSE
396,SPT_1235,0.854,0.008,0.092,0.02,,21,0,21,0,,SPT_1235,0.649980391,0.028052227,0.167487991,0.05582933,9,0,9,0,0.204,28,3.446,0.00181,,diacylglycerol kinase (dagk) (diglyceride kinase)(dgk),FALSE
498,SPT_1236,0.909,0.017,0.129,0.058,,5,0,5,0,,SPT_1236,0.582876126,0.000351885,0.018758602,0.010830284,3,0,3,0,0.326,6,5.554,0.00144,,putative metalloprotease,FALSE
1656,SPT_1237,0.979,0.008,0.09,0.008,,132,0,132,0,,SPT_1237,0.973633036,0.007082051,0.084154922,0.009293357,82,0,82,0,0.005,212,0.441,0.65931,,adherence and virulence protein A,FALSE
2109,SPT_1238,1.012,0.009,0.095,0.006,,277,0,277,0,,SPT_1238,0.985242744,0.013838189,0.117635831,0.008792515,179,0,179,0,0.027,454,2.578,0.01025,,endo-beta-N-acetylglucosaminidase,FALSE
939,SPT_1239,0.858,0.01,0.099,0.011,,75,0,75,0,,SPT_1239,0.829728602,0.021279809,0.145876007,0.021278202,47,0,47,0,0.029,120,1.188,0.23737,,"dihydroorotate dehydrogenase B, catalytic subunit (dihydroorotate oxidase b) (dhodehase b) (dhodase b) (dhod b)",FALSE
801,SPT_1240,0.903,0.007,0.084,0.01,,75,0,75,0,,SPT_1240,0.849162557,0.0175231,0.132374848,0.018720631,50,0,50,0,0.054,123,2.564,0.01155,,dihydroorotate dehydrogenase electron transfer subunit,FALSE
381,SPT_1241,1.046,0.007,0.086,0.012,,52,0,52,0,,SPT_1241,1.055705364,0.009127087,0.095535788,0.016888501,32,0,32,0,-0.01,82,0.464,0.64423,,lactoylglutathione lyase,FALSE
360,SPT_1242,1.07,0.003,0.052,0.021,rplT,6,0,6,0,,SPT_1242,0.909569499,0.004239546,0.065111796,0.037592313,3,0,3,0,0.161,7,3.732,0.00734,,ribosomal protein L20,FALSE
201,SPT_1243,0.95,0.015,0.122,0.037,rpmI,11,0,11,0,,SPT_1243,1.086671869,0.008071288,0.089840348,0.036677168,6,0,6,0,-0.136,15,2.622,0.01924,,ribosomal protein L35,FALSE
558,SPT_1244,0.904,0,0.019,0.013,infC,2,0,2,0,,SPT_1244,0.90486041,0,0,0,1,0,1,0,0,1,0.029,0.98157,,translation initiation factor IF-3,FALSE
1185,SPT_1245,1.037,0.005,0.074,0.006,,165,0,165,0,,SPT_1245,1.012841341,0.01479111,0.121618706,0.012101514,101,0,101,0,0.024,264,1.77,0.07783,,hypothetical protein,FALSE
588,SPT_1246,1.058,0.006,0.08,0.008,,94,0,94,0,,SPT_1246,1.039131864,0.008935086,0.094525584,0.012631513,56,0,56,0,0.019,148,1.265,0.20778,,"ABC transporter, ATP-binding protein",FALSE
2241,SPT_1247,1.034,0.008,0.091,0.006,,263,0,263,0,,SPT_1247,1.029936733,0.009634911,0.098157584,0.007641558,165,0,165,0,0.004,426,0.446,0.65589,,DNA internalization-related competence protein ComEC/Rec2,FALSE
651,SPT_1248,1.052,0.005,0.073,0.01,,54,0,54,0,,SPT_1248,1.013846912,0.007914878,0.0889656,0.015257475,34,0,34,0,0.038,86,2.072,0.0413,,competence protein CelA,FALSE
570,SPT_1249,1.014,0.006,0.077,0.009,,67,0,67,0,,SPT_1249,1.024011469,0.01071593,0.103517777,0.016367598,40,0,40,0,-0.01,105,0.515,0.60797,,"acetyltransferase, gnat family",FALSE
