Pos size,Gene,mean-2394-Gluc,var-2394-Gluc,sd-2394-Gluc,se-2394-Gluc,gene,Total-2394-Gluc,Blank-2394-Gluc,Not Blank-2394-Gluc,Blank Removed-2394-Gluc,M,locus-2394,mean.2394.Levo,var-2394-Levo,sd-2394-Levo,se-2394-Levo,gene,Total-2394-Levo,Blank-2394-Levo,Not Blank-2394-Levo,Blank Removed-2394-Levo,M,Value,Df,TDIST,p-value,Significance,Common Name,TIMS-CATEGORY,What to do/What they are,Sig
323,SP_1323,1.014,0.009,0.095,0.015,,38,0,38,0,,SP_1323,1.117,0.036,0.19,0.031,,37,0,37,0,,-0.103,73,2.971,0.00401,,hypothetical protein,UNKNOWN,VIVO,FALSE
890,SP_1324,1.002,0.009,0.095,0.01,,87,0,87,0,,SP_1324,1.014,0.016,0.127,0.014,,87,0,87,0,,-0.011,172,0.66,0.51039,,putative regulatory protein,REGULATOR,PHENOTYPED,FALSE
1139,SP_1325,1,0.006,0.079,0.008,,88,0,88,0,,SP_1325,0.977,0.01,0.101,0.011,,88,0,88,0,,0.023,174,1.694,0.09206,,"oxidoreductase, Gfo/Idh/MocA family",UNKNOWN,PHENOTYPED,FALSE
2222,SP_1326,0.99,0.004,0.067,0.005,,211,0,211,0,,SP_1326,0.996,0.01,0.098,0.007,,210,0,210,0,,-0.006,419,0.751,0.45307,,neuraminidase,VARIOUS,PHENOTYPED,FALSE
458,SP_1327,1.002,0.003,0.057,0.012,,22,0,22,0,,SP_1327,0.958,0.002,0.045,0.01,,22,0,22,0,,0.044,42,2.864,0.0065,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
1541,SP_1328,1.003,0.006,0.076,0.007,,113,0,113,0,,SP_1328,1.019,0.032,0.178,0.017,,116,0,116,0,,-0.016,227,0.891,0.37374,,sodium:solute symporter family protein,TRANSPORT,PHENOTYPED,FALSE
917,SP_1329,1.013,0.006,0.077,0.008,,92,0,92,0,,SP_1329,0.968,0.008,0.089,0.009,,91,0,91,0,,0.046,181,3.71,0.00028,,N-acetylneuraminate lyase,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
701,SP_1330,0.989,0.008,0.088,0.009,,88,0,88,0,,SP_1330,1.004,0.02,0.143,0.015,,87,0,87,0,,-0.015,173,0.847,0.39803,,putative N-acetylmannosamine-6-P epimerase,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
809,SP_1331,0.997,0.009,0.094,0.011,,76,0,76,0,,SP_1331,0.989,0.005,0.07,0.008,,74,0,74,0,,0.007,148,0.546,0.5856,,putative phosphosugar-binding transcriptional regulator,REGULATOR,PHENOTYPED,FALSE
587,SP_1332,1.006,0.012,0.108,0.027,,16,0,16,0,,SP_1332,1.138,0.023,0.153,0.037,,17,0,17,0,,-0.132,31,2.878,0.00718,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
233,SP_1333,0.1,0.1,X,X,,,,,,,SP_1333,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
380,SP_1334,0.1,0.1,X,X,,,,,,,SP_1334,0.1,0.1,X,X,,,,,,,,,,,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
188,SP_1335,1.01,0.015,0.124,0.044,,8,0,8,0,,SP_1335,1.102,0.016,0.126,0.044,,8,0,8,0,,-0.092,14,1.479,0.16122,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
1223,SP_1336,0.995,0.004,0.064,0.011,,33,0,33,0,,SP_1336,0.983,0.011,0.104,0.018,,33,0,33,0,,0.012,64,0.555,0.58111,,type II DNA modification methyltransferase Spn5252IP,AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
1346,SP_1337,0.1,0.1,X,X,,,,,,,SP_1337,0.1,0.1,X,X,,,,,,,,,,,,"IS1380-Spn1, transposase",,REMOVE,FALSE
179,SP_1338,0.997,0.004,0.061,0.018,,11,0,11,0,,SP_1338,1.031,0.024,0.154,0.046,,11,0,11,0,,-0.035,20,0.692,0.49684,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
137,SP_1339,0.1,0.1,X,X,,,,,,,SP_1339,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1319,SP_1340,1.003,0.005,0.071,0.007,,111,0,111,0,,SP_1340,1.017,0.009,0.094,0.009,,111,0,111,0,,-0.015,220,1.312,0.19091,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
740,SP_1341,1.006,0.006,0.08,0.011,,56,0,56,0,,SP_1341,0.995,0.01,0.1,0.013,,56,0,56,0,,0.011,110,0.625,0.5332,,"ABC transporter, ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
1607,SP_1342,0.988,0.005,0.074,0.007,,125,0,125,0,,SP_1342,0.998,0.009,0.094,0.008,,125,0,125,0,,-0.011,248,0.991,0.32242,,"drug efflux ABC transporter, permease/ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
1940,SP_1343,0.991,0.006,0.074,0.006,,155,0,155,0,,SP_1343,1.013,0.015,0.124,0.01,,151,0,151,0,,-0.022,304,1.864,0.06325,,prolyl oligopeptidase family protein,UNKNOWN,PHENOTYPED,FALSE
2609,SP_1344,0.994,0.006,0.079,0.005,,237,0,237,0,,SP_1344,1.016,0.017,0.13,0.008,,238,0,238,0,,-0.022,473,2.195,0.02862,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
110,SP_1345,0.1,0.1,X,X,,,,,,,SP_1345,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
587,SP_1346,1.002,0.004,0.059,0.013,,21,0,21,0,,SP_1346,1.035,0.011,0.106,0.023,,21,0,21,0,,-0.033,40,1.254,0.21704,,putative membrane protein,UNKNOWN,NO-PHENOTYPE,FALSE
143,SP_1347,0.1,0.1,X,X,,,,,,,SP_1347,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
380,SP_1348,0.1,0.1,X,X,,,,,,,SP_1348,0.1,0.1,X,X,,,,,,,,,,,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
278,SP_1349,0.1,0.1,X,X,,,,,,,SP_1349,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
254,SP_1350,0.957,0.001,0.026,0.013,,4,0,4,0,,SP_1350,0.941,0.001,0.026,0.013,,4,0,4,0,,0.015,6,0.845,0.43038,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
107,SP_1351,1.046,0.002,0.041,0.021,,4,0,4,0,,SP_1351,0.967,0.004,0.066,0.033,,4,0,4,0,,0.079,6,2.03,0.08864,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1346,SP_1352,0.1,0.1,X,X,,,,,,,SP_1352,0.1,0.1,X,X,,,,,,,,,,,,"IS1380-Spn1, transposase",,REMOVE,FALSE
107,SP_1353,0.1,0.1,X,X,,,,,,,SP_1353,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
368,SP_1354,0.1,0.1,X,X,rplL,,,,,,SP_1354,0.1,0.1,X,X,rplL,,,,,,,,,,,ribosomal protein L7/L12,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
500,SP_1355,0.1,0.1,X,X,rplJ,,,,,,SP_1355,0.1,0.1,X,X,rplJ,,,,,,,,,,,ribosomal protein L10,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
1259,SP_1356,1.01,0.003,0.051,0.011,,23,0,23,0,,SP_1356,0.987,0.014,0.117,0.024,,24,0,24,0,,0.023,45,0.881,0.38293,,amidohydrolase family protein,VARIOUS METABOLISM AND BIOSYNTHESIS,PHENOTYPED,FALSE
1790,SP_1357,0.97,0.005,0.073,0.01,,49,0,49,0,,SP_1357,1.049,0.016,0.128,0.018,,48,0,48,0,,-0.079,95,3.725,0.00033,,"ABC transporter, permease/ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
1724,SP_1358,0.984,0.005,0.071,0.01,,47,0,47,0,,SP_1358,0.954,0.006,0.077,0.011,,48,0,48,0,,0.03,93,1.989,0.04962,,"ABC transporter, permease/ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
938,SP_1359,0.974,0.004,0.063,0.011,,34,0,34,0,,SP_1359,0.949,0.003,0.058,0.01,,34,0,34,0,,0.025,66,1.669,0.09977,,peptide methionine sulfoxide reductase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
869,SP_1360,0.822,0.045,0.212,0.059,,13,1,12,0,,SP_1360,0.94,0.005,0.069,0.019,,13,0,13,0,,-0.118,24,1.908,0.06843,,homoserine kinase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
1286,SP_1361,0.826,0.014,0.12,0.033,,13,0,13,0,,SP_1361,0.866,0.016,0.128,0.034,,14,0,14,0,,-0.04,25,0.833,0.41255,,homoserine dehydrogenase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
737,SP_1362,0.872,0.006,0.079,0.022,,13,0,13,0,,SP_1362,0.796,0.057,0.238,0.072,,11,0,11,0,,0.075,22,1.005,0.32587,,putative transcriptional regulator MecA,REGULATOR,NO-PHENOTYPE,FALSE
1034,SP_1363,0.796,0.057,0.238,0.097,,6,1,5,0,,SP_1363,0.63,0.046,0.214,0.087,,6,1,5,0,,0.165,10,1.267,0.2339,,conserved domain protein,UNKNOWN,LIKELYESSENTIAL,FALSE
1433,SP_1364,1.15,0.018,0.134,0.095,,2,0,2,0,,SP_1364,1.031,0.001,0.035,0.024,,2,0,2,0,,0.119,2,1.215,0.3484,,hypothetical protein,UNKNOWN,LIKELYESSENTIAL,FALSE
986,SP_1365,1.027,0.004,0.063,0.044,,2,0,2,0,,SP_1365,0.881,0.006,0.079,0.056,,2,0,2,0,,0.146,2,2.049,0.17703,,"glycosyl transferase, family 2",UNKNOWN,ESSENTIAL,FALSE
1103,SP_1366,0.1,0.1,X,X,,,,,,,SP_1366,0.1,0.1,X,X,,,,,,,,,,,,"glycosyl transferase, group 1",UNKNOWN,LIKELYESSENTIAL,FALSE
845,SP_1367,0.991,0,0.004,0.003,,2,0,2,0,,SP_1367,1.279,0.001,0.034,0.024,,2,0,2,0,,-0.288,2,11.842,0.00706,,licD3 protein,UNKNOWN,LIKELYESSENTIAL,FALSE
1274,SP_1368,1.007,0.005,0.069,0.012,,36,0,36,0,,SP_1368,0.967,0.002,0.044,0.007,,36,0,36,0,,0.041,70,2.979,0.00397,,psr protein,UNKNOWN,PHENOTYPED,FALSE
848,SP_1369,0.985,0.01,0.102,0.018,,33,0,33,0,,SP_1369,0.951,0.008,0.087,0.016,,31,0,31,0,,0.035,62,1.475,0.14522,,prephenate dehydratase,AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
338,SP_1372,0.971,0,0.006,0.004,,3,0,3,0,,SP_1372,0.834,0.002,0.043,0.025,,3,0,3,0,,0.137,4,5.476,0.00541,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1103,SP_1373,1.008,0.004,0.063,0.011,,33,0,33,0,,SP_1373,0.978,0.016,0.126,0.022,,33,0,33,0,,0.03,64,1.225,0.22523,,prephenate dehydrogenase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
1067,SP_1375,0.974,0.011,0.103,0.024,aroB,19,0,19,0,,SP_1375,0.885,0.005,0.073,0.017,aroB,18,0,18,0,,0.089,35,3.046,0.00439,,3-dehydroquinate synthase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
854,SP_1376,0.964,0.007,0.087,0.02,aroE,18,0,18,0,,SP_1376,0.884,0.008,0.088,0.021,aroE,18,0,18,0,,0.08,34,2.752,0.00943,,shikimate 5-dehydrogenase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
1172,SP_1378,0.942,0.005,0.07,0.012,,32,0,32,0,,SP_1378,0.832,0.018,0.132,0.023,,32,0,32,0,,0.11,62,4.157,0.0001,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
146,SP_1379,1.009,0.001,0.037,0.026,,2,0,2,0,,SP_1379,1.173,0.062,0.248,0.111,,5,0,5,0,,-0.163,5,1.432,0.21162,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1661,SP_1380,0.999,0.006,0.076,0.009,,72,0,72,0,,SP_1380,0.986,0.013,0.114,0.013,,73,0,73,0,,0.013,143,0.818,0.41488,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
749,SP_1381,0.978,0.005,0.067,0.028,,6,0,6,0,,SP_1381,0.948,0,0.016,0.006,,6,0,6,0,,0.03,10,1.079,0.30583,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
1454,SP_1382,0.985,0.005,0.073,0.011,,41,0,41,0,,SP_1382,0.931,0.003,0.052,0.008,,41,0,41,0,,0.054,80,3.862,0.00023,,alpha-amylase,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
2618,SP_1383,0.1,0.1,X,X,alaS,,,,,,SP_1383,0.1,0.1,X,X,alaS,,,,,,,,,,,alanyl-tRNA synthetase,AMINO ACID METABOLSIM,LIKELYESSENTIAL,FALSE
497,SP_1384,0.971,0.011,0.104,0.023,,21,0,21,0,,SP_1384,0.885,0.014,0.117,0.026,,21,0,21,0,,0.086,40,2.519,0.01588,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
239,SP_1385,0.996,0.012,0.109,0.041,,7,0,7,0,,SP_1385,0.964,0.001,0.035,0.013,,7,0,7,0,,0.032,12,0.744,0.47093,,hypothetical protein,UNKNOWN,VIVO,FALSE
1070,SP_1386,0.993,0.003,0.051,0.01,,28,0,28,0,,SP_1386,0.944,0.002,0.042,0.008,,28,0,28,0,,0.048,54,3.872,0.00029,,"spermidine/putrescine ABC transporter, spermidine/putrescine-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
773,SP_1387,0.995,0.005,0.069,0.019,,13,0,13,0,,SP_1387,0.93,0.004,0.059,0.016,,13,0,13,0,,0.065,24,2.565,0.01701,,"spermidine/putrescine ABC transporter, permease protein",TRANSPORT,NO-PHENOTYPE,FALSE
827,SP_1388,0.996,0.004,0.065,0.016,,16,0,16,0,,SP_1388,0.921,0.003,0.055,0.014,,16,0,16,0,,0.076,30,3.55,0.00129,,"spermidine/putrescine ABC transporter, permease protein",TRANSPORT,NO-PHENOTYPE,FALSE
1157,SP_1389,1.062,0.062,0.249,0.176,,2,0,2,0,,SP_1389,1.008,0,0.015,0.01,,2,0,2,0,,0.054,2,0.307,0.78754,,"spermidine/putrescine ABC transporter, ATP-binding protein",TRANSPORT,VIVO,FALSE
950,SP_1390,1.054,0,0.016,0.011,murB,2,0,2,0,,SP_1390,0.959,0,0.004,0.003,murB,2,0,2,0,,0.096,2,8.296,0.01422,,UDP-N-acetylenolpyruvoylglucosamine reductase,CARBOHYDRATE METABOLISM,VIVO,FALSE
752,SP_1391,0.996,0.004,0.064,0.011,,37,0,37,0,,SP_1391,0.951,0.002,0.043,0.007,,36,0,36,0,,0.044,71,3.48,0.00086,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
731,SP_1392,1.003,0.004,0.067,0.014,,22,0,22,0,,SP_1392,1.006,0.012,0.111,0.023,,23,0,23,0,,-0.003,43,0.124,0.90164,,alpha-acetolactate decarboxylase,VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
1271,SP_1393,1.005,0.004,0.062,0.008,,68,0,68,0,,SP_1393,0.975,0.009,0.096,0.012,,69,0,69,0,,0.03,135,2.157,0.03277,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
815,SP_1394,0.988,0.005,0.067,0.016,,18,0,18,0,,SP_1394,0.953,0.009,0.093,0.022,,18,0,18,0,,0.035,34,1.298,0.20316,,"amino acid ABC transporter, amino acid-binding protein",TRANSPORT,VIVO,FALSE
653,SP_1395,0.973,0.007,0.083,0.021,,16,0,16,0,,SP_1395,0.998,0.028,0.168,0.042,,16,0,16,0,,-0.026,30,0.545,0.59009,,putative phosphate transport system regulatory protein PhoU,REGULATOR,VIVO,FALSE
758,SP_1396,0.96,0.008,0.089,0.016,,32,0,32,0,,SP_1396,0.854,0.016,0.125,0.022,,33,0,33,0,,0.106,63,3.945,0.0002,,"putative phosphate ABC transporter, ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
803,SP_1397,0.976,0.006,0.08,0.013,,36,0,36,0,,SP_1397,0.925,0.024,0.154,0.026,,35,0,35,0,,0.051,69,1.747,0.08511,,"putative phosphate ABC transporter, ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
878,SP_1400,0.964,0.006,0.075,0.01,,59,0,59,0,,SP_1400,0.868,0.035,0.188,0.024,,60,0,60,0,,0.096,117,3.683,0.00035,,"putative phosphate ABC transporter, phosphate-binding protein",TRANSPORT,PHENOTYPED,FALSE
191,SP_1401,0.962,0.002,0.043,0.022,,4,0,4,0,,SP_1401,1.04,0.06,0.245,0.11,,5,0,5,0,,-0.077,7,0.692,0.51138,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
1304,SP_1402,0.974,0.008,0.087,0.022,,16,0,16,0,,SP_1402,1.066,0.018,0.136,0.033,,17,0,17,0,,-0.092,31,2.33,0.02651,,NOL1/NOP2/sun family protein,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
773,SP_1403,0.975,0.007,0.085,0.021,,17,0,17,0,,SP_1403,0.966,0.004,0.06,0.014,,17,0,17,0,,0.009,32,0.347,0.73075,,inositol monophosphatase family protein,VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
278,SP_1404,0.961,0.001,0.029,0.02,,2,0,2,0,,SP_1404,0.935,0,0.01,0.007,,2,0,2,0,,0.025,2,1.186,0.35738,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
401,SP_1405,0.1,0.1,X,X,spxA,,,,,,SP_1405,0.1,0.1,X,X,spxA,,,,,,,,,,,transcriptional regulator,REGULATOR,ESSENTIAL,FALSE
617,SP_1406,1.003,0.006,0.077,0.019,,16,0,16,0,,SP_1406,0.963,0.004,0.065,0.017,,15,0,15,0,,0.039,29,1.542,0.13381,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
773,SP_1407,0.995,0.009,0.094,0.021,,19,0,19,0,,SP_1407,1.06,0.019,0.138,0.031,,20,0,20,0,,-0.066,37,1.749,0.08851,,"hydrolase, haloacid dehalogenase-like family",VARIOUS METABOLISM AND BIOSYNTHESIS,PHENOTYPED,FALSE
737,SP_1408,0.986,0.013,0.115,0.023,,25,0,25,0,,SP_1408,0.968,0.003,0.052,0.011,,24,0,24,0,,0.018,47,0.698,0.48863,,putative acyl-ACP thioesterase,CELL WALL METABOLISM,VIVO,FALSE
1130,SP_1409,0.979,0.008,0.087,0.017,,26,0,26,0,,SP_1409,1.025,0.024,0.154,0.03,,26,0,26,0,,-0.046,50,1.313,0.19514,,putative oxygen-independent coproporphyrinogen III oxidase,VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
389,SP_1410,0.955,0.003,0.058,0.015,,16,0,16,0,,SP_1410,0.887,0.003,0.058,0.014,,16,0,16,0,,0.067,30,3.284,0.00261,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
383,SP_1411,0.59,0,0,0,,1,0,1,0,,SP_1411,0.397,0,0,0,,1,0,1,0,,,,,,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
938,SP_1413,0.1,0.1,X,X,,,,,,,SP_1413,0.1,0.1,X,X,,,,,,,,,,,,Hpr(Ser) kinase/phosphatase,VARIOUS,ESSENTIAL,FALSE
176,SP_1414,0.1,0.1,X,X,,,,,,,SP_1414,0.1,0.1,X,X,,,,,,,,,,,,ribosomal protein S21,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
701,SP_1415,0.994,0.005,0.074,0.016,,22,0,22,0,,SP_1415,0.95,0.002,0.048,0.01,,22,0,22,0,,0.043,42,2.305,0.02616,,glucosamine-6-phosphate isomerase,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
1028,SP_1416,0.997,0.002,0.045,0.008,queA,31,0,31,0,,SP_1416,1.02,0.015,0.12,0.021,queA,32,0,32,0,,-0.023,61,1.001,0.32087,,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,TRANSCRIPTION AND TRANSLATION,NO-PHENOTYPE,FALSE
1233,SP_1417,1.004,0.009,0.096,0.012,,68,0,68,0,,SP_1417,0.982,0.012,0.109,0.013,,66,0,66,0,,0.021,132,1.185,0.23829,,"pspC protein, degenerate",,NO-PHENOTYPE,FALSE
1346,SP_1418,0.1,0.1,X,X,,,,,,,SP_1418,0.1,0.1,X,X,,,,,,,,,,,,"IS1380-Spn1, transposase",,REMOVE,FALSE
551,SP_1419,0.993,0.002,0.044,0.013,,12,0,12,0,,SP_1419,0.971,0.001,0.037,0.011,,12,0,12,0,,0.022,22,1.315,0.20211,,"acetyltransferase, GNAT family",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
824,SP_1420,0.1,0.1,X,X,nadE,,,,,,SP_1420,0.1,0.1,X,X,nadE,,,,,,,,,,,NH(3)-dependent NAD(+) synthetase,VARIOUS METABOLISM AND BIOSYNTHESIS,ESSENTIAL,FALSE
1460,SP_1421,0.1,0.1,X,X,,,,,,,SP_1421,0.1,0.1,X,X,,,,,,,,,,,,nicotinate phosphoribosyltransferase,VARIOUS METABOLISM AND BIOSYNTHESIS,PHENOTYPED,FALSE
488,SP_1422,0.98,0.004,0.061,0.01,,41,0,41,0,,SP_1422,0.987,0.008,0.089,0.014,,42,0,42,0,,-0.006,81,0.373,0.71034,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
239,SP_1423,1.003,0.004,0.067,0.024,,8,0,8,0,,SP_1423,0.976,0.001,0.023,0.008,,8,0,8,0,,0.028,14,1.107,0.28711,,putative transcriptional repressor,REGULATOR,NO-PHENOTYPE,FALSE
401,SP_1424,0.966,0.008,0.091,0.012,,59,0,59,0,,SP_1424,1.033,0.023,0.152,0.02,,58,0,58,0,,-0.067,115,2.88,0.00475,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
134,SP_1425,0.966,0.001,0.024,0.012,,4,0,4,0,,SP_1425,1.001,0.002,0.039,0.02,,4,0,4,0,,-0.035,6,1.543,0.17372,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
734,SP_1426,1.013,0.007,0.081,0.014,,32,0,32,0,,SP_1426,1.001,0.005,0.069,0.012,,32,0,32,0,,0.012,62,0.64,0.52455,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
725,SP_1427,1.017,0.009,0.095,0.034,,8,0,8,0,,SP_1427,1.125,0.037,0.192,0.064,,9,0,9,0,,-0.108,15,1.494,0.15603,,"peptidase, U32 family",UNKNOWN,NO-PHENOTYPE,FALSE
311,SP_1428,1.001,0.004,0.064,0.012,,27,0,27,0,,SP_1428,0.978,0.002,0.041,0.008,,26,0,26,0,,0.023,51,1.548,0.12782,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1286,SP_1429,0.999,0.006,0.077,0.015,,25,0,25,0,,SP_1429,1.025,0.041,0.203,0.039,,27,0,27,0,,-0.025,50,0.599,0.55155,,"peptidase, U32 family",UNKNOWN,PHENOTYPED,FALSE
557,SP_1430,1.001,0.005,0.07,0.009,,59,0,59,0,,SP_1430,0.984,0.01,0.099,0.013,,59,0,59,0,,0.017,116,1.081,0.28173,,"putative type II restriction endonuclease, authentic point mutation",,Blanc Out,FALSE
1190,SP_1431,0.977,0.004,0.065,0.008,,72,0,72,0,,SP_1431,0.988,0.008,0.091,0.011,,72,0,72,0,,-0.011,142,0.823,0.41168,,putative type II DNA modification methyltransferase,VARIOUS,PHENOTYPED,FALSE
146,SP_1432,0.967,0.002,0.042,0.029,,2,0,2,0,,SP_1432,1.043,0,0.016,0.011,,2,0,2,0,,-0.076,2,2.403,0.13819,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
992,SP_1433,1.005,0.006,0.079,0.008,,105,0,105,0,,SP_1433,1.018,0.01,0.099,0.01,,104,0,104,0,,-0.014,207,1.101,0.27207,,"transcriptional regulator, AraC family",REGULATOR,VIVO,FALSE
1760,SP_1434,1,0.007,0.081,0.007,,149,0,149,0,,SP_1434,1.035,0.017,0.129,0.011,,147,0,147,0,,-0.035,294,2.795,0.00554,,"ABC transporter, permease/ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
1745,SP_1435,1.004,0.007,0.086,0.007,,137,0,137,0,,SP_1435,1.053,0.011,0.107,0.009,,137,0,137,0,,-0.049,272,4.143,0.00005,,"ABC transporter, ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
629,SP_1436,0.996,0.005,0.073,0.008,,85,0,85,0,,SP_1436,1.039,0.01,0.098,0.011,,84,0,84,0,,-0.043,167,3.209,0.0016,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
443,SP_1437,0.993,0.003,0.058,0.009,,43,0,43,0,,SP_1437,0.992,0.004,0.06,0.009,,46,0,46,0,,0.001,87,0.098,0.92253,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
1124,SP_1438,1.004,0.007,0.081,0.011,,53,0,53,0,,SP_1438,1.038,0.015,0.121,0.017,,53,0,53,0,,-0.034,104,1.719,0.0886,,"ABC transporter, ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
1346,SP_1439,0.1,0.1,X,X,,,,,,,SP_1439,0.1,0.1,X,X,,,,,,,,,,,,"IS1380-Spn1, transposase",,REMOVE,FALSE
227,SP_1440,0.1,0.1,X,X,,,,,,,SP_1440,0.1,0.1,X,X,,,,,,,,,,,,"ABC transporter, ATP-binding protein, truncation",TRANSPORT,REMOVE,FALSE
1750,SP_1441,1.006,0.004,0.063,0.015,,19,0,19,0,M,SP_1441,0.996,0.004,0.067,0.016,,17,0,17,0,M,0.01,34,0.441,0.66165,,"IS66 family element, Orf3, degenerate",,REMOVE,FALSE
350,SP_1442,0.1,0.1,X,X,,,,,,,SP_1442,0.1,0.1,X,X,,,,,,,,,,,,"IS66 family element, Orf2",,REMOVE,FALSE
239,SP_1443,0.1,0.1,X,X,,,,,,,SP_1443,0.1,0.1,X,X,,,,,,,,,,,,"IS66 family element, Orf1",,REMOVE,FALSE
1256,SP_1444,0.1,0.1,X,X,,,,,,,SP_1444,0.1,0.1,X,X,,,,,,,,,,,,"IS1167, transposase",,REMOVE,FALSE
1562,SP_1445,0.162,0.051,0.225,0.085,guaA,7,5,2,0,,SP_1445,0.154,0.043,0.208,0.074,guaA,8,5,3,0,,0.008,13,0.073,0.94295,,GMP synthase,NUCLEOTIDE METABOLSIM,CORE,FALSE
707,SP_1446,1.025,0.004,0.061,0.015,,16,0,16,0,,SP_1446,1.013,0.001,0.038,0.009,,16,0,16,0,,0.013,30,0.701,0.48866,,"transcriptional regulator, GntR family",REGULATOR,PHENOTYPED,FALSE
896,SP_1447,1.007,0.007,0.084,0.016,,29,0,29,0,,SP_1447,1.024,0.005,0.074,0.014,,28,0,28,0,,-0.017,55,0.804,0.42477,,membrane protein,UNKNOWN,NO-PHENOTYPE,FALSE
935,SP_1448,0.974,0.006,0.078,0.012,,42,0,42,0,,SP_1448,0.999,0.001,0.038,0.006,,43,0,43,0,,-0.025,83,1.856,0.06698,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
