Gene,mean.Gluc,var.Gluc,sd.Gluc,se.Gluc,gene,Ins1,Blank.Gluc,Not.Blank.Gluc,Blank.Removed.Gluc,M,locus,mean.PennG,var.PennG,sd.PennG,se.PennG,gene.1,Is2,Blank.PennG,Not.Blank.PennG,Blank.Removed.PennG,M.1,Value,Df,TDIST,p.value,locus.19F,Common.Name,Sig
SPT_2215,0.982276104,0.004889075,0.06992192,0.007453702,,88,0,88,0,,SPT_2215,0.978311863,0.007603377,0.087197343,0.009295268,,88,0,88,0,,0.004,174,0.333,0.73975,SPT_2215,"ABC transporter, ATP-binding protein",FALSE
SPT_1261,1.00801881,0.006973849,0.083509576,0.008228443,trmFO,103,0,103,0,,SPT_1261,1.004173338,0.006972624,0.08350224,0.008188068,trmFO,104,0,104,0,,0.004,205,0.331,0.74078,SPT_1261,tRNA:M(5)U-54 methyltransferase,FALSE
SPT_0928,0.931277189,0.005877504,0.076664884,0.011557666,,44,0,44,0,,SPT_0928,0.937099425,0.007902942,0.088898494,0.013252205,,45,0,45,0,,-0.006,87,0.331,0.74136,SPT_0928,DHH subfamily 1 protein,FALSE
SPT_0556,1.002847148,0.003663323,0.060525391,0.00847525,,51,0,51,0,,SPT_0556,0.998286156,0.006166387,0.078526346,0.010889645,,52,0,52,0,,0.005,101,0.331,0.74168,SPT_0556,ABC-type transporter ATP-binding protein EcsA,FALSE
SPT_2111,0.991454654,0.006302487,0.079388201,0.011227187,,50,0,50,0,,SPT_2111,0.996599546,0.005814682,0.076254064,0.010893438,,49,0,49,0,,-0.005,97,0.329,0.74295,SPT_2111,hypothetical protein,FALSE
SPT_1517,0.933490492,0.016266343,0.127539575,0.015942447,apt,64,0,64,0,,SPT_1517,0.941767768,0.023459915,0.153166298,0.019610935,apt,61,0,61,0,,-0.008,123,0.328,0.74384,SPT_1517,adenine phosphoribosyltransferase,FALSE
SPT_1899,0.987557794,0.006891663,0.08301604,0.007546913,,121,0,121,0,,SPT_1899,0.983831839,0.008750997,0.093546764,0.008539612,,120,0,120,0,,0.004,239,0.327,0.744,SPT_1899,"competence/damage-inducible protein CinA N- domain, putative",FALSE
SPT_0437,1.00380619,0.007849807,0.088599137,0.008190993,,117,0,117,0,,SPT_0437,1.007614103,0.007706895,0.087788926,0.008295274,,112,0,112,0,,-0.004,227,0.327,0.74424,SPT_0437,integrase,FALSE
SPT_1438,1.017096306,0.006220147,0.078867908,0.010181803,,60,0,60,0,,SPT_1438,1.021907154,0.00672105,0.081982009,0.010673148,,59,0,59,0,,-0.005,117,0.326,0.7449,SPT_1438,"amino acid ABC transporter, ATP-binding protein",FALSE
SPT_1526,1.017860839,0.007875199,0.088742319,0.007369648,,145,0,145,0,,SPT_1526,1.014065761,0.011818627,0.108713509,0.009028166,,145,0,145,0,,0.004,288,0.326,0.74493,SPT_1526,pyridine nucleotide-disulfide oxidoreductase,FALSE
SPT_2244,0.996418273,0.019388146,0.139241322,0.02968635,,22,0,22,0,,SPT_2244,0.983508816,0.014196135,0.119147534,0.026000123,,21,0,21,0,,0.013,41,0.327,0.74523,SPT_2244,"S4 domain protein YaaA, putative",FALSE
SPT_1583,0.995397103,0.005830951,0.076360663,0.022043425,,12,0,12,0,,SPT_1583,1.005658972,0.005848791,0.076477392,0.022077121,,12,0,12,0,,-0.01,22,0.329,0.74532,SPT_1583,hypothetical protein,FALSE
SPT_0566,1.007406232,0.0081885,0.090490332,0.007153889,,160,0,160,0,,SPT_0566,1.003851448,0.010736158,0.103615433,0.008295874,,156,1,155,0,,0.004,314,0.325,0.74577,SPT_0566,pseudo,FALSE
SPT_2232,0.996184091,0.00026409,0.016250833,0.011491074,tsf,2,0,2,0,,SPT_2232,0.984771742,0.001628266,0.040351781,0.028533018,tsf,2,0,2,0,,0.011,2,0.371,0.74624,SPT_2232,elongation factor Ts,FALSE
SPT_2260,0.995106618,0.004591998,0.067764281,0.004448943,,232,0,232,0,,SPT_2260,0.997330303,0.006396046,0.079975282,0.005273414,,230,0,230,0,,-0.002,460,0.322,0.74737,SPT_2260,trypsin domain protein,FALSE
SPT_1579,1.000913712,0.009150136,0.095656342,0.012898299,,55,0,55,0,,SPT_1579,0.995117431,0.008434566,0.091839892,0.012497826,,54,0,54,0,,0.006,107,0.323,0.74753,SPT_1579,hypothetical protein,FALSE
SPT_0448,0.949641597,0.004984089,0.070598079,0.04992038,serS,2,0,2,0,,SPT_0448,0.968844863,0.000448545,0.021178887,0.014975735,serS,2,0,2,0,,-0.019,2,0.368,0.74788,SPT_0448,seryl-tRNA synthetase,FALSE
SPT_0314,0.998452084,0.003987217,0.063144417,0.006076074,,108,0,108,0,,SPT_0314,1.001800777,0.007605954,0.087212119,0.00847079,,106,0,106,0,,-0.003,212,0.321,0.74835,SPT_0314,oxidoreductase,FALSE
SPT_0075,0.877688084,0.018144927,0.134703105,0.015350844,plsX,77,1,76,0,,SPT_0075,0.885090629,0.021251937,0.145780442,0.01718039,plsX,72,1,71,0,,-0.007,147,0.321,0.74844,SPT_0075,fatty acid/phospholipid synthesis protein PlsX,FALSE
SPT_1120,0.971047544,0.007494241,0.086569282,0.026101621,,11,0,11,0,,SPT_1120,0.948557678,0.049570099,0.222643435,0.064271624,,12,1,11,0,,0.022,21,0.324,0.74899,SPT_1120,hypothetical protein,FALSE
SPT_1086,1.017065891,0.009003241,0.094885412,0.021768206,,19,0,19,0,,SPT_1086,1.028099833,0.014039575,0.118488712,0.026494882,,20,0,20,0,,-0.011,37,0.322,0.74943,SPT_1086,hypothetical protein,FALSE
SPT_0086,0.930365641,0.005662404,0.075248947,0.007562804,purM,99,0,99,0,,SPT_0086,0.926763178,0.00691566,0.083160447,0.008357939,purM,99,0,99,0,,0.004,196,0.32,0.74961,SPT_0086,phosphoribosylformylglycinamidine cyclo-ligase,FALSE
SPT_1548,0.879340623,0.00513294,0.071644536,0.041363992,,3,0,3,0,,SPT_1548,0.932074892,0.066256082,0.257402569,0.148611442,,3,0,3,0,,-0.053,4,0.342,0.74967,SPT_1548,pseudo,FALSE
SPT_1968,0.987506836,0.007049281,0.083959998,0.004784065,,308,0,308,0,,SPT_1968,0.989802294,0.008992201,0.094827217,0.005385824,,310,1,309,0,,-0.002,616,0.319,0.7501,SPT_1968,"immunity protein, putative",FALSE
SPT_0332,0.99890603,0.009214342,0.095991367,0.009279836,,107,0,107,0,,SPT_0332,1.003615577,0.013997526,0.11831114,0.011545985,,105,1,104,0,,-0.005,210,0.318,0.75085,SPT_0332,Cof family protein,FALSE
SPT_1355,1.081566916,0.005701317,0.075507069,0.008898593,,72,0,72,0,,SPT_1355,1.077263106,0.007392666,0.085980612,0.010204021,,71,0,71,0,,0.004,141,0.318,0.75105,SPT_1355,ABC transporter membrane-spanning permease - ribose/galactose transport,FALSE
SPT_1097,1.037052538,0.005957172,0.077182715,0.012863786,,36,0,36,0,,SPT_1097,1.044256287,0.012137523,0.110170425,0.018622201,,35,0,35,0,,-0.007,69,0.318,0.75123,SPT_1097,hypothetical protein,FALSE
SPT_2024,1.009011563,0.010807857,0.103960842,0.012995105,yajC,64,0,64,0,,SPT_2024,1.002948496,0.012443665,0.111551178,0.014054127,yajC,63,0,63,0,,0.006,125,0.317,0.75196,SPT_2024,preprotein translocase subunit YajC,FALSE
SPT_0077,0.954770665,0.007437525,0.086241085,0.038568186,,5,0,5,0,,SPT_0077,0.973782271,0.011527829,0.107367729,0.043832692,,6,0,6,0,,-0.019,9,0.326,0.75215,SPT_0077,mobile genetic element,FALSE
SPT_1234,0.882254518,0.017583224,0.13260175,0.016322147,era,66,0,66,0,,SPT_1234,0.875140548,0.01473652,0.121394071,0.015542918,era,61,0,61,0,,0.007,125,0.316,0.75281,SPT_1234,GTP-binding protein Era,FALSE
SPT_0679,0.978519058,0.005492034,0.074108258,0.004604863,,259,0,259,0,,SPT_0679,0.98096364,0.010126869,0.100632347,0.00625299,,259,1,258,0,,-0.002,516,0.315,0.75304,SPT_0679,sodium/hydrogen exchanger family protein,FALSE
SPT_0628,1.004292538,0.008886023,0.094265703,0.007026151,,180,0,180,0,,SPT_0628,1.001104062,0.009492858,0.097431298,0.007302785,,178,0,178,0,,0.003,356,0.315,0.75323,SPT_0628,transmembrane protein Vexp3,FALSE
SPT_0018,1.017468394,0.00522289,0.072269567,0.022853644,,10,0,10,0,,SPT_0018,1.008275645,0.003074413,0.055447389,0.017534004,,10,0,10,0,,0.009,18,0.319,0.7533,SPT_0018,hypothetical protein,FALSE
SPT_1789,1.025448957,0.008150256,0.090278769,0.008687079,,108,0,108,0,,SPT_1789,1.029029639,0.005697221,0.075479938,0.007366088,,105,0,105,0,,-0.004,211,0.314,0.75354,SPT_1789,"iron-compound ABC transporter, iron-compound-binding protein",FALSE
SPT_1067,0.80775762,0.013369453,0.115626352,0.012541439,asd,85,1,84,0,,SPT_1067,0.801749189,0.017540225,0.132439516,0.014537125,asd,83,1,82,0,,0.006,166,0.313,0.75471,SPT_1067,aspartate-semialdehyde dehydrogenase,FALSE
SPT_1435,0.33553719,0.06316945,0.251335335,0.177720919,,2,1,1,0,,SPT_1435,0.245721085,0.063022683,0.251043189,0.177514341,,2,1,1,0,,0.09,2,0.358,0.75488,SPT_1435,phosphomannomutase,FALSE
SPT_0043,1.019520643,0.010151411,0.100754212,0.045058654,,5,0,5,0,,SPT_0043,1.038764318,0.006010638,0.077528308,0.038764154,,4,0,4,0,,-0.019,7,0.324,0.75558,SPT_0043,hypothetical protein,FALSE
SPT_1164,1.006696935,0.005991946,0.077407661,0.004746168,pulA,266,0,266,0,,SPT_1164,1.009002227,0.008502753,0.092210371,0.005696776,pulA,262,0,262,0,,-0.002,526,0.311,0.756,SPT_1164,"pullulanase, type I",FALSE
SPT_0354,0.984141379,0.006467863,0.080423028,0.004867423,celA,273,0,273,0,,SPT_0354,0.98177139,0.009490507,0.097419231,0.00589608,celA,273,0,273,0,,0.002,544,0.31,0.75669,SPT_0354,6-phospho-beta-glucosidase BglA,FALSE
SPT_0147,0.988245567,0.004649692,0.068188649,0.008393442,,66,0,66,0,,SPT_0147,0.98458569,0.004460529,0.066787192,0.008283932,,65,0,65,0,,0.004,129,0.31,0.7568,SPT_0147,argininosuccinate synthase (Citrulline--aspartateligase),FALSE
SPT_1737,1.004720783,0.003958616,0.062917536,0.007466938,trpC,71,0,71,0,,SPT_1737,1.008578859,0.006937658,0.083292604,0.00995537,trpC,70,0,70,0,,-0.004,139,0.31,0.75701,SPT_1737,indole-3-glycerol-phosphate synthase,FALSE
SPT_0176,0.714503336,0.025550442,0.159845057,0.018216035,,77,3,74,0,,SPT_0176,0.72260086,0.027072405,0.164536941,0.018873682,,76,1,75,0,,-0.008,151,0.309,0.75797,SPT_0176,putative DNA-binding/iron metalloprotein/AP endonuclease,FALSE
SPT_1473,0.976126363,0.005138756,0.071685116,0.010037924,,51,0,51,0,,SPT_1473,0.980823385,0.006675435,0.081703335,0.011440755,,51,0,51,0,,-0.005,100,0.309,0.75826,SPT_1473,hypothetical protein,FALSE
SPT_0716,1.006510614,0.009049695,0.095129884,0.007232591,,173,0,173,0,,SPT_0716,1.003128013,0.01174296,0.108364938,0.008286874,,171,1,170,0,,0.003,342,0.308,0.75863,SPT_0716,hypothetical protein,FALSE
SPT_0863,0.945258036,0.00677941,0.082337172,0.014120709,,34,0,34,0,,SPT_0863,0.939145933,0.006317121,0.079480319,0.014050268,,32,0,32,0,,0.006,64,0.307,0.75997,SPT_0863,hypothetical protein,FALSE
SPT_1439,1.032541296,0.005830346,0.0763567,0.007029204,,118,0,118,0,,SPT_1439,1.03565959,0.006342005,0.079636705,0.007394082,,116,0,116,0,,-0.003,232,0.306,0.76014,SPT_1439,"amino acid ABC transporter, permease protein",FALSE
SPT_1589,0.776620643,0.030033674,0.173302262,0.046316978,,14,1,13,0,,SPT_1589,0.79393598,0.013083285,0.114382189,0.031723911,,13,0,13,0,,-0.017,25,0.308,0.76031,SPT_1589,putative manganese ABC transporter permease,FALSE
SPT_0153,0.990708859,0.007433246,0.086216277,0.015241029,,32,0,32,0,,SPT_0153,0.984149976,0.007511278,0.086667628,0.015086898,,33,0,33,0,,0.007,63,0.306,0.76073,SPT_0153,hypothetical protein,FALSE
SPT_0713,0.747517229,0.006920751,0.083191053,0.016010126,pyrF,27,0,27,0,,SPT_0713,0.740070971,0.008102439,0.090013547,0.018373938,pyrF,24,0,24,0,,0.007,49,0.306,0.76125,SPT_0713,orotidine 5'-phosphate decarboxylase,FALSE
SPT_1256,1.060350127,0.010318069,0.101577897,0.02817264,,13,0,13,0,,SPT_1256,1.073220422,0.012687138,0.112637198,0.031239938,,13,0,13,0,,-0.013,24,0.306,0.76228,SPT_1256,hypothetical protein,FALSE
SPT_1475,0.928475649,0.009833645,0.099164739,0.023373353,,18,0,18,0,,SPT_1475,0.91845381,0.010185079,0.100921152,0.0231529,,19,0,19,0,,0.01,35,0.305,0.76246,SPT_1475,S1-type RNA-binding domain protein,FALSE
SPT_1516,1.005536959,0.007681192,0.087642408,0.01040124,metA,71,0,71,0,,SPT_1516,1.009498405,0.004420663,0.066488066,0.008004222,metA,69,0,69,0,,-0.004,138,0.302,0.76323,SPT_1516,homoserine O-succinyltransferase,FALSE
SPT_0617,1.018678114,0.007400744,0.086027578,0.007853208,,120,0,120,0,,SPT_0617,1.022715134,0.014061699,0.118582036,0.010916361,,118,0,118,0,,-0.004,236,0.3,0.76429,SPT_0617,polyribonucleotide nucleotidyltransferase (Polynucleotidephosphorylase) (PNPase) (Vegetative protein 15) (VEG15),FALSE
SPT_0684,1.010341972,0.007434232,0.086221995,0.007870955,,120,0,120,0,,SPT_0684,1.006851044,0.008739341,0.093484444,0.008569705,,119,0,119,0,,0.003,237,0.3,0.76443,SPT_0684,bifunctional methionine sulfoxide reductase A/B protein,FALSE
SPT_0299,0.982443306,0.008028367,0.089601153,0.003831069,,547,1,546,0,,SPT_0299,0.984110998,0.009017054,0.094958171,0.004063835,,546,1,545,0,,-0.002,1091,0.299,0.7653,SPT_0299,pyruvate formate-lyase,FALSE
SPT_0926,1.012053314,0.004308079,0.065635961,0.012404031,,28,0,28,0,,SPT_0926,1.017949791,0.00658375,0.081140311,0.015334077,,28,0,28,0,,-0.006,54,0.299,0.76611,SPT_0926,high-affinity Fe2+/Pb2+ permease,FALSE
SPT_0236,0.98726708,0.008523705,0.092323915,0.01884554,,24,0,24,0,,SPT_0236,0.978960216,0.010224545,0.101116495,0.020640318,,24,0,24,0,,0.008,46,0.297,0.76764,SPT_0236,phage protein,FALSE
SPT_0650,0.995989196,0.013938152,0.11805995,0.020870248,,32,0,32,0,,SPT_0650,1.005670084,0.020680496,0.143807149,0.025421753,,32,0,32,0,,-0.01,62,0.294,0.76949,SPT_0650,hypothetical protein,FALSE
SPT_0222,0.991414,0.005798614,0.076148633,0.004668972,,266,0,266,0,,SPT_0222,0.993391375,0.006458791,0.080366601,0.004936881,,265,0,265,0,,-0.002,529,0.291,0.77116,SPT_0222,phage integrase family integrase/recombinase,FALSE
SPT_2178,0.982309134,0.005724117,0.075657895,0.00646389,,137,0,137,0,,SPT_2178,0.979398991,0.007735861,0.087953745,0.007626557,,133,0,133,0,,0.003,268,0.291,0.77121,SPT_2178,fucose operon FucU protein,FALSE
SPT_0228,0.986700012,0.003884296,0.062324119,0.017285601,,13,0,13,0,,SPT_0228,0.977543424,0.008745001,0.093514708,0.025936313,,13,0,13,0,,0.009,24,0.294,0.77145,SPT_0228,hypothetical protein,FALSE
SPT_1566,0.996197018,0.008456837,0.09196106,0.008465702,,118,0,118,0,,SPT_1566,0.992172243,0.014261045,0.119419617,0.010993467,,118,1,117,0,,0.004,234,0.29,0.77202,SPT_1566,YwnB,FALSE
SPT_0602,1.011241104,0.008137887,0.090210238,0.008004864,,127,0,127,0,,SPT_0602,1.007729986,0.01041457,0.1020518,0.009127791,,125,0,125,0,,0.004,250,0.289,0.77266,SPT_0602,Fic protein family,FALSE
SPT_1640,0.982762552,0.001782774,0.042222908,0.015958759,secA,7,0,7,0,,SPT_1640,0.976361145,0.001513913,0.038909037,0.014706234,secA,7,0,7,0,,0.006,12,0.295,0.77305,SPT_1640,"preprotein translocase, SecA subunit",FALSE
SPT_2159,0.986662269,0.005887539,0.076730301,0.005480736,,196,0,196,0,,SPT_2159,0.984293995,0.007294836,0.085409812,0.006116324,,195,0,195,0,,0.002,389,0.288,0.77322,SPT_2159,putative alpha-L-fucosidase 1 (Alpha-L-fucoside fucohydrolase),FALSE
SPT_1687,1.019479165,0.004185534,0.064695703,0.04574677,,2,0,2,0,,SPT_1687,1.034915871,0.000230034,0.015166866,0.010724594,,2,0,2,0,,-0.015,2,0.329,0.77372,SPT_1687,GTP-binding protein,FALSE
SPT_1547,1.007903734,0.001358955,0.036864008,0.016486086,galE1,5,0,5,0,,SPT_1547,1.017973646,0.004411575,0.066419691,0.029703789,galE1,5,0,5,0,,-0.01,8,0.296,0.77446,SPT_1547,UDP-glucose 4-epimerase,FALSE
SPT_0501,0.996949572,0.006013436,0.07754635,0.003858075,,404,0,404,0,,SPT_0501,0.998705811,0.009090718,0.095345258,0.004773233,,399,1,398,0,,-0.002,801,0.286,0.77484,SPT_0501,cell wall surface anchor family protein,FALSE
SPT_1367,1.022978761,0.006229613,0.078927901,0.008880083,deoD,79,0,79,0,,SPT_1367,1.019084222,0.008376301,0.091522133,0.010362841,deoD,78,0,78,0,,0.004,155,0.285,0.77574,SPT_1367,purine nucleoside phosphorylase,FALSE
SPT_0162,0.987164179,0.009439739,0.097158321,0.01517358,,41,0,41,0,,SPT_0162,0.993930195,0.013290542,0.115284612,0.018228098,,40,0,40,0,,-0.007,79,0.285,0.77618,SPT_0162,hypothetical protein,FALSE
SPT_2219,1.005806928,0.01188559,0.109021051,0.00921396,,140,1,139,0,,SPT_2219,1.009871554,0.016920212,0.130077716,0.011033048,,139,1,138,0,,-0.004,277,0.283,0.77757,SPT_2219,choline binding protein D,FALSE
SPT_0058,1.013418235,0.004030261,0.063484334,0.012217566,,27,0,27,0,,SPT_0058,1.018470521,0.004529266,0.067299822,0.012951857,,27,0,27,0,,-0.005,52,0.284,0.77772,SPT_0058,hypothetical protein,FALSE
SPT_1467,0.916196032,0.003521859,0.059345251,0.022430396,,7,0,7,0,,SPT_1467,0.899188573,0.020795478,0.144206373,0.054504886,,7,0,7,0,,0.017,12,0.289,0.77784,SPT_1467,"polysaccharide biosynthesis protein, putative",FALSE
SPT_1633,0.999795206,0.011937138,0.109257211,0.011209553,,95,1,94,0,,SPT_1633,1.004608055,0.015689069,0.125256014,0.012850996,,95,1,94,0,,-0.005,188,0.282,0.77808,SPT_1633,pseudo,FALSE
SPT_1321,1.049836753,0.006685352,0.081764002,0.008524486,,92,0,92,0,,SPT_1321,1.046403414,0.00654644,0.080910072,0.008724757,,86,0,86,0,,0.003,176,0.281,0.77868,SPT_1321,"aminotransferase, class-V",FALSE
SPT_1786,1.010533402,0.00903041,0.09502847,0.008674873,,120,0,120,0,,SPT_1786,1.014097291,0.010423687,0.102096459,0.009281496,,121,1,120,0,,-0.004,239,0.281,0.77932,SPT_1786,ABC transporter membrane-spanning permease - ferric iron transport,FALSE
SPT_2164,0.991716968,0.006813625,0.082544683,0.005339372,,239,0,239,0,,SPT_2164,0.989553381,0.007413192,0.086099898,0.005592789,,237,0,237,0,,0.002,474,0.28,0.77974,SPT_2164,putative dipeptidase,FALSE
SPT_0015,1.009238237,0.006265015,0.079151848,0.01865627,,18,0,18,0,,SPT_0015,1.001225962,0.008466142,0.092011638,0.021687351,,18,0,18,0,,0.008,34,0.28,0.78112,SPT_0015,hypothetical protein,FALSE
SPT_1422,0.938373075,0.000635018,0.02519957,0.014548979,trmD,3,0,3,0,,SPT_1422,0.928800524,0.002507245,0.050072396,0.028909311,trmD,3,0,3,0,,0.01,4,0.296,0.78212,SPT_1422,tRNA (guanine-N1)-methyltransferase,FALSE
SPT_0923,1.050089591,0.007551282,0.086898114,0.009316456,,87,0,87,0,,SPT_0923,1.045791435,0.013292576,0.115293435,0.012432411,,86,1,85,0,,0.004,171,0.277,0.78237,SPT_0923,NAD(p)-specific glutamate dehydrogenase,FALSE
SPT_1794,0.988659261,0.011081555,0.105268964,0.01155477,xerD,83,0,83,0,,SPT_1794,0.984198909,0.009863047,0.099312875,0.011244969,xerD,78,0,78,0,,0.004,159,0.277,0.78242,SPT_1794,site-specific tyrosine recombinase XerD-like protein,FALSE
SPT_1272,0.978628658,0.009225979,0.09605196,0.010014109,,92,0,92,0,,SPT_1272,0.97474169,0.009088699,0.095334671,0.009939327,,92,0,92,0,,0.004,182,0.275,0.78325,SPT_1272,regulatory function on capsule expression in group B streptococci,FALSE
SPT_1975,0.99493487,0.009307846,0.096477176,0.013782454,,49,0,49,0,,SPT_1975,1.000169645,0.008056096,0.089755757,0.013092223,,47,0,47,0,,-0.005,94,0.275,0.78363,SPT_1975,hypothetical protein,FALSE
SPT_1015,1.013733481,0.007196786,0.084833872,0.008942275,,90,0,90,0,,SPT_1015,1.017803546,0.012288614,0.110854022,0.011817078,,88,0,88,0,,-0.004,176,0.275,0.78391,SPT_1015,hypothetical protein,FALSE
SPT_0526,1.005228675,0.00603451,0.07768211,0.006219546,,156,0,156,0,,SPT_0526,1.002664683,0.007850382,0.088602381,0.007048827,,158,0,158,0,,0.003,312,0.273,0.78522,SPT_0526,cobalt transport family protein,FALSE
SPT_2020,0.996891516,0.005997218,0.077441705,0.009756738,,63,0,63,0,,SPT_2020,0.993248081,0.005236231,0.072361806,0.00926498,,61,0,61,0,,0.004,122,0.271,0.78701,SPT_2020,"PTS system, IIA component",FALSE
SPT_0151,0.991623815,0.007937859,0.089094665,0.012599888,,50,0,50,0,,SPT_0151,0.99648118,0.008119015,0.090105575,0.012872225,,49,0,49,0,,-0.005,97,0.27,0.78799,SPT_0151,hypothetical protein,FALSE
SPT_0434,0.938538712,0.032530887,0.180363209,0.029258776,,38,1,37,0,,SPT_0434,0.951089228,0.051327847,0.226556499,0.036278074,,39,1,38,0,,-0.013,75,0.269,0.78845,SPT_0434,pseudo,FALSE
SPT_0590,1.026200382,0.009228055,0.096062765,0.030377714,,10,0,10,0,,SPT_0590,1.015742487,0.005053392,0.071087213,0.023695738,,9,0,9,0,,0.01,17,0.271,0.78932,SPT_0590,hypothetical protein,FALSE
SPT_1238,1.012224607,0.008930652,0.094502129,0.005678083,,277,0,277,0,,SPT_1238,1.010003294,0.010289624,0.101437781,0.006116928,,275,1,274,0,,0.002,550,0.266,0.79022,SPT_1238,endo-beta-N-acetylglucosaminidase,FALSE
SPT_1248,1.051608767,0.005372531,0.073297552,0.009974533,,54,0,54,0,,SPT_1248,1.047748842,0.005963268,0.077222197,0.01050861,,54,0,54,0,,0.004,106,0.266,0.79044,SPT_1248,competence protein CelA,FALSE
SPT_2050,1.012933155,0.004910062,0.070071834,0.005522434,,161,0,161,0,,SPT_2050,1.01057723,0.007690807,0.087697247,0.006999002,,157,0,157,0,,0.002,316,0.264,0.79176,SPT_2050,"alcohol dehydrogenase, zinc-containing",FALSE
SPT_0115,1.009972415,0.006619383,0.08135959,0.006756546,,145,0,145,0,,SPT_0115,1.012424992,0.00592532,0.076976103,0.006370588,,146,0,146,0,,-0.002,289,0.264,0.79189,SPT_0115,pseudo,FALSE
SPT_1197,1.027259181,0.008816645,0.093896993,0.01192493,,62,0,62,0,,SPT_1197,1.032396836,0.015137777,0.123035673,0.015379459,,64,0,64,0,,-0.005,124,0.264,0.79222,SPT_1197,"dihydroxyacetone kinase, phosphotransfer subunit",FALSE
SPT_1573,1.019941707,0.005231585,0.072329697,0.005986048,,146,0,146,0,,SPT_1573,1.017519664,0.007220982,0.084976359,0.007008732,,147,0,147,0,,0.002,291,0.263,0.79291,SPT_1573,hypothetical protein,FALSE
SPT_1723,0.991605993,0.006439825,0.080248519,0.005915999,,184,0,184,0,,SPT_1723,0.989177097,0.009208314,0.095959962,0.007113026,,182,0,182,0,,0.002,364,0.263,0.79306,SPT_1723,"sugar-binding transcriptional regulator, LacI family",FALSE
SPT_1645,0.995983654,0.010134918,0.100672331,0.015722377,,41,0,41,0,,SPT_1645,1.001662748,0.008790587,0.093758132,0.014824462,,40,0,40,0,,-0.006,79,0.263,0.79338,SPT_1645,hypothetical protein,FALSE
SPT_0853,0.217321903,0.122712501,0.350303441,0.082567313,pncB,18,13,5,0,,SPT_0853,0.185952543,0.126313398,0.355405962,0.086198607,pncB,17,13,4,0,,0.031,33,0.263,0.79433,SPT_0853,nicotinate phosphoribosyltransferase,FALSE
SPT_1142,1.007303085,0.005653629,0.075190617,0.010232147,,54,0,54,0,,SPT_1142,1.002482497,0.012645615,0.112452722,0.015446569,,53,0,53,0,,0.005,105,0.26,0.79524,SPT_1142,GTP pyrophosphokinase,FALSE
SPT_0351,0.976856951,0.006484833,0.080528464,0.010227125,,62,0,62,0,,SPT_0351,0.98085623,0.008046961,0.089704857,0.01148553,,61,0,61,0,,-0.004,121,0.26,0.79527,SPT_0351,hypothetical protein,FALSE
SPT_0360,0.977720629,0.005896473,0.076788495,0.004905837,celD,245,0,245,0,,SPT_0360,0.975721991,0.008482458,0.092100262,0.005957471,celD,239,0,239,0,,0.002,482,0.259,0.79576,SPT_0360,cellobiose phosphotransferase system IIC component,FALSE
SPT_0864,0.999071602,0.004596317,0.067796142,0.013295917,,26,0,26,0,,SPT_0864,1.004601389,0.007157466,0.08460181,0.01659178,,26,0,26,0,,-0.006,50,0.26,0.79587,SPT_0864,hypothetical protein,FALSE
SPT_0328,0.92110506,0.007551218,0.086897746,0.009481321,,84,0,84,0,,SPT_0328,0.925503239,0.016455527,0.128279097,0.01408046,,83,1,82,0,,-0.004,165,0.259,0.79588,SPT_0328,PTS system sorbose-specific IIc component,FALSE
