Length,Gene,mean-19F-Gluc,var-19F-Gluc,sd-19F-Gluc,se-19F-Gluc,gene,Total-19F-Gluc,Blank-19F-Gluc,Not Blank-19F-Gluc,Blank Removed-19F-Gluc,M,locus-19F,mean.19F.Kan,var-19F-Kan,sd-19F-Kan,se-19F-Kan,Total-19F-Kan,Blank-19F-Kan,Not Blank-19F-Kan,Blank Removed-19F-Kan,Value,Df,TDIST,p-value,Significance,Common Name ,Sig
498,SPT_1337,1.054,0.01,0.101,0.023,,20,0,20,0,,SPT_1337,0.986,0.011,0.105,0.025,17,0,17,0,0.068,35,1.999,0.05345,,GAF domain-containing protein,FALSE
,SPT_1338,,,,,,,,,,,SPT_1338,,,,,,,,,,,,,,,FALSE
1203,SPT_1340,,,,,rpsA,,,,,,SPT_1340,,,,,,,,,,,,,,putative 30S ribosomal protein S1 homolog,FALSE
,SPT_1341,,,,,,,,,,,SPT_1341,,,,,,,,,,,,,,,FALSE
,SPT_1342,,,,,,,,,,,SPT_1342,,,,,,,,,,,,,,,FALSE
231,SPT_1343,,,,,,,,,,,SPT_1343,1.441,0,0,0,1,0,1,0,,,,,,hypothetical protein,FALSE
645,SPT_1344,1.004,0.005,0.069,0.007,pcp1,106,0,106,0,,SPT_1344,0.987,0.01,0.098,0.01,101,1,100,0,0.018,205,1.502,0.13457,,pyroglutamyl-peptidase I,FALSE
924,SPT_1345,0.98,0.005,0.068,0.006,,126,0,126,0,,SPT_1345,0.978,0.009,0.095,0.008,125,0,125,0,0.002,249,0.205,0.83739,,permease,FALSE
690,SPT_1346,0.981,0.006,0.074,0.009,,67,0,67,0,,SPT_1346,0.956,0.014,0.119,0.015,62,0,62,0,0.025,127,1.444,0.15119,,permease,FALSE
705,SPT_1347,1.005,0.016,0.128,0.017,,60,1,59,0,,SPT_1347,0.997,0.007,0.084,0.011,58,0,58,0,0.008,116,0.412,0.68076,,hypothetical protein,FALSE
1023,SPT_1348,1.013,0.005,0.07,0.008,ilvE,84,0,84,0,,SPT_1348,0.987,0.017,0.129,0.015,78,1,77,0,0.026,160,1.562,0.1203,,branched-chain amino acid aminotransferase,FALSE
2481,SPT_1349,1.02,0.006,0.078,0.039,parC,4,0,4,0,,SPT_1349,1.071,0.013,0.115,0.066,3,0,3,0,-0.051,5,0.668,0.5335,,DNA topoisomerase IV subunit A,FALSE
126,SPT_1350,0.971,0.011,0.106,0.038,,8,0,8,0,,SPT_1350,1.015,0.019,0.136,0.048,8,0,8,0,-0.043,14,0.708,0.4907,,hypothetical protein,FALSE
1944,SPT_1351,0.901,0.013,0.116,0.082,parE,2,0,2,0,,SPT_1351,0.897,0.001,0.028,0.02,2,0,2,0,0.004,2,0.048,0.9658,,DNA topoisomerase IV subunit B,FALSE
642,SPT_1352,,,,,,,,,,,SPT_1352,,,,,,,,,,,,,,putative glycerol-3-phosphate acyltransferase PlsY,FALSE
834,SPT_1353,,,,,,,,,,,SPT_1353,,,,,,,,,,,,,,integrase core domain protein,FALSE
,SPT_1354,,,,,,,,,,,SPT_1354,,,,,,,,,,,,,,,FALSE
957,SPT_1355,1.049,0.004,0.064,0.008,,69,0,69,0,,SPT_1355,1.048,0.006,0.079,0.009,70,0,70,0,0,137,0.024,0.98107,,ABC transporter membrane-spanning permease - ribose/galactose transport,FALSE
1059,SPT_1356,1.052,0.005,0.07,0.006,,117,0,117,0,,SPT_1356,1.065,0.006,0.075,0.007,113,0,113,0,-0.013,228,1.381,0.16861,,ABC transporter membrane-spanning permease - ribose/galactose transport,FALSE
1536,SPT_1357,1.06,0.006,0.08,0.008,,100,0,100,0,,SPT_1357,1.065,0.006,0.077,0.008,99,0,99,0,-0.005,197,0.458,0.64756,,ribose import ATP-binding protein RbsA,FALSE
1053,SPT_1358,1.056,0.005,0.071,0.008,,79,0,79,0,,SPT_1358,1.057,0.005,0.071,0.008,76,0,76,0,-0.002,153,0.152,0.87958,,lipoprotein,FALSE
390,SPT_1359,1.053,0.013,0.113,0.016,cdd,48,0,48,0,,SPT_1359,1.063,0.014,0.119,0.017,47,0,47,0,-0.011,93,0.447,0.65598,,cytidine deaminase,FALSE
663,SPT_1360,1.03,0.007,0.083,0.012,deoC,49,0,49,0,,SPT_1360,1.02,0.012,0.108,0.015,49,0,49,0,0.01,96,0.515,0.60803,,deoxyribose-phosphate aldolase,FALSE
1278,SPT_1361,1.015,0.006,0.075,0.008,,97,0,97,0,,SPT_1361,1.001,0.01,0.1,0.01,94,0,94,0,0.015,189,1.157,0.24881,,pyrimidine-nucleoside phosphorylase,FALSE
582,SPT_1362,1.005,0.004,0.067,0.009,,58,0,58,0,,SPT_1362,1.024,0.006,0.078,0.01,57,0,57,0,-0.019,113,1.365,0.17485,,methyltransferase small domain superfamily,FALSE
237,SPT_1363,1.01,0.004,0.06,0.009,,45,0,45,0,,SPT_1363,0.981,0.007,0.083,0.013,44,0,44,0,0.028,87,1.844,0.06853,,hypothetical protein,FALSE
921,SPT_1364,,,,,coaA,,,,,,SPT_1364,,,,,,,,,,,,,,pantothenate kinase,FALSE
237,SPT_1365,1.014,0.004,0.064,0.018,rpsT,12,0,12,0,,SPT_1365,0.873,0.009,0.097,0.032,9,0,9,0,0.141,19,3.804,0.0012,,ribosomal protein S20,FALSE
525,SPT_1366,1.034,0.007,0.083,0.013,,44,0,44,0,,SPT_1366,1.022,0.007,0.086,0.014,39,0,39,0,0.012,81,0.623,0.53494,,topology modulation protein,FALSE
711,SPT_1367,1.032,0.004,0.065,0.007,deoD,79,0,79,0,,SPT_1367,0.986,0.004,0.066,0.008,75,0,75,0,0.046,152,4.31,0.00003,,purine nucleoside phosphorylase,FALSE
513,SPT_1368,1.014,0.014,0.118,0.016,,58,0,58,0,,SPT_1368,1.008,0.011,0.104,0.014,55,0,55,0,0.006,111,0.288,0.77364,,hemolysin-related protein,FALSE
576,SPT_1369,1.018,0.005,0.069,0.008,,72,0,72,0,,SPT_1369,1.016,0.006,0.078,0.009,69,0,69,0,0.002,139,0.184,0.8542,,hypothetical protein,FALSE
408,SPT_1370,1.01,0.007,0.083,0.01,,67,0,67,0,,SPT_1370,1.023,0.012,0.112,0.014,61,1,60,0,-0.014,126,0.795,0.42834,,hypothetical protein,FALSE
810,SPT_1371,1.063,0.007,0.082,0.009,,92,0,92,0,,SPT_1371,1.045,0.008,0.087,0.009,90,0,90,0,0.017,180,1.39,0.16624,,purine nucleoside phosphorylase,FALSE
543,SPT_1372,1.034,0.006,0.075,0.013,,35,0,35,0,,SPT_1372,1.034,0.006,0.075,0.013,32,0,32,0,0,65,0.002,0.99878,,hypothetical protein,FALSE
1212,SPT_1373,1.048,0.005,0.074,0.006,deoB,168,0,168,0,,SPT_1373,1.036,0.008,0.088,0.007,164,0,164,0,0.012,330,1.364,0.17353,,phosphopentomutase,FALSE
684,SPT_1374,0.86,0.004,0.065,0.016,rpiA,16,0,16,0,,SPT_1374,0.771,0.009,0.094,0.025,14,0,14,0,0.088,28,2.944,0.00645,,ribose 5-phosphate isomerase A,FALSE
873,SPT_1375,1.011,0.005,0.074,0.01,,59,0,59,0,,SPT_1375,0.995,0.009,0.092,0.012,57,0,57,0,0.016,114,1.023,0.30864,,"putative YjeF homolog, C-terminus",FALSE
879,SPT_1376,0.986,0.013,0.113,0.08,,2,0,2,0,,SPT_1376,1.119,0.002,0.044,0.031,2,0,2,0,-0.133,2,1.548,0.2617,,bifunctional protein FolD,FALSE
735,SPT_1377,1.021,0.008,0.091,0.014,,41,0,41,0,,SPT_1377,1.01,0.008,0.092,0.015,39,0,39,0,0.011,78,0.54,0.59064,,"amino acid ABC transporter, ATP-binding protein",FALSE
630,SPT_1378,1.002,0.009,0.094,0.011,,72,0,72,0,,SPT_1378,0.978,0.006,0.078,0.009,68,0,68,0,0.024,138,1.644,0.1024,,"amino acid ABC transporter, permease protein",FALSE
231,SPT_1379,0.883,0,0.022,0.008,,7,0,7,0,,SPT_1379,0.837,0.018,0.135,0.048,8,0,8,0,0.046,13,0.943,0.36268,,hypothetical protein,FALSE
2259,SPT_1380,1,0.006,0.078,0.006,,176,0,176,0,,SPT_1380,0.976,0.008,0.091,0.007,169,0,169,0,0.024,343,2.62,0.00918,,negative regulator of genetic competence ClpC/mecB,FALSE
249,SPT_1381,,,,,,,,,,,SPT_1381,,,,,,,,,,,,,,hypothetical protein,FALSE
330,SPT_1382,,,,,,,,,,,SPT_1382,,,,,,,,M,,,,,,transposase,FALSE
264,SPT_1383,1.016,0.005,0.073,0.014,,28,0,28,0,,SPT_1383,0.989,0.009,0.097,0.018,29,0,29,0,0.027,55,1.197,0.23639,,MutT/nudix family protein,FALSE
300,SPT_1384,0.98,0.003,0.057,0.013,,19,0,19,0,,SPT_1384,0.994,0.014,0.119,0.027,19,0,19,0,-0.014,36,0.462,0.64679,,hypothetical protein,FALSE
834,SPT_1385,0.964,0.005,0.072,0.036,,4,0,4,0,,SPT_1385,1.038,0.001,0.038,0.022,3,0,3,0,-0.074,5,1.752,0.14018,,integrase core domain protein,FALSE
123,SPT_1386,,,,,,,,,,,SPT_1386,,,,,,,,,,,,,,hypothetical protein,FALSE
,SPT_1387,,,,,,,,,,,SPT_1387,,,,,,,,,,,,,,,FALSE
351,SPT_1388,1.021,0.021,0.145,0.084,,3,0,3,0,,SPT_1388,1,0,0.006,0.004,2,0,2,0,0.021,3,0.252,0.81736,,transposase,FALSE
,SPT_1389,,,,,,,,,,,SPT_1389,,,,,,,,,,,,,,,FALSE
1728,SPT_1392,,,,,ezrA,,,,,,SPT_1392,,,,,,,,,,,,,,septation ring formation regulator EzrA,FALSE
1947,SPT_1393,,,,,gyrB,,,,,,SPT_1393,,,,,,,,,,,,,,"DNA gyrase, B subunit",FALSE
564,SPT_1394,0.959,0.009,0.096,0.02,,23,0,23,0,,SPT_1394,1.003,0.036,0.191,0.041,22,1,21,0,-0.045,43,0.986,0.32962,,phosphoglycolate phosphatase,FALSE
555,SPT_1395,1.005,0.007,0.084,0.016,,27,0,27,0,,SPT_1395,0.989,0.007,0.083,0.016,26,0,26,0,0.016,51,0.693,0.49161,,"4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis protein, putative",FALSE
1224,SPT_1396,0.946,0.001,0.026,0.015,,3,0,3,0,,SPT_1396,0.907,0,0.019,0.011,3,0,3,0,0.039,4,2.102,0.10342,,RodA,FALSE
2451,SPT_1397,1.057,0.006,0.074,0.006,,146,0,146,0,,SPT_1397,1.059,0.007,0.083,0.007,142,0,142,0,-0.002,286,0.256,0.79803,,"DnaQ family exonuclease/DinG family helicase, putative",FALSE
930,SPT_1398,1.022,0.005,0.071,0.007,,114,0,114,0,,SPT_1398,0.977,0.009,0.093,0.009,103,1,102,0,0.045,215,3.937,0.00011,,protease,FALSE
288,SPT_1399,0.979,0.007,0.082,0.017,,24,0,24,0,,SPT_1399,0.936,0.044,0.209,0.051,17,2,15,0,0.043,39,0.8,0.42836,,hypothetical protein,FALSE
2547,SPT_1402,1.018,0.006,0.078,0.006,,190,0,190,0,,SPT_1402,0.993,0.011,0.106,0.008,190,2,188,0,0.025,378,2.645,0.0085,,aminopeptidase N,FALSE
441,SPT_1403,1.025,0.003,0.058,0.01,,32,0,32,0,,SPT_1403,1.061,0.005,0.069,0.013,30,0,30,0,-0.036,60,2.22,0.03023,,hypothetical protein,FALSE
870,SPT_1404,1.018,0.006,0.079,0.007,,132,0,132,0,,SPT_1404,1.022,0.006,0.077,0.007,128,0,128,0,-0.005,258,0.488,0.62608,,PEP-utilizing enzyme family protein,FALSE
501,SPT_1405,1.02,0.004,0.066,0.009,,59,0,59,0,,SPT_1405,1.019,0.006,0.075,0.01,57,0,57,0,0.001,114,0.066,0.9478,,MutT/nudix family protein,FALSE
699,SPT_1406,1.004,0.005,0.07,0.009,fabG,63,0,63,0,,SPT_1406,0.983,0.005,0.072,0.009,61,0,61,0,0.021,122,1.654,0.10065,,3-ketoacyl-(acyl-carrier-protein) reductase,FALSE
237,SPT_1407,0.998,0.005,0.068,0.017,,16,0,16,0,,SPT_1407,1.012,0.007,0.085,0.021,16,0,16,0,-0.013,30,0.488,0.62929,,hypothetical protein,FALSE
927,SPT_1408,1.009,0.006,0.079,0.007,,120,0,120,0,,SPT_1408,1.01,0.012,0.111,0.01,114,1,113,0,-0.001,232,0.111,0.91133,,"oxidoreductase, aldo/keto reductase family",FALSE
816,SPT_1409,1.015,0.008,0.09,0.008,,117,0,117,0,,SPT_1409,1.024,0.011,0.107,0.01,113,0,113,0,-0.01,228,0.74,0.46004,,hypothetical protein,FALSE
321,SPT_1410,1.006,0.006,0.08,0.016,,24,0,24,0,,SPT_1410,0.994,0.014,0.117,0.024,23,0,23,0,0.012,45,0.4,0.69123,,"transcriptional regulator, PadR family",FALSE
462,SPT_1411,0.953,0.006,0.079,0.028,,8,0,8,0,,SPT_1411,0.928,0.009,0.097,0.034,8,0,8,0,0.025,14,0.558,0.5857,,chlorohydrolase,FALSE
1998,SPT_1412,1.005,0.013,0.115,0.029,metG,16,0,16,0,,SPT_1412,0.969,0.038,0.195,0.05,15,1,14,0,0.035,29,0.612,0.54554,,methionyl-tRNA synthetase,FALSE
1260,SPT_1413,0.971,0.007,0.085,0.007,,145,0,145,0,,SPT_1413,0.955,0.015,0.121,0.011,133,1,132,0,0.017,276,1.319,0.18827,,"ABC-type antimicrobial peptide transport system, permease component",FALSE
702,SPT_1414,0.98,0.008,0.091,0.013,,52,0,52,0,,SPT_1414,0.961,0.014,0.119,0.017,48,1,47,0,0.019,98,0.887,0.37751,,"ABC transporter, ATP-binding protein",FALSE
1200,SPT_1415,1.011,0.006,0.077,0.007,,129,0,129,0,,SPT_1415,1.015,0.007,0.086,0.008,120,0,120,0,-0.004,247,0.404,0.68625,,membrane-fusion protein,FALSE
1347,SPT_1416,1.007,0.005,0.074,0.007,gor,119,0,119,0,,SPT_1416,1.004,0.007,0.081,0.008,110,0,110,0,0.003,227,0.285,0.77569,,glutathione reductase,FALSE
537,SPT_1417,0.435,0.075,0.274,0.042,,43,13,30,0,,SPT_1417,0.276,0.125,0.354,0.057,38,25,13,0,0.159,79,2.234,0.02829,,biotin synthase,FALSE
216,SPT_1418,1.041,0.003,0.057,0.013,,21,0,21,0,,SPT_1418,1.034,0.003,0.056,0.013,18,0,18,0,0.007,37,0.371,0.71298,,hypothetical protein,FALSE
147,SPT_1419,,,,,,,,,,,SPT_1419,,,,,,,,,,,,,,chlorohydrolase,FALSE
321,SPT_1420,1.016,0.011,0.105,0.023,,20,0,20,0,,SPT_1420,1.038,0.015,0.124,0.029,18,0,18,0,-0.022,36,0.585,0.56204,,hypothetical protein,FALSE
339,SPT_1421,0.987,0.007,0.081,0.015,,30,0,30,0,,SPT_1421,0.978,0.007,0.082,0.015,30,0,30,0,0.009,58,0.444,0.65836,,oxygen-sensitive ribonucleoside-triphosphate reductase,FALSE
720,SPT_1422,0.95,0.006,0.078,0.045,trmD,3,0,3,0,,SPT_1422,1.053,0.002,0.04,0.023,3,0,3,0,-0.102,4,2.012,0.11452,,tRNA (guanine-N1)-methyltransferase,FALSE
519,SPT_1423,0.815,0.009,0.094,0.054,rimM,3,0,3,0,,SPT_1423,0.801,0.001,0.038,0.022,3,0,3,0,0.014,4,0.241,0.8217,,16S rRNA-processing protein RimM,FALSE
789,SPT_1424,0.964,0.005,0.07,0.009,,59,0,59,0,,SPT_1424,0.951,0.014,0.117,0.016,52,0,52,0,0.014,109,0.737,0.46267,,"hydrolase, alpha/beta fold family, putative",FALSE
1347,SPT_1425,,,,,,,,,,,SPT_1425,,,,,,,,M,,,,,,Spn1 transposase,FALSE
1197,SPT_1426,,,,,tuf,,,,,,SPT_1426,,,,,,,,,,,,,,elongation factor Tu,FALSE
123,SPT_1427,0.998,0.003,0.051,0.023,,5,0,5,0,,SPT_1427,0.948,0.007,0.085,0.038,5,0,5,0,0.05,8,1.137,0.28863,,chlorohydrolase,FALSE
870,SPT_1428,0.556,0.168,0.41,0.092,,20,11,9,0,,SPT_1428,0.627,0.17,0.412,0.1,17,8,9,0,-0.071,35,0.523,0.60434,,"glycerol uptake facilitator protein, putative",FALSE
522,SPT_1429,1.016,0.004,0.065,0.008,,61,0,61,0,,SPT_1429,0.986,0.007,0.086,0.011,57,0,57,0,0.03,116,2.101,0.03779,,MucBP domain family,FALSE
1092,SPT_1430,1.026,0.005,0.072,0.006,,150,0,150,0,,SPT_1430,1.015,0.008,0.091,0.008,141,0,141,0,0.011,289,1.104,0.27066,,hypothetical protein,FALSE
255,SPT_1431,0.998,0.006,0.078,0.012,,41,0,41,0,,SPT_1431,1.025,0.008,0.09,0.014,41,0,41,0,-0.027,80,1.443,0.1528,,hypothetical protein,FALSE
534,SPT_1432,1.029,0.011,0.107,0.013,,68,0,68,0,,SPT_1432,1.028,0.015,0.121,0.015,64,0,64,0,0,130,0.023,0.9813,,transposase,FALSE
135,SPT_1433,1.001,0.002,0.04,0.015,,7,0,7,0,,SPT_1433,1.004,0.003,0.055,0.021,7,0,7,0,-0.003,12,0.125,0.90246,,transposase,FALSE
144,SPT_1434,1.039,0.002,0.049,0.014,,12,0,12,0,,SPT_1434,1.003,0.003,0.059,0.016,13,0,13,0,0.036,23,1.673,0.10789,,transposase,FALSE
1719,SPT_1435,0.519,0.009,0.095,0.067,,2,0,2,0,,SPT_1435,0.567,0,0,0,1,0,1,0,-0.048,1,0.716,0.60425,,phosphomannomutase,FALSE
348,SPT_1436,1.025,0.004,0.066,0.012,,32,0,32,0,,SPT_1436,1.001,0.002,0.041,0.008,27,0,27,0,0.024,57,1.724,0.0901,,bacterocin transport accessory protein,FALSE
837,SPT_1437,1.018,0.005,0.074,0.007,,122,0,122,0,,SPT_1437,1.033,0.007,0.083,0.008,114,0,114,0,-0.016,234,1.536,0.1259,,"amino acid ABC transporter, amino acid-binding protein",FALSE
630,SPT_1438,1.011,0.005,0.068,0.009,,58,0,58,0,,SPT_1438,1.017,0.005,0.069,0.009,56,0,56,0,-0.006,112,0.491,0.62466,,"amino acid ABC transporter, ATP-binding protein",FALSE
642,SPT_1439,1.016,0.006,0.074,0.007,,117,0,117,0,,SPT_1439,1.01,0.009,0.096,0.009,115,1,114,0,0.006,230,0.504,0.61473,,"amino acid ABC transporter, permease protein",FALSE
1230,SPT_1440,1.013,0.006,0.078,0.007,,130,0,130,0,,SPT_1440,0.987,0.006,0.078,0.007,121,0,121,0,0.026,249,2.678,0.0079,,TPR domain protein,FALSE
1167,SPT_1441,0.984,0.007,0.084,0.007,,149,0,149,0,,SPT_1441,0.95,0.009,0.094,0.008,142,0,142,0,0.034,289,3.212,0.00147,,transport protein,FALSE
1014,SPT_1442,0.839,0.014,0.12,0.012,,98,1,97,0,,SPT_1442,0.81,0.019,0.139,0.015,83,1,82,0,0.029,179,1.486,0.13907,,3-carboxymuconate cyclase,FALSE
420,SPT_1443,0.994,0,0,0,atpC,1,0,1,0,,SPT_1443,,,,,,,,,,,,,,"ATP synthase F1, epsilon subunit",FALSE
1407,SPT_1444,,,,,atpD,,,,,,SPT_1444,,,,,,,,,,,,,,F0F1 ATP synthase subunit beta,FALSE
879,SPT_1445,,,,,atpG,,,,,,SPT_1445,,,,,,,,,,,,,,F0F1 ATP synthase subunit gamma,FALSE
1506,SPT_1446,,,,,atpA,,,,,,SPT_1446,,,,,,,,,,,,,,"ATP synthase F1, alpha subunit",FALSE
537,SPT_1447,,,,,atpH,,,,,,SPT_1447,,,,,,,,,,,,,,"ATP synthase F1, delta subunit",FALSE
495,SPT_1448,0.961,0.003,0.054,0.024,atpF,5,0,5,0,,SPT_1448,0.966,0.012,0.11,0.049,5,0,5,0,-0.005,8,0.092,0.92931,,"ATP synthase F0, B subunit",FALSE
717,SPT_1449,1.001,0.008,0.089,0.031,atpB,8,0,8,0,,SPT_1449,1.04,0.007,0.081,0.029,8,0,8,0,-0.039,14,0.921,0.37255,,"ATP synthase F0, A subunit",FALSE
201,SPT_1450,0.732,0,0,0,,1,0,1,0,,SPT_1450,0.973,0,0,0,1,0,1,0,,,,,,F0F1 ATP synthase subunit C,FALSE
1300,SPT_1451,1.032,0.005,0.071,0.022,,10,0,10,0,,SPT_1451,1.035,0.003,0.053,0.017,10,0,10,0,-0.004,18,0.125,0.90162,,pseudo,FALSE
399,SPT_1453,1,0.006,0.08,0.012,,43,0,43,0,,SPT_1453,1.008,0.006,0.079,0.013,38,0,38,0,-0.008,79,0.459,0.64759,,"acetyltransferase, gnat family protein",FALSE
144,SPT_1454,,,,,,,,,,,SPT_1454,,,,,,,,,,,,,,chlorohydrolase,FALSE
483,SPT_1455,,,,,greA,,,,,,SPT_1455,,,,,,,,,,,,,,transcription elongation factor GreA,FALSE
1656,SPT_1456,0.604,0.061,0.248,0.031,,65,7,58,0,,SPT_1456,0.559,0.116,0.341,0.047,52,15,37,0,0.045,115,0.796,0.42763,,aminodeoxychorismate lyase,FALSE
495,SPT_1457,0.984,0.003,0.057,0.009,,37,0,37,0,,SPT_1457,0.992,0.008,0.09,0.015,36,0,36,0,-0.008,71,0.478,0.63407,,"acetyltransferase, gnat family",FALSE
465,SPT_1458,0.999,0.004,0.066,0.013,,27,0,27,0,,SPT_1458,1.018,0.005,0.069,0.013,26,0,26,0,-0.019,51,1.053,0.29729,,"acetyltransferase, gnat family",FALSE
1335,SPT_1459,,,,,murC,,,,,,SPT_1459,1.256,0,0,0,1,0,1,0,,,,,,UDP-N-acetylmuramate--L-alanine ligase,FALSE
618,SPT_1460,0.972,0.006,0.077,0.014,,32,0,32,0,,SPT_1460,0.987,0.008,0.09,0.016,31,0,31,0,-0.016,61,0.735,0.46506,,hypothetical protein,FALSE
3099,SPT_1461,0.99,0.006,0.077,0.006,,161,0,161,0,,SPT_1461,0.954,0.013,0.116,0.009,156,2,154,0,0.035,315,3.177,0.00164,,Snf2 family protein,FALSE
1167,SPT_1462,1.008,0.004,0.066,0.006,,122,0,122,0,,SPT_1462,0.991,0.012,0.111,0.01,119,2,117,0,0.017,239,1.41,0.15986,,putative aminotransferase B,FALSE
1095,SPT_1463,1.022,0.006,0.078,0.006,,159,0,159,0,,SPT_1463,0.994,0.011,0.104,0.008,154,1,153,0,0.028,311,2.68,0.00775,,cystathionine gamma-synthase (CGS) (O-succinylhomoserine(thiol)-lyase),FALSE
2190,SPT_1464,1.003,0.005,0.074,0.004,,315,0,315,0,,SPT_1464,1.007,0.006,0.08,0.005,309,0,309,0,-0.004,622,0.681,0.49606,,pseudo,FALSE
1962,SPT_1466,1.007,0.008,0.087,0.006,,187,1,186,0,,SPT_1466,1.005,0.005,0.07,0.005,181,0,181,0,0.001,366,0.177,0.85932,,AmiA protein,FALSE
1623,SPT_1467,0.913,0.004,0.066,0.025,,7,0,7,0,,SPT_1467,0.88,0.005,0.069,0.026,7,0,7,0,0.033,12,0.902,0.38501,,"polysaccharide biosynthesis protein, putative",FALSE
1446,SPT_1468,,,,,,,,,,,SPT_1468,,,,,,,,,,,,,,"UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase (UDP-N-acetylmuramyl-tripeptide synthetase) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-tripeptide synthetase)",FALSE
195,SPT_1469,1.033,0.005,0.067,0.02,,11,0,11,0,,SPT_1469,1.039,0.008,0.087,0.026,11,0,11,0,-0.005,20,0.155,0.87853,,hypothetical protein,FALSE
597,SPT_1470,0.989,0.005,0.071,0.007,,91,0,91,0,,SPT_1470,0.98,0.009,0.097,0.01,86,0,86,0,0.009,175,0.672,0.5022,,hypothetical protein,FALSE
513,SPT_1471,0.985,0.005,0.068,0.008,,81,0,81,0,,SPT_1471,0.964,0.005,0.073,0.008,76,0,76,0,0.022,155,1.909,0.05805,,hypothetical protein,FALSE
936,SPT_1472,0.99,0.003,0.054,0.019,,8,0,8,0,,SPT_1472,0.948,0.01,0.098,0.035,8,0,8,0,0.042,14,1.056,0.30887,,putative manganese-dependent inorganic pyrophosphatase,FALSE
300,SPT_1473,0.986,0.01,0.101,0.014,,52,1,51,0,,SPT_1473,0.962,0.007,0.085,0.012,52,0,52,0,0.024,102,1.309,0.19331,,hypothetical protein,FALSE
750,SPT_1474,0.984,0.005,0.069,0.008,,81,0,81,0,,SPT_1474,0.978,0.009,0.095,0.011,77,0,77,0,0.006,156,0.454,0.65048,,methyltransferase,FALSE
387,SPT_1475,0.909,0.005,0.068,0.016,,19,0,19,0,,SPT_1475,0.806,0.017,0.129,0.035,14,0,14,0,0.103,31,2.711,0.01085,,S1-type RNA-binding domain protein,FALSE
1401,SPT_1476,0.955,0.008,0.091,0.008,,147,0,147,0,,SPT_1476,0.938,0.022,0.147,0.013,134,3,131,0,0.017,279,1.157,0.24807,,"Cof family protein/peptidyl-prolyl cis-trans isomerase, cyclophilin type",FALSE
240,SPT_1477,1.066,0.005,0.073,0.042,rpsR,3,0,3,0,,SPT_1477,1.027,0,0.018,0.01,3,0,3,0,0.038,4,0.89,0.42369,,30S ribosomal protein S18,FALSE
471,SPT_1478,1.051,0,0,0,,1,0,1,0,,SPT_1478,0.989,0,0,0,1,0,1,0,,,,,,single-stranded DNA-binding protein (SSB) (Helix-destabilizingprotein),FALSE
291,SPT_1479,,,,,rpsF,,,,,,SPT_1479,,,,,,,,,,,,,,30S ribosomal protein S6,FALSE
1344,SPT_1480,,,,,asnC,,,,,,SPT_1480,,,,,,,,,,,,,,asparaginyl-tRNA synthetase,FALSE
225,SPT_1481,0.975,0.006,0.076,0.018,,17,0,17,0,,SPT_1481,1.019,0.009,0.096,0.024,16,0,16,0,-0.044,31,1.456,0.15545,,"glyoxalase family protein, unverified point mutation",FALSE
1188,SPT_1482,0.863,0.006,0.076,0.007,,112,0,112,0,,SPT_1482,0.842,0.014,0.117,0.012,103,2,101,0,0.021,213,1.569,0.11822,,aspartate aminotransferase (transaminase a) (aspat),FALSE
489,SPT_1483,0.945,0.007,0.081,0.013,,37,0,37,0,,SPT_1483,0.948,0.008,0.09,0.016,32,0,32,0,-0.003,67,0.152,0.87977,,peptidase propeptide and ypeb domain protein,FALSE
117,SPT_1484,1.041,0.005,0.074,0.033,,5,0,5,0,,SPT_1484,1.003,0.001,0.036,0.016,5,0,5,0,0.038,8,1.035,0.33079,,hypothetical protein,FALSE
549,SPT_1485,1.016,0.005,0.07,0.011,,40,0,40,0,,SPT_1485,0.974,0.008,0.092,0.015,38,0,38,0,0.042,76,2.272,0.02593,,oxidoreductase,FALSE
5622,SPT_1486,1.006,0.006,0.078,0.003,,854,0,854,0,,SPT_1486,1.007,0.007,0.086,0.003,808,0,808,0,-0.001,1660,0.231,0.81724,,G5 domain family,FALSE
1485,SPT_1487,0.997,0.007,0.081,0.005,,237,0,237,0,,SPT_1487,0.996,0.007,0.084,0.006,221,0,221,0,0.001,456,0.074,0.94097,,M protein trans-acting positive transcriptional regulator,FALSE
729,SPT_1488,1.017,0.009,0.097,0.012,,65,0,65,0,,SPT_1488,1.014,0.009,0.096,0.013,56,0,56,0,0.003,119,0.176,0.86042,,hypothetical protein,FALSE
165,SPT_1489,1.019,0.015,0.122,0.027,,21,0,21,0,,SPT_1489,1.043,0.017,0.131,0.032,17,0,17,0,-0.024,36,0.587,0.56108,,hypothetical protein,FALSE
1596,SPT_1490,1.01,0.005,0.071,0.005,,203,0,203,0,,SPT_1490,1.004,0.007,0.084,0.006,195,0,195,0,0.007,396,0.846,0.39833,,hypothetical protein,FALSE
411,SPT_1491,1.014,0.005,0.067,0.011,def2,35,0,35,0,,SPT_1491,0.998,0.007,0.084,0.015,33,0,33,0,0.015,66,0.828,0.41045,,peptide deformylase,FALSE
