Gene,start,end,strand,na_length,gene.name,product
Rv2116,2376571,2377140,+,570,lppK,Probable conserved lipoprotein lppK
Rv2117,2377148,2377441,+,294,,YlxP-like protein
Rv2118c,2377470,2378312,-,843,,tRNA (adenine(58)-N(1))-methyltransferase (EC 2.1.1.220)
Rv2119,2378386,2379222,+,837,,RecB family exonuclease
Rv2120c,2379245,2379727,-,483,,Hypothetical membrane protein Rv2120c
Rv2121c,2379806,2380660,-,855,hisG,ATP phosphoribosyltransferase (EC 2.4.2.17) => HisGl
Rv2122c,2380663,2380944,-,282,hisE,Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)
Rv2123,2381071,2382492,+,1422,PPE37,"PPE family protein, PPW subgroup => PPE37"
Rv2124c,2382489,2386067,-,3579,metH,5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)
Rv2125,2386293,2387171,+,879,,hypothetical protein
Rv2126c,2387202,2387972,-,771,PE_PGRS37,"PE_PGRS family protein => PE_PGRS37, missing N-terminal PE domain"
Rv2127,2388616,2390085,+,1470,ansP1,L-asparagine permease
Rv2128,2390085,2390288,+,204,,putative membrane protein
Rv2129c,2390308,2391189,-,882,,"Oxidoreductase, short-chain dehydrogenase/reductase family"
Rv2130c,2391215,2392459,-,1245,cysS,L-cysteine:1D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase MshC (EC 6.3.1.13)
Rv2131c,2392517,2393320,-,804,cysQ,"3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)"
Rv2132,2393411,2393641,+,231,,"Antitoxin to Toxin 1, PIN domain"
Rv2133c,2393851,2394687,-,837,,Uncharacterized protien SCO1664
Rv2134c,2394650,2395237,-,588,,FIG00820819: hypothetical protein
Rv2135c,2395301,2396011,-,711,,Phosphoglycerate mutase family protein
Rv2136c,2396008,2396856,-,849,uppP,Undecaprenyl-diphosphatase (EC 3.6.1.27)
Rv2137c,2396902,2397210,-,309,,FIG00821698: hypothetical protein
Rv2138,2397381,2398406,+,1026,lppL,Lipoprotein LppL
Rv2139,2398720,2399793,+,1074,pyrD,Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2)
Rv2140c,2399798,2400328,-,531,TB18.6,Phospholipid-binding protein
Rv2141c,2400376,2401722,-,1347,,YscS-like amidohydrolase
Rv2142c,2402193,2402510,-,318,,hypothetical protein
Rv2143,2403421,2404035,+,615,,Phosphoribosyl transferase domain protein
Rv2144c,2404165,2404521,-,357,,FIG035962: transmembrane protein
Rv2145c,2404616,2405368,-,753,wag31,Cell division initiation protein DivIVA
Rv2146c,2405666,2405956,-,291,,"Cell division integral membrane protein, YggT and half-length relatives"
Rv2147c,2406118,2406774,-,657,,"SepF, FtsZ-interacting protein related to cell division"
Rv2148c,2406840,2407616,-,777,,Pyridoxal phosphate-containing protein YggS
Rv2149c,2407622,2408329,-,708,yfiH,FIG00003370: Multicopper polyphenol oxidase
Rv2150c,2408385,2409524,-,1140,ftsZ,Cell division protein FtsZ
Rv2151c,2409697,2410605,-,909,ftsQ,Cell division protein FtsQ
Rv2152c,2410638,2412122,-,1485,murC,UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)
Rv2153c,2412119,2413351,-,1233,murG,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)
Rv2154c,2413348,2414922,-,1575,ftsW,Peptidoglycan glycosyltransferase FtsW (EC 2.4.1.129)
Rv2155c,2414934,2416364,-,1431,murD,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9)
Rv2156c,2416396,2417475,-,1080,mraY,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)
Rv2157c,2417472,2419004,-,1533,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)
Rv2158c,2419001,2420554,-,1554,murE,UDP-N-acetylmuramoy-dipeptide--L-lysine ligase (EC 6.3.2.7)
Rv2159c,2420631,2421665,-,1035,,hypothetical protein
Rv2160c,2421662,2422003,-,342,,"Transcriptional regulator, AcrR family"
Rv2161c,2422271,2423137,-,867,,Probable F420-dependent oxidoreductase family protein
Rv2162c,2423240,2424838,-,1599,PE_PGRS38,PE_PGRS family protein => PE_PGRS38
Rv2163c,2425048,2426868,-,1821,pbpB,Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)
Rv2164c,2427084,2428076,-,993,,Cell division protein FtsL / proline rich membrane protein
Rv2165c,2428235,2429269,-,1035,mraW,16S rRNA (cytosine(1402)-N(4))-methyltransferase (EC 2.1.1.199)
Rv2166c,2429427,2429858,-,432,,Transcriptional regulator MraZ
Rv2167c,2430159,2431043,-,885,,Mobile element protein
Rv2168c,2431094,2431420,-,327,,Insertion element IS6110 (Mycobacterium tuberculosis) transposase
Rv2169c,2431565,2431969,-,405,,FIG017342: transmembrane protein
Rv2170,2432235,2432855,+,621,,Acetyltransferase
Rv2171,2432951,2433634,+,684,lppM,Lipoprotein LppM
Rv2172c,2433631,2434536,-,906,,Uncharacterized protein Rv2172c
Rv2173,2434847,2435905,+,1059,idsA2,Geranylgeranyl diphosphate synthase (EC 2.5.1.29)
Rv2174,2435909,2437459,+,1551,,Carotene biosynthesis associated membrane protein
Rv2175c,2437446,2437850,-,405,,Uncharacterized protein Rv2175c
Rv2176,2437941,2439140,+,1200,pknL,Serine/threonine protein kinase PknL (EC 2.7.11.1)
Rv2177c,2439282,2439947,-,666,,Mobile element protein
Rv2178c,2440332,2441720,-,1389,aroG,2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)
Rv2179c,2441811,2442317,-,507,,hypothetical protein
Rv2180c,2442327,2443265,-,939,,Putative integral membrane protein SCO2176
Rv2181,2443350,2444585,+,1236,,putative membrane protein
Rv2182c,2444586,2445329,-,744,,Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)
Rv2183c,2445415,2445810,-,396,,hypothetical protein
Rv2184c,2445807,2446949,-,1143,,anion-transporting ATPase
Rv2185c,2447066,2447500,-,435,TB16.3,hypothetical protein
Rv2186c,2447605,2447994,-,390,,hypothetical protein
Rv2187,2448151,2449962,+,1812,fadD15,"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) @ Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD15"
Rv2188c,2449993,2451036,-,1044,,Phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57)
Rv2189c,2451247,2452080,-,834,,hypothetical protein
Rv2190c,2452115,2453233,-,1119,,Cell wall-associated hydrolases (invasion-associated proteins)
Rv2191,2453843,2455756,+,1914,,DNA polymerase III epsilon subunit-related protein MSMEG4261
Rv2192c,2455631,2456743,-,1113,trpD,Anthranilate phosphoribosyltransferase (EC 2.4.2.18)
Rv2193,2456970,2457512,+,543,ctaE,Cytochrome c oxidase polypeptide III (EC 1.9.3.1)
Rv2194,2457625,2458395,+,771,qcrC,"Ubiquinol-cytochrome C reductase, diheme cytochrome cc subunit"
Rv2195,2458470,2459681,+,1212,qcrA,Ubiquinol-cytochrome C reductase iron-sulfur subunit (EC 1.10.2.2)
Rv2196,2459678,2461327,+,1650,qcrB,"Ubiquinol-cytochrome C reductase, cytochrome B subunit (EC 1.10.2.2)"
Rv2197c,2461504,2462148,-,645,,putative membrane protein
Rv2198c,2462148,2463047,-,900,mmpS3,Membrane protein MmpS3
Rv2199c,2463233,2463652,-,420,,Cytochrome c oxidase polypeptide IV (EC 1.9.3.1)
Rv2200c,2463660,2464646,-,987,ctaC,Cytochrome c oxidase polypeptide II (EC 1.9.3.1)
Rv2201,2464997,2466955,+,1959,asnB,Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) AsnB
Rv2202c,2467053,2468027,-,975,cbhK,Adenosine kinase (EC 2.7.1.20)
Rv2203,2468231,2468923,+,693,,putative membrane protein
Rv2204c,2468931,2469287,-,357,,Iron-sulfur cluster insertion protein SCO2161
Rv2205c,2469387,2470463,-,1077,,Glycerate kinase (EC 2.7.1.31)
Rv2206,2470958,2471332,+,375,,"CblZ, a non-orthologous displasment for Alpha-ribazole-5'-phosphate phosphatase"
Rv2207,2471411,2472496,+,1086,cobT,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)
Rv2208,2472493,2473242,+,750,cobS,Cobalamin synthase (EC 2.7.8.26)
Rv2210c,2474864,2475970,-,1107,ilvE,Branched-chain amino acid aminotransferase (EC 2.6.1.42)
Rv2211c,2476042,2477145,-,1104,gcvT,Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)
Rv2212,2477190,2478326,+,1137,,Adenylate cyclase (EC 4.6.1.1)
Rv2213,2478338,2479885,+,1548,pepB,Cytosol aminopeptidase PepA (EC 3.4.11.1)
Rv2214c,2479923,2481701,-,1779,ephD,"Oxidoreductase Rv2214c, short-chain dehydrogenase/reductase family"
Rv2215,2482073,2483626,+,1554,dlaT,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)
Rv2216,2483626,2484531,+,906,,Cell division inhibitor SulA
Rv2217,2484584,2485276,+,693,lipB,Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase (EC 2.3.1.181)
Rv2218,2485315,2486208,+,894,lipA,Lipoyl synthase (EC 2.8.1.8)
Rv2219,2486235,2486987,+,753,,"Transmembrane protein MT2276, clustered with lipoate gene"
Rv2219A,2486994,2487416,-,423,,putative membrane protein
Rv2220,2487615,2489051,+,1437,glnA1,Glutamine synthetase type I (EC 6.3.1.2)
Rv2221c,2489369,2492353,-,2985,glnE,Glutamine synthetase adenylyl-L-tyrosine phosphorylase (EC 2.7.7.89) / Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)
Rv2222c,2492402,2493664,-,1263,glnA2,Glutamine synthetase type I (EC 6.3.1.2)
Rv2223c,2493837,2495399,-,1563,,Exported protease
Rv2224c,2495461,2497023,-,1563,,Exported protease
Rv2225,2497853,2498587,+,735,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)
Rv2226,2498889,2500373,+,1485,,CHAD domain containing protein
Rv2227,2501147,2501632,+,486,,hypothetical protein Rv2227
Rv2228c,2501644,2502738,-,1095,,FIG006762: Phosphoglycerate mutase family
Rv2229c,2502735,2503472,-,738,,FIG137478: Hypothetical protein
Rv2230c,2503469,2504608,-,1140,,GTP cyclohydrolase 1 type 2 homolog YbgI
Rv2231c,2504605,2505699,-,1095,cobC,L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81)
Rv2232,2506395,2507153,+,759,,Phosphoglycolate phosphatase (EC 3.1.3.18)
Rv2234,2507203,2507637,+,435,ptpA,Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)
Rv2235,2507637,2508452,+,816,,"Cytochrome oxidase biogenesis protein Surf1, facilitates heme A insertion"
Rv2236c,2508434,2509393,-,960,cobD,Adenosylcobinamide-phosphate synthase (EC 6.3.1.10)
Rv2237,2509441,2510256,+,816,,hypothetical protein Rv2237
Rv2238c,2510715,2511176,-,462,ahpE,Alkylhydroperoxide reductase subunit C-like protein
Rv2239c,2511176,2511598,-,423,,hypothetical protein
Rv2240c,2511690,2512145,-,456,,hypothetical protein
Rv2241,2512452,2515244,+,2793,aceE,Pyruvate dehydrogenase E1 component (EC 1.2.4.1)
Rv2242,2515367,2516548,+,1182,,"Transcriptional regulator, CdaR-family"
Rv2243,2516787,2517695,+,909,fabD,Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)
Rv2244,2517771,2518118,+,348,acpP,Acyl carrier protein
Rv2245,2518157,2519365,+,1209,kasA,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)"
Rv2246,2519459,2520712,+,1254,kasB,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)"
Rv2247,2520743,2522164,+,1422,accD6,Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)
Rv2248,2522288,2523175,+,888,,hypothetical protein
Rv2249c,2523241,2524785,-,1545,glpD1,Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)
Rv2250c,2524785,2525273,-,489,,"Transcriptional regulator, AcrR family"
Rv2250A,2525402,2525821,+,420,,Alkyldihydroxyacetonephosphate synthase (EC 2.5.1.26)
Rv2251,2525778,2526992,+,1215,,Alkyldihydroxyacetonephosphate synthase (EC 2.5.1.26)
Rv2252,2526989,2527918,+,930,,Diacylglycerol kinase-related protein
Rv2253,2527984,2528487,+,504,,FIG00820044: hypothetical protein
Rv2254c,2528520,2528975,-,456,,putative membrane protein
Rv2256c,2529341,2529853,-,513,,FIG01122152: hypothetical protein
Rv2257c,2530004,2530822,-,819,,Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily
Rv2258c,2530836,2531897,-,1062,,Transcriptional regulator
Rv2259,2532245,2533330,+,1086,adhE2,"Formaldehyde dehydrogenase MscR, NAD/mycothiol-dependent (EC 1.2.1.66) / S-nitrosomycothiol reductase MscR"
Rv2260,2533327,2533965,+,639,,Putative hydrolase in cluster with formaldehyde/S-nitrosomycothiol reductase MscR
Rv2261c,2534042,2534473,-,432,,Apolipoprotein N-acyltransferase
Rv2262c,2534470,2535564,-,1095,,Apolipoprotein N-acyltransferase
Rv2263,2535641,2536594,+,954,,"Oxidoreductase, short-chain dehydrogenase/reductase family"
Rv2264c,2536572,2538320,-,1749,,FIG00821990: molecular chaperone
Rv2265,2538724,2539929,+,1206,,hypothetical protein
Rv2266,2540104,2541390,+,1287,cyp124,Putative cytochrome P450 hydroxylase
Rv2267c,2541644,2542723,-,1080,,hypothetical protein
Rv2268c,2542807,2543988,-,1182,cyp128,hypothetical protein
Rv2270,2544698,2545225,+,528,lppN,Lipoprotein LppN
Rv2271,2545332,2545631,+,300,,hypothetical protein
Rv2272,2545737,2546105,+,369,,putative membrane protein
Rv2273,2546102,2546431,+,330,,putative membrane protein
Rv2274c,2546488,2546643,-,156,,hypothetical protein
Rv2275,2546883,2547752,+,870,,Cyclo(L-tyrosyl-L-tyrosyl) synthase (EC 2.3.2.21)
Rv2276,2547749,2548939,+,1191,cyp121,hypothetical protein
Rv2277c,2549124,2549975,-,852,,Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)
Rv2278,2550065,2550391,+,327,,Insertion element IS6110 (Mycobacterium tuberculosis) transposase
Rv2279,2550442,2551326,+,885,,Mobile element protein
Rv2280,2551560,2552939,+,1380,,FAD/FMN-containing dehydrogenase
Rv2281,2553323,2554831,+,1509,pitB,Probable low-affinity inorganic phosphate transporter
Rv2282c,2554938,2555741,-,804,,"Transcriptional regulator, LysR family"
Rv2284,2556145,2557440,+,1296,lipM,Membrane-bound esterase LipM
Rv2285,2557473,2558810,+,1338,,Diacyglycerol O-acyltransferase (EC 2.3.1.20)
Rv2286c,2558877,2559569,-,693,,hypothetical protein
Rv2287,2559826,2561331,+,1506,yjcE,Na+/H+ antiporter
Rv2289,2561723,2562457,+,735,cdh,CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26)
Rv2290,2562965,2563114,+,150,lppO,hypothetical protein
Rv2291,2563174,2564028,+,855,sseB,"Thiosulfate sulfurtransferase, rhodanese (EC 2.8.1.1)"
Rv2292c,2564029,2564253,-,225,,5'-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)
Rv2293c,2564292,2565032,-,741,,5'-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)
Rv2294,2565387,2566550,+,1164,,"Cystathionine beta-lyase, type II (EC 4.4.1.8)"
Rv2295,2566847,2567410,+,564,,Colicin E2 tolerance protein CbrC-like protein
Rv2296,2567477,2568406,+,930,,Haloalkane dehalogenase (EC 3.8.1.5)
Rv2297,2568438,2568890,+,453,,hypothetical protein
Rv2298,2568986,2570053,+,1068,,Aldo/keto reductase
Rv2299c,2570059,2572002,-,1944,htpG,Chaperone protein HtpG
Rv2300c,2572076,2572858,-,783,,MBL-fold metallo-hydrolase superfamily
Rv2301,2573048,2573707,+,660,cut2,hypothetical protein
Rv2302,2573843,2574055,+,213,,hypothetical protein
Rv2303c,2574096,2575019,-,924,,Amidohydrolase
Rv2304c,2575016,2575225,-,210,,hypothetical protein
Rv2305,2575809,2577098,+,1290,,NRPS condensation (elongation) domain containing protein
Rv2307c,2577851,2578672,-,822,,"Hydrolase, alpha/beta fold family"
Rv2307A,2579228,2579359,-,132,,hypothetical protein
Rv2308,2580419,2581135,+,717,,hypothetical protein
Rvnt24,2581764,2581837,-,74,,tRNA-Met-CAT
Rv2309c,2581843,2582298,-,456,,Integrase
Rv2310,2583435,2583779,+,345,,"DNA binding domain, excisionase family"
Rv2311,2583812,2584408,+,597,,hypothetical protein
Rv2312,2584486,2584755,+,270,,hypothetical protein
Rv2313c,2585052,2585906,-,855,,hypothetical protein
Rv2314c,2585917,2587290,-,1374,,"TldE/PmbA family protein, Actinobacterial subgroup"
Rv2315c,2587287,2588804,-,1518,,"TldD family protein, Actinobacterial subgroup"
Rv2316,2588898,2589710,+,813,uspA,"ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)"
Rv2317,2589739,2590521,+,783,uspB,"ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)"
Rv2318,2590518,2591840,+,1323,uspC,"ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)"
Rv2319c,2591848,2592726,-,879,,Universal stress protein family
Rv2320c,2592723,2594153,-,1431,rocE,Cationic amino acid transport integral membrane protein RocE
Rv2321c,2594154,2594705,-,552,rocD2,hypothetical protein
Rv2322c,2594699,2595364,-,666,rocD1,Ornithine aminotransferase (EC 2.6.1.13); N-terminus domain
Rv2323c,2595361,2596134,-,774,,"NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)"
Rv2324,2596334,2596780,+,447,,"Transcriptional regulator, AsnC family"
Rv2325c,2597009,2597857,-,849,,Transmembrane component of energizing module of ECF transporters in Mycobacteria
Rv2326c,2597854,2599827,-,1974,,Candidate substrate-specific domain of ECF transporters in Mycobacteria / Duplicated ATPase component of energizing module of predicted ECF transporter in Mycobacteria
Rv2327,2599988,2600479,+,492,,"Transcriptional regulator Rv2327, MarR family"
Rv2328,2600731,2601879,+,1149,PE23,PE family protein => PE23
Rv2329c,2601914,2603461,-,1548,narK1,"Uncharacterized MFS-type transporter MSMEG_0433, NarK/U family"
Rv2330c,2603695,2604222,-,528,lppP,Lipoprotein LppP
Rv2331,2604297,2604683,+,387,,Assimilatory nitrate reductase large subunit (EC 1.7.99.4)
Rv2332,2605108,2606754,+,1647,mez,NAD-dependent malic enzyme (EC 1.1.1.38)
Rv2333c,2606708,2608321,-,1614,,"MFS-type transporter Rv2333c family => implicated in rifampicin, ofloxacin efflux"
Rv2334,2608796,2609728,+,933,cysK1,Cysteine synthase (EC 2.5.1.47)
Rv2335,2609732,2610421,+,690,cysE,Serine acetyltransferase (EC 2.3.1.30)
Rv2336,2611053,2611805,+,753,,hypothetical protein
Rv2337c,2611869,2612960,-,1092,,hypothetical protein
Rv2338c,2613107,2613874,-,768,moeW,hypothetical protein
Rv2339,2614714,2617581,+,2868,mmpL9,Transmembrane transport protein MmpL9
Rv2340c,2617667,2618908,-,1242,PE_PGRS39,PE_PGRS family protein => PE_PGRS39
Rvnt25,2619407,2619479,-,73,,tRNA-Asn-GTT
Rv2341,2619597,2620016,+,420,lppQ,hypothetical protein
Rv2342,2620272,2620529,+,258,,hypothetical protein
Rv2343c,2620533,2622452,-,1920,dnaG,DNA primase DnaG
Rv2344c,2622457,2623752,-,1296,dgt,"dNTP triphosphohydrolase, broad substrate specificity"
Rv2345,2623821,2625803,+,1983,,FIG00810015: hypothetical protein
Rv2346c,2625888,2626172,-,285,esxO,ESAT-6-like protein EsxL
Rv2347c,2626223,2626519,-,297,esxP,ESAT-6-like protein EsxK
Rv2348c,2626654,2626956,-,303,,hypothetical protein
Rv2349c,2627172,2628722,-,1551,plcC,Phospholipase C (EC 3.1.4.3)
Rv2350c,2628781,2630346,-,1566,plcB,Phospholipase C (EC 3.1.4.3)
Rv2351c,2630537,2632099,-,1563,plcA,Phospholipase C (EC 3.1.4.3)
Rv2352c,2632923,2634098,-,1176,PPE38,"PPE family protein, SVP subgroup => PPE38"
Rv2353c,2634528,2635592,-,1065,PPE39,PPE family protein => PPE39
Rv2354,2635628,2635954,+,327,,Insertion element IS6110 (Mycobacterium tuberculosis) transposase
Rv2355,2636005,2636889,+,885,,Mobile element protein
Rv2356c,2637688,2639535,-,1848,PPE40,"PPE family protein, MPTR subgroup => PPE40"
Rv2357c,2639673,2641052,-,1380,glyS,Glycyl-tRNA synthetase (EC 6.1.1.14)
Rv2358,2641246,2641653,+,408,,Transcriptional regulator in glycyl-tRNA synthetase containing cluster
Rv2359,2641650,2642042,+,393,furB,Zinc uptake regulation protein Zur
Rv2360c,2642150,2642578,-,429,,FIG025412: hypothetical protein
Rv2361c,2642578,2643468,-,891,,"Trans,polycis-decaprenyl diphosphate synthase (EC 2.5.1.86)"
Rv2362c,2643461,2644261,-,801,recO,DNA recombination and repair protein RecO
Rv2363,2644320,2645774,+,1455,amiA2,Amidase family protein MSMEG_4492
Rv2364c,2645771,2646700,-,930,era,GTP-binding protein Era
Rv2365c,2646747,2647085,-,339,,Uncharacterized protein SCO2538
Rv2366c,2647060,2648367,-,1308,,Magnesium and cobalt efflux protein CorC
Rv2367c,2648364,2648912,-,549,,"Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly"
Rv2368c,2648916,2649974,-,1059,phoH1,"Phosphate starvation-inducible protein PhoH, predicted ATPase"
Rv2370c,2650245,2651558,-,1314,,Possible regulatory protein Trx
Rv2371,2651753,2651938,+,186,PE_PGRS40,PE_PGRS family protein => PE_PGRS40
Rv2372c,2652037,2652825,-,789,,16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193)
Rv2373c,2652839,2653987,-,1149,dnaJ2,Chaperone protein DnaJ
Rv2374c,2654062,2655093,-,1032,hrcA,Heat-inducible transcription repressor HrcA
Rv2375,2655265,2655582,+,318,,hypothetical protein
Rv2376c,2655609,2656115,-,507,cfp2,Low molecular weight antigen MTB12 precursor
Rv2377c,2656215,2656430,-,216,mbtH,MbtH-like NRPS chaperone => MbtH
Rv2378c,2656408,2657703,-,1296,mbtG,L-lysine 6-monooxygenase (EC 1.14.13.59) in siderophore biosynthesis => MbtG
Rv2379c,2657700,2662070,-,4371,mbtF,Peptide synthetase MbtF @ Siderophore biosynthesis non-ribosomal peptide synthetase modules
Rv2380c,2662067,2667262,-,5196,mbtE,Peptide synthetase MbtE @ Siderophore biosynthesis non-ribosomal peptide synthetase modules
